V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
966.2584935908177,508.73098467316356,495.4885563937546,565.8275617905588,546.2051701051946,546.4217735195803,502.1437922378891,482.4293628123487,440.40749548640724,383.01118566056994,233.22883811155225,135.65839959469395,140.43109938463567
987.9429294244961,517.1363462530686,508.51106144589653,579.8682797661668,556.0691080744596,553.0305840054257,503.4189444397757,481.58323692483555,439.6079168418073,385.4583032595974,328.9762481709449,132.01823054479883,136.35099669906685
960.6593655739223,506.56064019774544,492.1260214656213,562.2021145805161,543.6582073036611,544.7153156604281,501.81453578528226,482.64784058133137,440.613954313606,382.37931657186346,208.50594422025188,136.59832593955525,141.4846207874425
1025.7292157710383,531.7831372482599,531.2034712749441,604.3349799379725,573.2575462459649,564.5467888697622,505.64096518338556,480.108817423401,438.21460839453266,389.72253623433426,495.82121850791464,125.67504176533566,129.2412000881377
991.8473849740029,518.64979861669,510.8558673015482,582.3964229763203,557.8451887453834,554.2205530216829,503.6485457597878,481.4308852131089,439.4639463322619,385.8989262927771,346.2163326916907,131.36278908637087,135.61634168219553
961.0651699934589,506.717938865928,492.369725758605,562.4648737987716,543.8428018973441,544.8389935150703,501.83839909457356,482.6320061078277,440.59899092925843,382.4251121436009,210.297769585658,136.5302034991255,141.4082653906662
996.074574194192,520.2883496094338,513.3944896294934,585.1335369194937,559.7680763211592,555.508882248153,503.89712541771587,481.2659404454407,439.3080755384317,386.37597025253217,364.8814445151429,130.65317028487607,134.82096170450222
1002.7904733711183,522.8915790108914,517.427697208976,589.482095813029,562.8230422606534,557.5557007701004,504.29205354445185,481.0038863069276,439.060437573472,387.1338684609618,394.53543032057496,129.52577142084465,133.55731073945117
998.4395618982737,521.2050705671431,514.8147739551212,586.6648714500984,560.8438752116658,556.2296644560697,504.0361984054307,481.1736587123387,439.2208704260911,386.6428622794456,375.32402412500505,130.25615949290477,134.37597006364194
974.8526760359497,512.062277748486,500.64975981030557,571.392313065093,550.1145400876808,549.0410403290234,502.6491727214943,482.0940181298947,440.09059885125225,383.98105064908304,271.1763649465029,134.21569307533264,138.8140341705066
