age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
19,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1811.0761011981197,484.9367839262343,930.4188638368857,2634.2440245422013,277094.6434833123,74195.32794071385,142354.08616704354,403039.3357549568
19,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,660.3628663599101,283.8674806025349,274.77577929585334,1304.3822108134386,66036.286635991,28386.74806025349,27477.577929585335,130438.22108134386
19,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,961.5719542921655,334.51912641621976,443.39883638628686,1669.0552892763126,58655.88921182209,20405.666711389404,27047.329019563498,101812.37264585507
20,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,968.7620068179448,337.19413167380856,446.4861239648725,1681.8143813869324,30031.622211356287,10453.018081888065,13841.069842911045,52136.24582299491
20,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,831.0545377715239,312.7212369546788,369.1329219640092,1515.3850520828034,42383.78142634772,15948.783084688615,18825.77902016447,77284.63765622297
20,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1824.6271257546784,488.9914831423016,936.8379935302489,2655.0404836075445,279167.9502404658,74815.69692077216,143336.21301012806,406221.1939919543
20,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,665.2991474155871,286.0932196560703,276.69004377424966,1314.348252309101,66529.9147415587,28609.321965607025,27669.004377424964,131434.82523091012
20,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,968.7620068179448,337.19413167380856,446.4861239648725,1681.8143813869324,59094.48241589463,20568.842032102322,27235.653561857216,102590.67726460288
21,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,974.8428968948338,339.52537825326095,449.006814307097,1692.71563735349,30220.129803739845,10525.286725851089,13919.211243520007,52474.184757958195
21,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,836.2701235373218,314.8576484903971,371.2193935374637,1525.2047141532296,42649.776300403406,16057.74007301025,18932.189070410648,77785.44042181471
21,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1836.091243842353,492.5904912348133,942.0538884577279,2673.063997284883,280921.96030788,75366.34515892643,144134.24493403238,408978.7915845871
21,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,669.4733418401072,288.01655000616495,278.2534425903377,1322.8610950022307,66947.33418401073,28801.655000616494,27825.344259033773,132286.1095002231
21,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,974.8428968948338,339.52537825326095,449.006814307097,1692.71563735349,59465.41671058486,20711.048073448917,27389.415672732917,103255.65387856288
22,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,979.9657482268577,341.5244976945793,451.0844038960063,1701.9555979013817,30378.938195032588,10587.25942853196,13983.616520776195,52760.62353494283
22,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,840.6638486648203,316.6858931867304,372.9395447880904,1533.5274640118337,42873.856281905835,16150.980552523251,19019.91678419261,78209.90066460353
22,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1845.750992353908,495.7089492351437,946.339644829165,2688.469358556297,282399.90183014795,75843.46923297699,144789.96565886226,411335.8118591134
22,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,672.9895910191552,289.6577704846728,279.54225654438534,1330.0755889329198,67298.95910191552,28965.777048467284,27954.225654438535,133007.55889329198
22,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,979.9657482268577,341.5244976945793,451.0844038960063,1701.9555979013817,59777.910641838316,20832.99435936934,27516.148637656384,103819.2914719843
23,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,984.2975912610437,343.27071538630537,452.768235135592,1709.8580190598746,30513.225329092355,10641.392176975467,14035.815289203354,53005.598590856105
23,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,844.3789105028135,318.27693186653715,374.3344135432165,1540.644742364391,43063.32443564349,16232.123525193394,19091.05509070404,78572.88186058395
23,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1853.9220443076474,498.48312247372763,949.7916243289408,2701.847481639653,283650.07277907006,76267.91773848032,145318.11852232792,413382.66469086695
23,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,675.9624202356924,291.0787409740188,280.58719208813125,1336.2441086413728,67596.24202356924,29107.87409740188,28058.71920881312,133624.4108641373
23,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,984.2975912610437,343.27071538630537,452.768235135592,1709.8580190598746,60042.15306692367,20939.51363856463,27618.86234327111,104301.33916265235
24,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,987.9432646653531,344.7657285922829,454.15225787186483,1716.549129518114,30626.241204625945,10687.73758636077,14078.71999402781,53213.02301506153
24,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,847.5053938337757,319.63648968018816,375.48127021284574,1546.6707438696626,43222.77508552256,16301.460973689595,19149.544780855133,78880.2079373528
24,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1860.8000806705372,500.8801671101662,952.6187957836926,2713.265879437262,284702.4123425922,76634.66556785542,145750.67575490495,415129.6795539011
24,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,678.4641300919038,292.2897474163174,281.44625804360754,1341.4663638385068,67846.41300919038,29228.974741631744,28144.625804360752,134146.63638385065
24,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,987.9432646653531,344.7657285922829,454.15225787186483,1716.549129518114,60264.53914458654,21030.709444129257,27703.287730183754,104709.49690060495
25,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,990.9958216268594,346.0190416453233,455.30927613870915,1722.1539053729657,30720.87047043264,10726.590291005023,14114.587560299984,53386.77106656194
25,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,850.123222029526,320.776104281006,376.44004157163994,1551.7183770566007,43356.28432350583,16359.581318331306,19198.44212015364,79137.63722988663
25,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1866.5591974447957,502.89077382513005,954.9816819427588,2722.835461990066,285583.5572090537,76942.2883952449,146112.19733724208,416593.82568448014
25,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,680.5588233347808,293.30466024491096,282.1644322091906,1345.84071987624,68055.88233347808,29330.466024491096,28216.443220919056,134584.071987624
25,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,990.9958216268594,346.0190416453233,455.30927613870915,1722.1539053729657,60450.745119238425,21107.161540364723,27773.86584446126,105051.3882277509
26,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,993.5906362815896,347.14062621416537,456.2193748049865,1727.0079669018203,30801.309724729275,10761.359412639127,14142.800618954583,53537.246973956426
26,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,852.3482578479064,321.7902764876755,377.19498918544036,1556.0892249166359,43469.76115024323,16411.30410087145,19236.944448457463,79360.55047074842
26,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1871.4575751625068,504.73803055833326,956.8171418175077,2731.323726802025,286333.0089998635,77224.918675425,146393.02269807868,417892.5302007098
26,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,682.3389228751928,294.20082097412075,282.72975625224285,1349.6275519129586,68233.89228751928,29420.082097412076,28272.975625224284,134962.75519129584
26,Pregnant,southbound pregnant,61,0.7191739493024276,0.022034004788815145,993.5906362815896,347.14062621416537,456.2193748049865,1727.0079669018203,60609.02881317696,21175.57819906409,27829.38186310418,105347.48598101104
27,Pregnant,Southbound recently pregnant,31,0.7191739493024276,0.022034004788815145,995.7567530008336,348.07105418652134,456.9869135437194,1731.0505381806724,30868.45934302584,10790.202679782162,14166.594319855303,53662.566683600846
27,Pregnant,calving grounds recently pregnant,51,0.6191317302061677,0.022050157577660528,854.2057135399988,322.6321707569849,377.8315896199439,1559.7294375700903,43564.49139053994,16454.24070860623,19269.41107061714,79546.20131607461
27,Pregnant,foraging pregnant,153,1.3396716419385846,0.01096284529578846,1875.5463715804963,506.2654988753116,958.3677504366947,2738.372041111479,286958.59485181596,77458.62132792268,146630.26581681427,418970.9222900563
27,Pregnant,northbound pregnant,100,0.4990561677805218,0.02206869679026243,683.8249779684671,294.94545922954836,283.20647892891265,1352.7814788953915,68382.49779684671,29494.545922954836,28320.647892891262,135278.14788953913
