phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Hg,sd_Hg,P_nb,mass,mass_sd,pctbodywt,pctbodywt_sd
Pregnant,14,P_cost,1643.4836028692703,1.4957794798244983,1641.7080597224633,1646.5696780361209,4253.722266249876,3.871429241898697,4249.126742811081,4261.709754917018,1466.8007814654745,1.3349756006547226,1465.2161182107177,1469.5550879024202,71801.32207843156,0,17045.4799528212,19213.47529508622,0,7.63422940898466,0.0069481214624203735
Pregnant,14,Es,1642.1491481626513,146.92357153641655,1296.591734155578,1983.2939440847986,4250.268383479804,380.27277338837223,3355.8844884026716,5133.231384690067,1465.609787406829,131.12854254771457,1157.2015477250593,1770.0797878241613,71801.32207843156,0,17045.4799528212,19213.47529508622,0,7.628030665444754,0.6824821669885522
Pregnant,14,E_FnU,1646.2815625685255,69.97070215960643,1535.901937756115,1767.0444308741605,4260.964044295008,181.10064088368722,3975.275603604063,4573.526762262533,1469.2979463086233,62.448496856443874,1370.7846908979527,1577.0781938836321,71801.32207843156,0,17045.4799528212,19213.47529508622,0,7.647226354122365,0.3250244731749017
Pregnant,15,all,1664.5416725405275,166.49416727843735,1296.1512387184468,2034.2008323852374,4308.225505399012,430.9260800147791,3354.744382565392,5264.990389702968,1485.9110915054134,150.36642698601133,1154.5309782304205,1817.9646083824903,71821.90167001274,2316.8662347514623,17039.538012401998,19518.903135675293,158.9086455283599,7.609074930480934,0.7314021100271212
Pregnant,15,Hg,1663.0699086667169,7.46134809110494,1648.635588507986,1677.8889241188185,4304.416234196208,19.311724471095147,4267.0568173147885,4342.771333013412,1484.2814600676581,6.659215334860395,1471.3989025223407,1497.5073562115215,71821.90167001274,2316.8662347514623,17045.4799528212,19519.012761804323,0,7.6042855147477875,0.03411655812783445
Pregnant,15,P_nb,1663.019692101493,2.768969349268822,1657.8338085046719,1668.662850795733,4304.286261909747,7.166744198107538,4290.863974953269,4318.892084412485,1484.2366420378437,2.471291102795702,1479.608267225265,1489.2731325560294,71801.32207843156,0,17050.17082229927,19519.012761804323,0,7.60405590257241,0.012660943117121346
Pregnant,15,P_cost,1663.0046664300119,1.3986489692335367,1661.6475374509066,1665.7434421038479,4304.247371936502,3.6200326262515095,4300.7348028141105,4311.335967798193,1484.223231702242,1.2482871125005217,1483.0120009703828,1486.6675751028256,71801.32207843156,0,17045.4799528212,19519.012761804323,0,7.603987198607895,0.006395236929929296
Pregnant,15,Es,1661.6451803096836,149.50243099578023,1310.2187214110918,2009.00358342657,4300.728701978004,386.9474684596665,3391.154337769884,5199.773980633476,1483.0098972337946,133.43016153781605,1169.363564748236,1793.0255105632675,71801.32207843156,0,17045.4799528212,19519.012761804323,0,7.59777103141105,0.6835907285173672
Pregnant,15,E_FnU,1665.8357132282786,70.80079085471777,1554.1078384902503,1788.055054120429,4311.574787179074,183.2491057416225,4022.3967584453544,4627.907198899934,1486.749926613474,63.189346807456026,1387.0333649811566,1595.8300685861843,71801.32207843156,0,17045.4799528212,19519.012761804323,0,7.6169319870665415,0.3237322890177508
Pregnant,16,all,1681.0672604184463,168.77466868185473,1307.500564327913,2055.586286871179,4350.997615200685,436.8285542353887,3384.1191076722453,5320.340977784227,1500.663258655256,152.41351768350103,1164.7969889146725,1837.2453468411454,71821.90167001274,2316.8662347514623,17039.538012401998,19776.601284013846,158.3519891408923,7.584519660170353,0.7324435693446536
Pregnant,16,Hg,1679.5880838696844,7.459617628667007,1665.1601900388896,1694.4031901244816,4347.1691582509475,19.30724562713814,4309.8263742183035,4385.514139145717,1499.0238476727407,6.657670905909704,1486.1470255925183,1512.2462548778333,71821.90167001274,2316.8662347514623,17045.4799528212,19776.71052612296,0,7.5797430805931425,0.03366419757783085
Pregnant,16,P_nb,1679.5378673044606,2.764457382254578,1674.3584625885367,1685.165258768191,4347.039185964486,7.155066165835377,4333.633667876214,4361.604199164729,1498.9790296429262,2.467264195115647,1494.3564371986943,1504.0014479878378,71801.32207843156,0,17050.17082229927,19776.71052612296,0,7.579516460348309,0.012475604534215382
Pregnant,16,P_cost,1679.5229003937209,1.375485268391999,1678.3119413784527,1682.137477905818,4347.000448077866,3.5600795181910563,4343.866201214819,4353.767589873883,1498.9656717509883,1.227613626962434,1497.8848969706273,1501.2991689220287,71801.32207843156,0,17045.4799528212,19776.71052612296,0,7.579448916800455,0.006207370155622611
Pregnant,16,Es,1678.1423077820373,151.74573822427948,1321.5303244524305,2030.7123952402455,4343.427149553508,392.7536754040175,3420.4314279945247,5255.961493562987,1497.7334998460374,135.4323018634543,1179.4591131015602,1812.4005150217197,71801.32207843156,0,17045.4799528212,19776.71052612296,0,7.5732184979280985,0.6848070192692685
Pregnant,16,E_FnU,1682.3820091254286,71.50366062828728,1569.5539965462847,1805.82993299763,4354.400494206991,185.06829809674352,4062.3750498845015,4673.912767758571,1501.5174117955144,63.816654516118454,1400.8189827187934,1611.6940578477834,71801.32207843156,0,17045.4799528212,19776.71052612296,0,7.592351669465796,0.3226858907189007
Pregnant,17,all,1695.0378442004578,170.80694457540702,1316.6630522421428,2073.953101060634,4387.156773224714,442.08856243046523,3407.8337822737817,5367.878614509875,1513.1346443978805,154.23666676087564,1173.3372705766135,1853.8252763866456,71821.90167001274,2316.8662347514623,17039.538012401998,19993.6127092055,160.8774531626892,7.56451117855742,0.7330766819628489
Pregnant,17,Hg,1693.5523829360252,7.460934999594088,1679.1215675232518,1708.367694080704,4383.312049952065,19.310655293067054,4345.961704177827,4421.657561150058,1511.4869137765743,6.658846652781741,1498.6074841992508,1524.7095038448479,71821.90167001274,2316.8662347514623,17045.4799528212,19993.723693553646,0,7.559806952138216,0.033304684784298974
Pregnant,17,P_nb,1693.5021663708012,2.767910660746802,1688.3197899690083,1699.1413850148078,4383.182077665603,7.164004063109366,4369.768868155081,4397.777702391268,1511.4420957467598,2.470346228658402,1506.8168510879586,1516.4750697900924,71801.32207843156,0,17050.17082229927,19993.723693553646,0,7.5595827916441465,0.012355608522562948
Pregnant,17,P_cost,1693.4871701905397,1.388798507053177,1692.1988482319396,1696.1675857994965,4383.143264022573,3.5945373123729265,4379.808783659137,4390.080810304579,1511.4287117319218,1.2394956249561808,1510.278890916944,1513.8209690705444,71801.32207843156,0,17045.4799528212,19993.723693553646,0,7.5595158505628195,0.006199423598895776
Pregnant,17,Es,1692.0888460482204,153.67275233515485,1330.9791596018126,2049.1265051198343,4379.524072124806,397.74124133804787,3444.887236616456,5303.621542663101,1510.180714525795,137.15215218553377,1187.8921505573987,1828.8350147114143,71801.32207843156,0,17045.4799528212,19993.723693553646,0,7.553273905714252,0.6859760307168504
Pregnant,17,E_FnU,1696.3700795128068,72.09810297416227,1582.606042811083,1820.8475511265094,4390.604911680206,186.6068547566553,4096.15681668751,4712.781897033318,1514.0016936828297,64.34719129539837,1412.4678678232792,1625.0972058735583,71801.32207843156,0,17045.4799528212,19993.723693553646,0,7.572384798790495,0.3218369538443963
Pregnant,18,all,1706.832335762852,172.59129407305878,1324.5382240203814,2089.568884866788,4417.683692562676,446.70687877732865,3428.216579817458,5408.295937302274,1523.6634854368822,155.83678734376434,1180.485562040375,1867.7304891437448,71821.90167001274,2316.8662347514623,17039.538012401998,20176.106061540322,164.9326087152984,7.548181904905195,0.733472889806606
Pregnant,18,Hg,1705.3415321181442,7.4660070806945935,1690.8945922049575,1720.1540859660267,4413.825141952844,19.323783032386,4376.433062177536,4452.163516617951,1522.0086696389117,6.66337345944345,1509.1148490267365,1535.2287988337764,71821.90167001274,2316.8662347514623,17045.4799528212,20176.21984341408,0,7.543576950742463,0.03302587655743902
Pregnant,18,P_nb,1705.2913155529204,2.7811484990095674,1700.0945621650462,1710.9666044052199,4413.695169666382,7.198266703318879,4400.24474913306,4428.384152578215,1521.9638516090974,2.482160932178924,1517.3257755631244,1527.0290181304192,71801.32207843156,0,17050.17082229927,20176.21984341408,0,7.543354817804965,0.012302408238226797
Pregnant,18,P_cost,1705.2762670240322,1.4290217343286216,1703.845997828587,1708.0986080467094,4413.656220532789,3.698644488850551,4409.954347321049,4420.961103179718,1521.9504208733758,1.2753946513277752,1520.6739128693273,1524.469345924041,71801.32207843156,0,17045.4799528212,20176.21984341408,0,7.543288250649046,0.006321276538548864
Pregnant,18,Es,1703.863022262407,155.34508035652337,1338.7900959168776,2064.80045361872,4409.998410561524,402.06961974629576,3465.103777667212,5344.1894093660985,1520.6891070901806,138.64469646423993,1194.8633716093832,1842.8239342641723,71801.32207843156,0,17045.4799528212,20176.21984341408,0,7.53703676353707,0.6871688430253515
Pregnant,18,E_FnU,1708.1792949840296,72.60029012123717,1593.61516098141,1833.5131863787303,4421.169939958665,187.9066332549668,4124.65100489306,4745.563541215537,1524.5413586064362,64.79539077757475,1422.2934499631244,1636.401221108806,71801.32207843156,0,17045.4799528212,20176.21984341408,0,7.556129792588857,0.3211473273013788
Pregnant,19,all,1716.8403017986807,174.19230960768013,1331.118807232347,2103.0241957439493,4443.586663478938,450.85068369046627,3445.248677542545,5443.12144780787,1532.5975495514685,157.27177644935233,1185.8804504202512,1880.1480306259127,71821.90167001274,2316.8662347514623,17039.538012401998,20329.408802700098,170.79592354900078,7.535079212910482,0.7336677720846556
Pregnant,19,Hg,1715.3448546945465,7.476191428562505,1700.868321609984,1730.23843226871,4439.716094503532,19.350142520985308,4402.247420637605,4478.26417763666,1530.936584311563,6.672462938270794,1518.0163519440016,1544.2290267712622,71821.90167001274,2316.8662347514623,17045.4799528212,20329.526629492284,0,7.530606158289072,0.032821536181717945
Pregnant,19,P_nb,1715.2946381293227,2.807579742820269,1710.068771257173,1721.0532714143158,4439.586122217071,7.266676981417171,4426.060349136213,4454.49082013117,1530.8917662817485,2.5057506832473004,1526.227706598694,1536.0313172866104,71801.32207843156,0,17050.17082229927,20329.526629492284,0,7.530385700476005,0.012325671565870003
Pregnant,19,P_cost,1715.2795112841995,1.5067144309467533,1713.6093241472147,1718.3351885961156,4439.546970382634,3.8997314683327775,4435.224133086908,4447.4557822487695,1530.8782656491842,1.3447349890802678,1529.3876320989339,1533.6054421547483,71801.32207843156,0,17045.4799528212,20329.526629492284,0,7.530319291489655,0.0066146891346178524
Pregnant,19,Es,1713.8537270818574,156.82289972805802,1345.1952793521225,2078.1767658393733,4435.856705388337,405.8945640020325,3481.681899499611,5378.810452760729,1529.6057604787368,139.96364275932154,1200.5799653446934,1854.762225089907,71801.32207843156,0,17045.4799528212,20329.526629492284,0,7.524059897487823,0.6884746768096146
Pregnant,19,E_FnU,1718.1996409324604,73.02690570444439,1602.9696977807907,1844.249865477797,4447.104953001663,189.01081476444432,4148.862747197341,4773.3525930013575,1533.4844665522974,65.17614302222218,1430.642326619773,1645.9836527590887,71801.32207843156,0,17045.4799528212,20329.526629492284,0,7.543139073035047,0.3205984291226456
Pregnant,20,all,1725.2507951194161,175.51373563504376,1336.677471140798,2114.2795580807665,4465.354999132606,454.2708451730544,3459.635807658535,5472.252973856102,1540.1055547520546,158.45650444569378,1190.6193299330478,1890.3155903584238,71821.90167001274,2316.8662347514623,17039.538012401998,20458.062928901385,177.1589494126957,7.52426013387413,0.7334243417426536
Pregnant,20,Hg,1723.7514161790423,7.486825533302448,1709.2484203111235,1738.701308095569,4461.474253639874,19.37766608619457,4423.937087864085,4500.168091541474,1538.439397806853,6.6819538228257125,1525.4955475393392,1551.7821005315423,71821.90167001274,2316.8662347514623,17045.4799528212,20458.185145347084,0,7.519921180089372,0.03266151799562449
Pregnant,20,P_nb,1723.7011996138185,2.8349796656555175,1718.4457891101865,1729.5163883627195,4461.344281353413,7.337594428755453,4447.742042402835,4476.395358115274,1538.3945797770389,2.5302049754329143,1533.704152552702,1543.584606246646,71801.32207843156,0,17050.17082229927,20458.185145347084,0,7.519702108703051,0.012367690278765381
Pregnant,20,P_cost,1723.6860519651998,1.5647490008200806,1721.932199938898,1726.8698813320666,4461.305075674635,4.049938590357849,4456.765693959501,4469.545575212407,1538.3810605774604,1.3965305483992576,1536.8157565377587,1541.2226121422095,71801.32207843156,0,17045.4799528212,20458.185145347084,0,7.519636026597123,0.006826268011934957
Pregnant,20,Es,1722.2496835346267,158.0856333655285,1350.504158708953,2089.2851151552663,4457.58741620727,409.16281576960324,3495.4225284231725,5407.561474519513,1537.0991090369894,141.09062612744938,1205.3181132493698,1864.67637052397,71801.32207843156,0,17045.4799528212,20458.185145347084,0,7.513369822965847,0.6896536771226669
Pregnant,20,E_FnU,1726.6205074860986,73.38559899825408,1610.854656519953,1853.262327193894,4468.900137022843,189.93919740724584,4169.270875698702,4796.678964501843,1541.0000472492563,65.49627496801581,1437.6796123098973,1654.0272291385668,71801.32207843156,0,17045.4799528212,20458.185145347084,0,7.532437683504562,0.32014704384915577
Pregnant,21,all,1732.3510857891135,176.64079169327573,1341.317518491498,2123.627471546025,4483.732222042411,457.18793144141955,3471.6453419779946,5496.447573413241,1546.4439600998849,159.46697500234157,1194.364400526702,1899.0651939493082,71821.90167001274,2316.8662347514623,17039.538012401998,20565.945461319025,183.49733121375883,7.515480282901362,0.7330824813024751
Pregnant,21,Hg,1730.8483183513613,7.499576507204257,1716.3178398799903,1745.81143820853,4479.84270632117,19.4106686068816,4442.234409101152,4518.570781245607,1544.7733470073001,6.693334002372966,1531.8049686555696,1558.1278556019333,71821.90167001274,2316.8662347514623,17045.4799528212,20566.072050417068,0,7.511270714312085,0.03254551469996056
Pregnant,21,P_nb,1730.7981017861375,2.8675708025587965,1725.51229584256,1736.7123665362305,4479.712734034709,7.42194795956394,4466.031824533684,4495.0202427996555,1544.7285289774857,2.559292399849634,1540.0109739771326,1550.0069802757432,71801.32207843156,0,17050.17082229927,20566.072050417068,0,7.511052792145399,0.012444245034130054
Pregnant,21,P_cost,1730.7829575174233,1.6207282607577034,1729.0022642752815,1734.0645768238728,4479.6735371039185,4.194826086667004,4475.06468400661,4488.167140014729,1544.7150127944549,1.4464917540231048,1543.1257531057279,1547.6438413843896,71801.32207843156,0,17045.4799528212,20566.072050417068,0,7.510987071365088,0.007033388536600851
Pregnant,21,Es,1729.3376717793044,159.18603358020007,1354.858378619873,2099.117824226072,4475.932797546435,412.0109104428708,3506.6922740749646,5433.010839173363,1543.4251026022189,142.07272773892097,1209.2042324396432,1873.4520135080566,71801.32207843156,0,17045.4799528212,20566.072050417068,0,7.504715041445745,0.6908111932635178
Pregnant,21,E_FnU,1733.7294843077702,73.68873480480356,1617.463615671658,1860.859012356846,4487.299841737758,190.72378420066804,4186.376417032527,4816.340973158895,1547.34477301302,65.76682213816139,1443.5780748388024,1660.807232123757,71801.32207843156,0,17045.4799528212,20566.072050417068,0,7.523773957514852,0.31978309701986907
Pregnant,22,all,1738.3425941365829,177.6347514724492,1345.1417378844305,2131.569567787208,4499.239655412332,459.7605332228097,3481.5433215832318,5517.003587213951,1551.792575309455,160.35772526212295,1197.4048422794863,1906.4786023995007,71821.90167001274,2316.8662347514623,17039.538012401998,20656.360966155484,190.40297053268804,7.508337722455553,0.7326493540889712
Pregnant,22,Hg,1736.8369354581355,7.512517679596498,1722.282146855229,1751.8716335214535,4495.34265647988,19.444163406014464,4457.671438919417,4534.255992643762,1550.1181574068553,6.7048839331084364,1537.1280823860054,1563.5365491875043,71821.90167001274,2316.8662347514623,17045.4799528212,20656.492319239176,0,7.504266133137698,0.03245896655388871
Pregnant,22,P_nb,1736.7867188929117,2.9003618442357766,1731.4674763576913,1742.8028265794987,4495.212684193419,7.50681889096319,4481.445232925788,4510.783786441055,1550.0733393770408,2.588558238263169,1545.3259423882032,1555.4426849796744,71801.32207843156,0,17050.17082229927,20656.492319239176,0,7.504049164888095,0.012531451120828586
Pregnant,22,P_cost,1736.771548400601,1.6876364553378729,1734.888415168916,1740.2035126125709,4495.173419389791,4.3680002373450835,4490.299427496018,4504.05615029136,1550.0597997895832,1.506206978394856,1548.3791129296615,1553.1228104452964,71801.32207843156,0,17045.4799528212,20656.492319239176,0,7.503983618486274,0.007291688032590101
Pregnant,22,Es,1735.3188007758051,160.1305085621208,1358.4720338944435,2107.549650950299,4491.4133667138485,414.4554339254892,3516.045264197383,5454.834390694892,1548.7632299013271,142.91566687085836,1212.4294014473735,1880.977376101687,71801.32207843156,0,17045.4799528212,20656.492319239176,0,7.497706803099528,0.6918680319104742
Pregnant,22,E_FnU,1739.7282895118049,73.94472014890768,1623.0892484093215,1867.2942177858665,4502.826161089377,191.38633450305517,4200.936878235891,4832.996798975183,1552.6986762377162,65.9952877596742,1448.5989235296174,1666.5506203362702,71801.32207843156,0,17045.4799528212,20656.492319239176,0,7.516758664739772,0.319489324420328
Pregnant,23,all,1743.393274488894,178.4574102309009,1348.3705276586477,2138.3483119531475,4512.31200455949,461.88976765644935,3489.9001892341475,5534.548572114029,1556.3013165755747,161.09522022606683,1200.0386727860362,1912.5844712576247,71821.90167001274,2316.8662347514623,17039.538012401998,20732.089518398512,196.9015870925538,7.502531409969377,0.7321004468488105
Pregnant,23,Hg,1741.8851164212854,7.526825752941723,1727.2985187645008,1756.9297873562941,4508.408536619798,19.481196066437395,4470.654989743413,4547.347684922173,1554.6236333171717,6.717653816012897,1541.6051688770392,1568.0509258352322,71821.90167001274,2316.8662347514623,17045.4799528212,20732.22535467552,0,7.498585447155453,0.03240199110848433
Pregnant,23,P_nb,1741.8348998560616,2.936288442179998,1736.4798399800982,1747.9192628820044,4508.278564333336,7.599805379759997,4494.418409360254,4524.026327459306,1554.5788152873574,2.620622544744827,1549.799451503536,1560.0090784342433,71801.32207843156,0,17050.17082229927,20732.22535467552,0,7.498369271472199,0.012640334068883855
Pregnant,23,P_cost,1741.819750365331,1.7395450068152907,1739.955270662422,1745.3218788362296,4508.239353886739,4.502351782345455,4503.413641714504,4517.303686399653,1554.5652944437031,1.5525350973605019,1552.9012557636222,1557.690926344708,71801.32207843156,0,17045.4799528212,20732.22535467552,0,7.498304054914772,0.007488511584263558
Pregnant,23,Es,1740.360695897094,160.9554547923487,1361.4129348454703,2114.677455092662,4504.462977616008,416.5905888743142,3523.6570078353348,5473.282824945714,1553.263095729658,143.65192719803937,1215.0541406328741,1887.3389051536947,71801.32207843156,0,17045.4799528212,20732.22535467552,0,7.492023018066254,0.6928919821221367
Pregnant,23,E_FnU,1744.7850571718645,74.16080244356802,1627.814846081827,1872.7381377083493,4515.914265621296,191.945606324529,4213.167836917671,4847.086944656905,1557.2118157314817,66.18814011190655,1452.8164954888518,1671.4092912610015,71801.32207843156,0,17045.4799528212,20732.22535467552,0,7.511069309210939,0.3192524631562517
Pregnant,24,all,1747.6506661354733,179.1841356948816,1351.02014043528,2144.6199331110897,4523.331135880048,463.7707041514583,3496.7580105383718,5550.781003346348,1560.101901398456,161.74640734108254,1202.2945839884958,1917.797016781835,71821.90167001274,2316.8662347514623,17039.538012401998,20795.49603394038,203.53354769409927,7.497802059697503,0.7315382375497994
Pregnant,24,Hg,1746.1403773164272,7.540671569737547,1731.5412423544094,1761.2449495574112,4519.422153054283,19.51703229814424,4481.636156682001,4558.516340030947,1558.4214320876836,6.730011137291118,1545.3917781662074,1571.9021862175678,71821.90167001274,2316.8662347514623,17045.4799528212,20795.63644540061,0,7.493982865969755,0.03236261200738389
Pregnant,24,P_nb,1746.0901607512037,2.970735149213488,1740.7015334784776,1752.2626645242165,4519.292180767821,7.688961562670204,4505.345145473708,4535.268072886207,1558.3766140578693,2.6513660560931744,1553.5672915426576,1563.8855423745545,71801.32207843156,0,17050.17082229927,20795.63644540061,0,7.493767349460165,0.012749626889537099
Pregnant,24,P_cost,1746.0750054482783,1.7983565044947745,1744.1609973460252,1749.6898302018105,4519.252955277897,4.6545697763394065,4514.299051954419,4528.608972287039,1558.363088026861,1.6050240608066908,1556.6548455015238,1561.5893007886343,71801.32207843156,0,17045.4799528212,20795.63644540061,0,7.493702306819879,0.007718080978289427
Pregnant,24,Es,1744.610684709217,161.66215995432452,1363.851348414384,2120.888965990426,4515.462948659149,418.41970811707523,3529.968195896052,5489.359676681102,1557.0561891928103,144.28265797140526,1217.230412377949,1892.882647131415,71801.32207843156,0,17045.4799528212,20795.63644540061,0,7.487417820949576,0.6938121771373648
Pregnant,24,E_FnU,1749.04755538869,74.34310239373784,1631.7690493031694,1877.2922197655976,4526.946613947198,192.41744148967436,4223.402245255262,4858.873980569781,1561.0160737748956,66.35084189299117,1456.3456018121592,1675.473786403373,71801.32207843156,0,17045.4799528212,20795.63644540061,0,7.506459722323848,0.319061366874713
Pregnant,25,all,1751.2055731003632,179.74447040774604,1353.317504349642,2149.7453864493873,4532.532071553881,465.22098223181325,3502.7041289049553,5564.046882574885,1563.2753635404965,162.24897814539662,1204.4550613558265,1921.877917926962,71821.90167001274,2316.8662347514623,17039.538012401998,20848.55522584018,209.24119053313783,7.493834307378942,0.7308542233919791
Pregnant,25,Hg,1749.6934990652633,7.55268113397445,1735.0834578690078,1764.8322459525778,4528.618468168917,19.548115876169163,4490.804243896255,4567.801107171378,1561.5925752306612,6.7407296124721245,1548.5531875504328,1575.1038300590958,71821.90167001274,2316.8662347514623,17045.4799528212,20848.699574825572,0,7.490119801602666,0.03233165497099605
Pregnant,25,P_nb,1749.6432825000397,3.000365802224765,1744.2263547768712,1755.8963879110647,4528.488495882456,7.7656526645817445,4514.468212363667,4544.673004005108,1561.5477572008467,2.6778112636488776,1556.7131766771265,1567.1286220707273,71801.32207843156,0,17050.17082229927,20848.699574825572,0,7.489904833615558,0.012844020578061782
Pregnant,25,P_cost,1749.6281732539044,1.8307167878490422,1747.8043038522426,1753.2439763558,4528.4493895983405,4.738325803844575,4523.728786441099,4537.8079388032475,1561.5342722752898,1.633905449601578,1559.9064780831372,1564.7613582080162,71801.32207843156,0,17045.4799528212,20848.699574825572,0,7.489840153679486,0.00783696577207381
Pregnant,25,Es,1748.1593877438024,162.2553798049797,1365.885291777183,2126.085164134017,4524.647827101606,419.95510067171216,3535.232519893885,5502.808660111573,1560.2233886557262,144.81210367990073,1219.045696515133,1897.52022762468,71801.32207843156,0,17045.4799528212,20848.699574825572,0,7.4835525499137985,0.6945857853636048
Pregnant,25,E_FnU,1752.6067202122772,74.49536308539076,1635.08030591952,1881.0848745181513,4536.158569961188,192.81152798571728,4231.9725564975815,4868.690263458745,1564.192610331444,66.48673378817837,1459.3008815508902,1678.8587115374983,71801.32207843156,0,17045.4799528212,20848.699574825572,0,7.502590771753354,0.31890110723481235
Pregnant,26,all,1754.2355565547286,180.25941811159646,1355.1822499827138,2153.8339734653573,4540.374381671062,466.5537880535438,3507.5305293670235,5574.629107792689,1565.9802441222635,162.71052470002527,1205.9684621338338,1925.2983602626464,71821.90167001274,2316.8662347514623,17039.538012401998,20892.945611738243,214.44511798521256,7.490759468320736,0.7303753125876564
Pregnant,26,Hg,1752.721899250642,7.5664443096204534,1738.079847663813,1767.8826772485506,4536.4566804134265,19.58373821313529,4498.559605718106,4575.696341113896,1564.2954070391127,6.753013176943203,1551.2274502476223,1577.826324522033,71821.90167001274,2316.8662347514623,17045.4799528212,20893.09355075123,0,7.487141160974063,0.03232174862252696
Pregnant,26,P_nb,1752.6716826854183,3.0340466497589844,1747.2231044039038,1758.9947753346949,4536.326708126965,7.852826622905612,4522.2245055159865,4552.6923596898,1564.2505890092984,2.7078712492777965,1559.3877605227538,1569.8939171344134,71801.32207843156,0,17050.17082229927,20893.09355075123,0,7.486926649754337,0.012960604626117861
Pregnant,26,P_cost,1752.6565986835205,1.8773870358803186,1750.869376472718,1756.3217529709118,4536.287667180876,4.859119386984352,4531.6619155764465,4545.77394886589,1564.2371266140954,1.6755584093049485,1562.6420398539472,1567.5082582296172,71801.32207843156,0,17045.4799528212,20893.09355075123,0,7.486862215087587,0.0080196760007553
Pregnant,26,Es,1751.1840725685306,162.78686308839275,1367.5235984298438,2130.6488630901003,4532.47642311855,421.3307044640754,3539.4728429948896,5514.620586821436,1562.922904523638,145.2864498151984,1220.5078768947897,1901.5933058004948,71801.32207843156,0,17045.4799528212,20893.09355075123,0,7.480571992496734,0.6953802674663011
Pregnant,26,E_FnU,1755.6402695675476,74.62545023563715,1637.9369536632694,1884.3939495680593,4544.010109468947,193.14822413929613,4239.3662330108145,4877.2549282938,1566.9000377479126,66.60283591010212,1461.8504251761428,1681.8120442392415,71801.32207843156,0,17045.4799528212,20893.09355075123,0,7.4996076284336235,0.31877919728984966
Pregnant,27,all,1756.7622339256582,180.68544088575288,1356.708455082271,2157.0996070776373,4546.91401721935,467.65643523371335,3511.48070727176,5583.081335965649,1568.235819268084,163.09239531640466,1207.358959419289,1928.1503704073002,71821.90167001274,2316.8662347514623,17039.538012401998,20930.074496958354,219.20218161446832,7.4881586548692125,0.7298735683263089
Pregnant,27,Hg,1755.247264020044,7.577864103971085,1740.6050893073987,1770.4542935494355,4542.992918640114,19.613295327925158,4505.095525266208,4582.352289186774,1566.5492822896945,6.763205285491433,1553.4812156090372,1580.1214790299223,71821.90167001274,2316.8662347514623,17045.4799528212,20930.22571772149,0,7.484626794842958,0.032313102480137475
Pregnant,27,P_nb,1755.1970474548202,3.0617745992942584,1749.7228530930245,1761.5808909021061,4542.862946353653,7.924593080526315,4528.694443299593,4559.385835276039,1566.5044642598803,2.7326183036297627,1561.618773551584,1572.2020121641515,71801.32207843156,0,17050.17082229927,20930.22571772149,0,7.4844126641860855,0.013055847273142738
Pregnant,27,P_cost,1755.1819858089807,1.9155660125807679,1753.43028934271,1758.8835467482104,4542.823963270303,4.957935561973753,4538.290160651721,4552.4044739365445,1566.4910218173459,1.7096329524047422,1564.9276416040414,1569.7946461850156,71801.32207843156,0,17045.4799528212,20930.22571772149,0,7.484348439161876,0.008168248997702913
Pregnant,27,Es,1753.7063325873592,163.22773457977144,1368.9887246613566,2133.9957350052273,4539.004625520224,422.47178361823194,3543.2649344176293,5523.28307883706,1565.1740088000772,145.67992538559722,1221.815494626769,1904.5803720127794,71801.32207843156,0,17045.4799528212,20930.22571772149,0,7.478056041578445,0.6960265376510056
Pregnant,27,E_FnU,1758.169928350542,74.73392640795225,1640.304933996528,1887.1372470471067,4550.557461613167,193.4289859970529,4245.495123285132,4884.355227651336,1569.1577453838509,66.69965034381136,1463.9638356155626,1684.260423328047,71801.32207843156,0,17045.4799528212,20930.22571772149,0,7.497089455921419,0.31867621134796065
Pregnant,28,all,1758.8977607872268,181.06059396048144,1357.8354148191354,2159.89218585241,4552.441263213998,468.62741966242254,3514.3975442377623,5590.309186912121,1570.1422192878408,163.42854437450842,1208.5068075959782,1931.04055703736,71821.90167001274,2316.8662347514623,17039.538012401998,20961.125798095894,223.7251370416197,7.486076117437632,0.7294142045133599
Pregnant,28,Hg,1757.381659762137,7.5888955790340855,1742.714962321702,1772.5847135656973,4548.517237031413,19.6418473810294,4510.556373067934,4587.866317464158,1568.4542196660045,6.773050821044621,1555.3642665751495,1582.022868091089,71821.90167001274,2316.8662347514623,17045.4799528212,20961.280139105216,0,7.48262610516763,0.03231220028593991
Pregnant,28,P_nb,1757.3314431969131,3.0883759171823963,1751.8329961242905,1763.7887565655265,4548.387264744952,7.993443550354438,4534.155989968751,4565.100311110774,1568.4094016361903,2.7563598449498063,1563.502065506466,1574.1725210726806,71801.32207843156,0,17050.17082229927,20961.280139105216,0,7.482412291748235,0.01314976865276258
Pregnant,28,P_cost,1757.3163933454355,1.9545245764506183,1755.5685920360313,1761.0696601233954,4548.348312188185,5.058769491989835,4543.824591152081,4558.0626497311405,1568.3959697200642,1.744403273099944,1566.8360659145108,1571.7457412866004,71801.32207843156,0,17045.4799528212,20961.280139105216,0,7.482348212092617,0.008322026429319064
