phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Hg,sd_Hg,P_nb,mass,mass_sd,pctbodywt,pctbodywt_sd
Pregnant,10,P_cost,1523.3304432930654,1.8434149726126943,1521.0002676134031,1527.1936453473834,3942.737617934993,4.771191693821096,3936.7065749993963,3952.7364938402866,1359.5646958396528,1.6452385151107212,1357.4850258618608,1363.0125840828575,71801.32207843156,0,17045.4799528212,17333.639791155583,0,7.843503800819519,0.009491592850280629
Pregnant,10,Es,1522.1479986469624,131.29148289719373,1213.1742924109683,1827.9999070334002,3939.6771729686084,339.8132498515603,3139.9805215342712,4731.293877027623,1358.5093699891754,117.17698270743458,1082.751903977335,1631.4806472509044,71801.32207843156,0,17045.4799528212,17333.639791155583,0,7.8374154900942905,0.6760091020653587
Pregnant,10,E_FnU,1525.9239725182304,64.86346252193253,1423.62157793249,1637.8263839505196,3949.45028181189,167.88190299794303,3684.667613472326,4239.080052577816,1361.8794075213414,57.89031137860105,1270.5750391283884,1461.7517422682124,71801.32207843156,0,17045.4799528212,17333.639791155583,0,7.85685767057554,0.3339766608519195
Pregnant,11,all,1562.5869188975225,152.8876304748075,1226.40045874609,1900.328362453478,4044.3426136171174,395.7091612289135,3174.212952048704,4918.496938114884,1394.897679873752,138.14899339584525,1092.5495402694557,1699.0326172812568,71821.90167001274,2316.8662347514623,17039.538012401998,17922.71301168778,183.4851138335488,7.778488238898705,0.7212261503985203
Pregnant,11,Hg,1561.1610871989778,7.514546017819448,1546.613227336481,1576.181891395695,4040.652225691472,19.449413222591513,4002.9989413414805,4079.5296012594454,1393.3283536867145,6.706694214686729,1380.3444625315449,1406.734345261878,71821.90167001274,2316.8662347514623,17045.4799528212,17922.83959235743,0,7.774037961489376,0.03741981944393769
Pregnant,11,P_nb,1561.1108706337538,2.9053646677267646,1555.7758686663913,1567.1337479158292,4040.52225340501,7.519767375292798,4026.714013018895,4056.1108769586167,1393.2835356568999,2.593023232859586,1388.5220734547913,1398.6589230891782,71801.32207843156,0,17050.17082229927,17922.83959235743,0,7.773787900501085,0.014467703175591052
Pregnant,11,P_cost,1561.0955184093486,1.7888886589912882,1558.7227667724587,1564.8794972448813,4040.4825182359614,4.630064764448041,4034.341278705187,4050.276345810281,1393.2698338744694,1.59657405670622,1391.152165070754,1396.6470157966487,71801.32207843156,0,17045.4799528212,17922.83959235743,0,7.773711451775648,0.008908041878514737
Pregnant,11,Es,1559.8657210198178,136.19283325618403,1239.094282178714,1877.219124393677,4037.299513227764,352.4990978395351,3207.067553874318,4858.68479254834,1392.1722459406083,121.55141304811556,1105.8853634049374,1675.4085491546,71801.32207843156,0,17045.4799528212,17922.83959235743,0,7.767587489508367,0.6781928300019318
Pregnant,11,E_FnU,1563.753378868554,66.46869197717373,1458.895377213992,1678.4061739397416,4047.361686483316,172.03661452915554,3775.9645057303333,4344.110097255802,1395.641960856316,59.32297052729502,1302.0567261139079,1497.9689990537247,71801.32207843156,0,17045.4799528212,17922.83959235743,0,7.786946670277843,0.3309909136975774
Pregnant,12,all,1594.7151174949606,157.23491270281951,1248.1945782724722,1943.895325853002,4127.497951163427,406.9609505249446,3230.621261411104,5031.258490443064,1423.578042185737,142.05159981028493,1111.7799247863416,1736.6850165655355,71821.90167001274,2316.8662347514623,17039.538012401998,18425.059579402703,174.82702735686323,7.722210915094065,0.7251439994646257
Pregnant,12,Hg,1593.2746319717721,7.49758533047779,1578.7548082153796,1608.2471848619582,4123.769635691646,19.405514973001345,4086.188915380983,4162.522125525069,1421.9895295488434,6.691556887241844,1409.030660476201,1435.35245707761,71821.90167001274,2316.8662347514623,17045.4799528212,18425.18018712795,0,7.717642460518579,0.036317456976169185
Pregnant,12,P_nb,1593.2244154065481,2.8624122663987874,1587.9366103001548,1599.1234989816555,4123.6396634051835,7.408596454208628,4109.9535796004,4138.907879717226,1421.9447115190287,2.5546884324857344,1417.2253722760001,1427.2096136955952,71801.32207843156,0,17050.17082229927,18425.18018712795,0,7.71739921714533,0.013865201895124316
Pregnant,12,P_cost,1593.2090852331917,1.7059514836969816,1590.9397554299842,1596.8185723625,4123.599985309437,4.415403840156893,4117.726425818783,4132.942187291176,1421.9310294170473,1.5225530483299632,1419.9056640754425,1425.1524783762677,71801.32207843156,0,17045.4799528212,18425.18018712795,0,7.717324959516136,0.00826343641075291
Pregnant,12,Es,1591.9387143757604,140.369722075525,1261.2224056500443,1918.8994232421471,4120.311966619615,363.3098689013588,3264.340344035409,4966.563213097322,1420.7972298688328,125.2792651383996,1125.6346013915202,1712.608004516318,71801.32207843156,0,17045.4799528212,18425.18018712795,0,7.711171426488511,0.6799350881025369
Pregnant,12,E_FnU,1595.921600715576,67.83369491737474,1488.9215522613051,1712.9501482479063,4130.620613616785,175.56956331555816,3853.679311735142,4433.518030759287,1424.3519357299258,60.54122872950281,1328.8549350810836,1528.7993209514784,71801.32207843156,0,17045.4799528212,18425.18018712795,0,7.730464078310589,0.32857876077541776
Pregnant,13,all,1621.9454304309875,160.8713289356472,1267.0286115427518,1979.9224332199094,4197.976408174321,416.3728513628516,3279.368171051828,5124.505121275059,1447.8861112339064,145.31665344045254,1128.5076077367492,1768.2846185752799,71821.90167001274,2316.8662347514623,17039.538012401998,18851.837041937702,167.12744187624094,7.67646742363761,0.7281425093254537
Pregnant,13,Hg,1620.4927221442233,7.480963423469413,1606.0074547294855,1635.4038455025216,4194.21645731446,19.362493566626718,4156.725176946904,4232.80995306535,1446.2815370049864,6.676721919526454,1433.3535092920358,1459.5896389880518,71821.90167001274,2316.8662347514623,17045.4799528212,18851.95233795855,0,7.671786513553227,0.0354166072554874
Pregnant,13,P_nb,1620.4425055789993,2.8198352975079346,1615.1994210347443,1626.2122220732156,4194.086485027999,7.29839724060877,4180.516148560514,4209.019868895382,1446.236718975172,2.5166887036581964,1441.5572926070738,1451.3861616880629,71801.32207843156,0,17050.17082229927,18851.95233795855,0,7.6715487767448,0.01334975104191637
Pregnant,13,P_cost,1620.4272367935034,1.5979620149561813,1618.366414441403,1623.7861084583203,4194.046965818479,4.13590168576894,4188.713072671867,4202.7405160097705,1446.2230916615447,1.4261729950927384,1444.3838181627127,1449.220867589576,71801.32207843156,0,17045.4799528212,18851.95233795855,0,7.67147649079063,0.007565120946232862
Pregnant,13,Es,1619.1222348098008,143.9001594259931,1280.4227302857284,1953.7279117395585,4190.669313625367,372.44747145551156,3314.0353019160034,5056.707536267092,1445.0583840087472,128.43016257086606,1142.7707937641394,1743.6922538852043,71801.32207843156,0,17045.4799528212,18851.95233795855,0,7.6652983102397885,0.6812565630789917
Pregnant,13,E_FnU,1623.1860344310487,68.99048965583262,1514.3247784922073,1742.2084616684567,4201.187383233303,178.5636202856844,3919.428838450419,4509.24543020071,1448.6853045632079,61.57366216747739,1351.5271856725583,1554.9122173105898,71801.32207843156,0,17045.4799528212,18851.95233795855,0,7.684537275464403,0.3266168992136605
Pregnant,14,all,1645.0120140827457,163.9423448641131,1283.1715161592563,2009.0537208008413,4257.6781540965185,424.32136317770454,3321.149806529839,5199.903747955119,1468.477285393791,148.0742993987765,1142.2900371094984,1794.944312891839,71821.90167001274,2316.8662347514623,17039.538012401998,19213.364061860626,161.23821367143137,7.639298835689155,0.7303823181685757
Pregnant,14,Hg,1643.5489940771697,7.469475109002293,1629.0921377830712,1658.3852178225343,4253.891514082086,19.332759105652993,4216.473768379714,4292.291152011265,1466.8591427869262,6.6664686571217215,1453.956471855074,1480.1003972452636,71821.90167001274,2316.8662347514623,17045.4799528212,19213.47529508622,0,7.63453316101575,0.03469683935225736
Pregnant,14,P_nb,1643.4987775119457,2.7901264476627,1638.287266367332,1649.2050833053934,4253.761541795624,7.221503746891695,4240.2729247154475,4268.530803849253,1466.8143247571118,2.4901737058247213,1462.1630774880853,1471.9071737411218,71801.32207843156,0,17050.17082229927,19213.47529508622,0,7.634299897490406,0.012960558501676033
