phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Hg,sd_Hg,P_nb,GERcalf_0to6m,mass,mass_sd,pctbodywt,pctbodywt_sd
Pregnant,30,P_nb,2082.5330743873565,2.3938753216721764,2077.86650778445,2087.2355804600043,5390.085604296687,6.195912597269162,5378.007431912693,5402.256796484717,1858.650208378168,2.1365215852652284,1854.4853213492045,1862.8471712016262,71801.32207843156,0,17050.17082229927,100760.936763343,21008.94570532589,0,8.846946602879694,0.010169580212316938
Pregnant,30,P_cost,2082.5180730970405,0.25471631700186026,2082.01164216572,2083.017982994996,5390.046777427634,0.6592657616518763,5388.736015017156,5391.340661869401,1858.6368198026325,0.22733302125926858,1858.1848327645366,1859.082986851518,71801.32207843156,0,17045.4799528212,100760.936763343,21008.94570532589,0,8.846882874905319,0.001082077246749399
Pregnant,30,Es,2082.354791961916,236.93902007076986,1611.268958069755,2547.3747119243003,5389.624167430841,613.2539343008161,4170.343185592307,6593.205136745247,1858.4910922175316,211.46687389683314,1438.0493743421748,2273.519012670775,71801.32207843156,0,17045.4799528212,100760.936763343,21008.94570532589,0,8.846189229507093,1.0065563349198672
Pregnant,30,E_FnU,2086.0633773162895,88.64818441145073,1946.1102770032073,2239.2951428250603,5399.2228589362785,229.4423596531666,5036.991305184771,5795.822722606037,1861.800985840096,79.11805505281608,1736.89355351199,1998.559559519323,71801.32207843156,0,17045.4799528212,100760.936763343,21008.94570532589,0,8.861943916434221,0.3765922201072622
Pregnant,31,all,2087.381191798348,255.37798366836964,1590.3928106586027,2595.1620165352465,5402.633672889842,660.9783106710743,4116.31080405756,6716.88992515005,1863.3986181067157,229.93658300112136,1419.4986816862777,2322.899692286387,71821.90167001274,2316.8662347514623,17039.538012401998,100761.62710366643,21026.92667925406,234.34381977326342,8.85172401610823,1.002494369827803
Pregnant,31,Hg,2083.9237383723016,7.32249350435349,2069.7048845328122,2098.363963808899,5393.684969904781,18.952336128914926,5356.883230555514,5431.059671034796,1859.891368932683,6.535288320315491,1847.2011139846602,1872.7791969085506,71821.90167001274,2316.8662347514623,17045.4799528212,100760.936763343,21027.088345762124,0,8.84521593455678,0.03108032939630768
Pregnant,31,GER_calf,2083.8586962376216,0,2083.8586962376216,2083.8586962376216,5393.516625556197,0,5393.516625556197,5393.516625556197,1859.8333191573095,0,1859.8333191573095,1859.8333191573095,71801.32207843156,0,17045.4799528212,100760.936763343,21027.088345762124,0,8.844939863165349,0
Pregnant,31,P_nb,2083.873521807078,2.393875321672173,2079.206955204171,2088.576027879725,5393.554997618319,6.1959125972691576,5381.476825234326,5405.726189806349,1859.8465509028686,2.136521585265227,1855.6816638739056,1864.043513726327,71801.32207843156,0,17050.17082229927,100760.936763343,21027.088345762124,0,8.84500279030648,0.01016080567186958
Pregnant,31,P_cost,2083.8585364675682,0.23159481268302942,2083.3980760696772,2084.3130677694426,5393.516212033706,0.5994218681207851,5392.32443218034,5394.6926459914985,1859.8331765633473,0.20669719590371838,1859.4222179932208,1860.2388434453442,71801.32207843156,0,17045.4799528212,100760.936763343,21027.088345762124,0,8.844939185021234,9.830043632521209e-4
Pregnant,31,Es,2083.694935661582,237.37927772781165,1611.7337746686626,2549.5789116176948,5393.092774653506,614.3934247072772,4171.546240318891,6598.910124186975,1859.6871636736228,211.85980162319905,1438.464220799618,2275.486249719647,71801.32207843156,0,17045.4799528212,100760.936763343,21027.088345762124,0,8.84424478127249,1.0075565296509446
