Lifestage,age_yrs,mean_GER,GER_sd,GER_foraging,sd_foraging,FR_foraging,FR_sd_foraging,pctbodywt,pctbodywt_sd
Lactating (birth to 9.6 mths),24,2290.291279323124,179.6665019667293,5639.120544888028,442.3721434979133,1944.932477607065,155.36618534652018,9.80059582396131,0.7264100328472494
Lactating (birth to 9.6 mths),25,2293.8505005909865,180.0969566917218,5647.884005656799,443.4320026107099,1947.9550257621768,155.73430280067933,9.79028915355639,0.7249584302331951
Lactating (birth to 9.6 mths),26,2296.836435758436,180.48912032012427,5655.235930060687,444.3975819646758,1950.4907446927475,156.06923592030805,9.78173539587064,0.7237635902023332
Lactating (birth to 9.6 mths),27,2299.332205392303,180.81467401576,5661.380976302057,445.1991553497283,1952.6102034542896,156.34730770384027,9.77459753273514,0.7226630127558079
Lactating (birth to 9.6 mths),28,2301.421986153645,181.10143350891755,5666.526402882504,445.9052102362424,1954.3848941747665,156.59204910538708,9.76865114054176,0.7216656261716441
Lactating (birth to 9.6 mths),29,2303.1700893496413,181.32461218778272,5670.830556129789,446.45471740353224,1955.8694206493608,156.78280210553254,9.763699217586874,0.7207633825892128
Lactating (birth to 9.6 mths),30,2304.630329436167,181.5209505567306,5674.425937183168,446.9381387657317,1957.109489808682,156.9504399110003,9.759559397355464,0.7199664352319602
Pregnant (with first 6 mths lactation),8,1780.1588728990955,157.6065708784234,4607.47002397413,407.92288933239007,1589.1304772398926,142.89002926131235,10.02279891043704,0.8232262579852883
Pregnant (with first 6 mths lactation),9,1833.896784383696,165.5451424370429,4746.556383110742,428.4697804252875,1637.1023422793417,150.00787417422114,9.8296439886633,0.8281610907826419
Pregnant (with first 6 mths lactation),10,1879.9395908985728,172.52682343380107,4865.725999972777,446.54001359336746,1678.2048171357787,156.26613823642964,9.676592796024622,0.8339900510207149
Pregnant (with first 6 mths lactation),11,1919.1388253892417,178.4133200190097,4967.182842183919,461.7756518139075,1713.197980666018,161.54374578632593,9.553834842200043,0.8391273484252131
Pregnant (with first 6 mths lactation),12,1952.4533771984663,183.36433248568272,5053.408740984266,474.59003702176705,1742.937866264714,165.98367992035253,9.454910044305809,0.8433820685930931
Pregnant (with first 6 mths lactation),13,1980.6679718361024,187.49824532634352,5126.434750634618,485.2895761387714,1768.1249985456002,169.69181270038203,9.374612996175946,0.84660536945532
Pregnant (with first 6 mths lactation),14,2004.5421856710616,190.9771510283889,5188.226833501571,494.2938026617125,1789.4374768232803,172.81289342312874,9.30925437896196,0.8489333914656982
Pregnant (with first 6 mths lactation),15,2024.6989103188353,193.84157092766904,5240.39717964875,501.70759534220224,1807.431339651968,175.38380594448557,9.255762197832173,0.8497328784940682
Pregnant (with first 6 mths lactation),16,2041.7231303462013,196.40836869336468,5284.459866778403,508.3510719122379,1822.628873664006,177.68584014913432,9.21200014551872,0.8506067665579251
Pregnant (with first 6 mths lactation),17,2056.068766912064,198.72184209707905,5321.589749654753,514.338885427734,1835.4352810846672,179.75892018497416,9.175991307997334,0.8510941730494018
Pregnant (with first 6 mths lactation),18,2068.156905096234,200.74499147425485,5352.876695543194,519.5752720510126,1846.2264388568376,181.5711574724265,9.146372034746824,0.8512741805486129
Pregnant (with first 6 mths lactation),19,2078.355408586249,202.55096670974987,5379.272822223233,524.2495608958233,1855.3307467778184,183.1879602863999,9.12203687706229,0.8511763985097074
Pregnant (with first 6 mths lactation),20,2086.92345086117,204.0289483423647,5401.448931640674,528.0749251214147,1862.979518134765,184.51165473392405,9.101908333992665,0.8505534591414217
Pregnant (with first 6 mths lactation),21,2094.133668630259,205.27979997723324,5420.110671748906,531.312423470486,1869.4161558283092,185.6319842981554,9.085313895494068,0.8498182690923499
Pregnant (with first 6 mths lactation),22,2100.188504723828,206.3841857471335,5435.782012226378,534.1708336984632,1874.8213905795535,186.62059929978153,9.071556322487076,0.8490011747834515
Pregnant (with first 6 mths lactation),23,2105.2817234659537,207.2862169649052,5448.964460735409,536.5055027326958,1879.368175015143,187.42846772413503,9.060208245276767,0.848049235928609
Pregnant (with first 6 mths lactation),24,2109.5555885743697,208.08516078050505,5460.02622925131,538.5733573142483,1883.1835258796923,188.14359364054584,9.050784827773354,0.8471131583613878
Pregnant (with first 6 mths lactation),25,2113.1311758165443,208.69103807268175,5469.2806903487035,540.1415103057645,1886.37549563835,188.68658326648523,9.04294128541856,0.8460548099857713
Pregnant (with first 6 mths lactation),26,2116.146965137287,209.24615340610632,5477.086262708272,541.5782794040399,1889.0677453475396,189.18365996327245,9.036503754794577,0.8452535611029077
Pregnant (with first 6 mths lactation),27,2118.6659763814287,209.70573760670288,5483.606056516639,542.7677914526428,1891.316510648972,189.5952336111797,9.03111843322911,0.8444627765343122
Pregnant (with first 6 mths lactation),28,2120.7809397639467,210.11000850709317,5489.0800793890385,543.8141396654175,1893.204582685613,189.95710560190443,9.026653404445607,0.8437397594020555
Pregnant (with first 6 mths lactation),29,2122.5527791943377,210.4237932023524,5493.666016738286,544.6262882884415,1894.786335131604,190.23826320496667,9.022947573958382,0.8430304624355556
Pregnant (with first 6 mths lactation),30,2124.0313174349767,210.6993244078566,5497.49282159641,545.3394278791583,1896.1062556064437,190.48498059048245,9.019837983565624,0.8424035090054139
Lactating (last 3.6 mths),8,1525.2561246894,135.18904424362304,3755.462559109195,332.86041986034917,1295.2619627446977,116.49428469497173,8.615291757983664,0.7026650246008089
Lactating (last 3.6 mths),9,1579.6272943699091,140.83919692903285,3889.3344306754902,346.77214033787084,1341.434295539111,121.34096811842862,8.483857381686551,0.7012025749063926
Lactating (last 3.6 mths),10,1626.2356727435747,145.68039035960243,4004.0928749064487,358.6920535744832,1381.0143998223737,125.49364684905127,8.379700869249753,0.7009926403382459
Lactating (last 3.6 mths),11,1665.9815428953038,149.7389262039822,4101.954555196,368.68491914089736,1414.7667740891234,128.9758357144052,8.296258961180792,0.7011676633745221
Lactating (last 3.6 mths),12,1699.7730571791874,153.17827434694016,4185.155510533629,377.15323011473504,1443.462669954124,131.926881243967,8.22899469958877,0.7015250606492996
Lactating (last 3.6 mths),13,1728.409539560416,156.0699844748086,4255.663824295814,384.27315505141945,1467.7808750952602,134.4083308071369,8.174397804849338,0.7017274238711313
Lactating (last 3.6 mths),14,1752.6300558959472,158.5279550169833,4315.299213256408,390.32513294097566,1488.349030457124,136.5174103876851,8.129900133307018,0.7017264286775471
Lactating (last 3.6 mths),15,1773.072328272032,160.60652580666826,4365.631867089962,395.4429584987714,1505.708688488389,138.3009031604741,8.093432117948575,0.7010303748842238
Lactating (last 3.6 mths),16,1790.3071034515406,162.41273353374072,4408.0670698428685,399.8901758435801,1520.3445514496116,139.8499267797785,8.063509276317962,0.7003126005607596
Lactating (last 3.6 mths),17,1804.8130393922856,163.96488649350778,4443.783365898653,403.7118633831746,1532.6630834023897,141.1806227355854,8.038830890691163,0.6991039104637458
Lactating (last 3.6 mths),18,1817.0123654627555,165.3113226567869,4473.820362021743,407.0270381381392,1543.022846879753,142.33440423002543,8.018463897389587,0.6978051418399372
Lactating (last 3.6 mths),19,1827.2702357861983,166.5079820678123,4499.077135171059,409.97343483923527,1551.7339402907778,143.35899124578526,8.001640300606343,0.6964075603187592
Lactating (last 3.6 mths),20,1835.8780058533696,167.5205574386898,4520.271056428884,412.4665826011438,1559.0437566633857,144.22589452135344,7.98769237822395,0.6949496806988281
Lactating (last 3.6 mths),21,1843.102294311248,168.39164196780766,4538.058590194921,414.6113537526693,1565.1787173488142,144.97144576435988,7.976143673956099,0.6936001668769628
Lactating (last 3.6 mths),22,1849.1589619827216,169.15674913385138,4552.971225722164,416.4951890438526,1570.3221319178745,145.6258282842035,7.966541004549616,0.6922518203806651
Lactating (last 3.6 mths),23,1854.2379945708528,169.797592825692,4565.476742934957,418.07306468846855,1574.6353294514588,146.17402869406078,7.95858015337506,0.6909750343867908
Lactating (last 3.6 mths),24,1858.4926930092267,170.3641772736614,4575.952597073138,419.46810034607387,1578.2484994531712,146.65831593002926,7.951949227615809,0.6897609503821487
Lactating (last 3.6 mths),25,1862.051914277089,170.80168014527388,4584.716057841909,420.5453132988676,1581.2710476082827,147.03277617018324,7.946428049273594,0.6885831147394385
Lactating (last 3.6 mths),26,1865.0378494445383,171.20135880738732,4592.067982245796,421.5293960551637,1583.8067665388537,147.37446291574577,7.94185791633851,0.6876368427908042
Lactating (last 3.6 mths),27,1867.5336190784055,171.53305074072958,4598.213028487167,422.3460829162501,1585.926225300396,147.65805225470004,7.938037874140511,0.686751301960664
Lactating (last 3.6 mths),28,1869.6233998397477,171.82567216594188,4603.358455067614,423.06657096320146,1587.700916020873,147.9080604920456,7.934855814485124,0.6859509830186292
Lactating (last 3.6 mths),29,1871.371503035744,172.05286645925295,4607.6626083148985,423.6259653156396,1589.1854424954668,148.10241886843417,7.9322082219710675,0.685207140128638
Lactating (last 3.6 mths),30,1872.8317431222697,172.25306861788928,4611.257989368278,424.118900042366,1590.425511654788,148.2735278152092,7.929989638889166,0.6845533443440268
