phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,GERcalf7to9.6mths,mass,mass_sd,pctbodywt,pctbodywt_sd
Lactating,19,GERcalf,1467.0988472087738,1.207285204066334,1466.2711608209563,1469.1851042856626,4499.925035556324,3.703017642724484,4497.386333610497,4506.324059363587,1551.6982881228703,1.2769026354222481,1550.822873658792,1553.9048480564095,78807.66401545325,19384.1694975783,0,8.004976887540767,0.006587347658003299
Lactating,19,E_FnU,1469.5962134382478,62.46024196367573,1371.0321397159867,1577.4189241370848,4507.585024411433,191.5797337541314,4205.2666470280265,4838.301742101142,1554.339663590149,66.06197715659705,1450.0919472510434,1668.3799110693592,78807.66401545325,19384.1694975783,0,8.018603344261592,0.3408037531081757
Lactating,20,all,1475.6432701903116,134.87716951919236,1181.7990800517443,1771.2891148874226,4526.132719491292,413.6988812983631,3624.8459178057706,5432.945604486631,1561.065593324559,144.65216683893195,1248.5180306244101,1876.71177966522,78807.66401545325,19509.264751435097,176.86173522014784,7.998035450966,0.6969709723937565
Lactating,20,P_cost,1474.1843348465102,1.7875236642053902,1471.036217531692,1477.9880620046088,4521.65783377291,5.482740650714008,4512.0018436896435,4533.324727997329,1559.1923564734172,1.8906002243841424,1555.8627047205669,1563.2154234473549,78807.66401545325,19509.264751435097,0,7.992061086560032,0.009690781525967408
Lactating,20,Es,1473.1158489748873,117.76511786623722,1196.4234211206674,1746.6776638142749,4518.380545175075,361.2123363124083,3669.702089991963,5357.456699934542,1558.0622569569223,124.5559780387615,1265.414513790332,1847.3988620463936,78807.66401545325,19509.264751435097,0,7.986268456592202,0.6384452701099316
Lactating,20,GERcalf,1474.1852249742547,1.2504857354558476,1473.3316482671464,1476.346403421187,4521.660563996664,3.835523474297523,4519.042450567297,4528.289388644817,1559.193297929884,1.322594301481936,1558.2905001956199,1561.4790995326957,78807.66401545325,19509.264751435097,0,7.992065912249154,0.006779313922553836
Lactating,20,E_FnU,1476.6946498225848,62.762579529150976,1377.6730267348482,1585.0263779512582,4529.357539371794,192.5070716650429,4225.635754270752,4861.635529010162,1561.847427369584,66.3817488500148,1457.1157773347425,1676.4260444862628,78807.66401545325,19509.264751435097,0,8.005670368765152,0.3402575632438007
Lactating,21,all,1481.6295052972898,135.60143966027977,1186.0796795022611,1778.998720682249,4544.493860785805,415.92038215127826,3637.9754875489525,5456.592714697655,1567.3983964552556,145.42439107783053,1253.11805757975,1885.0555608591533,78807.66401545325,19614.163674665208,183.2122725693365,7.987438576011032,0.6957330947119273
Lactating,21,P_cost,1480.1669472986396,1.6951008019888436,1477.3494656988357,1483.8161668251903,4540.007863563053,5.199258762402756,4531.366008235924,4551.200847825165,1565.5199529527772,1.7928478491043998,1562.5400028399736,1569.3796026983327,78807.66401545325,19614.163674665208,0,7.981578918783541,0.009140577588939705
Lactating,21,Es,1479.091681135931,118.58488997590399,1200.3721435266832,1754.754479039334,4536.709778274074,363.7267633714702,3681.8137175398274,5382.2301247845135,1564.3826821634739,125.42302185223112,1269.5909370826994,1855.9414223394874,78807.66401545325,19614.163674665208,0,7.975780706796698,0.6394512859818478
Lactating,21,GERcalf,1480.1677066427437,1.3005438653771166,1479.2844441546479,1482.415711918927,4540.01019264371,3.989063116492849,4537.301026188627,4546.905334877381,1565.520756084038,1.3755390056872292,1564.586560754699,1567.8983913370282,78807.66401545325,19614.163674665208,0,7.981583013433071,0.007012988310400834
Lactating,21,E_FnU,1482.6873101236451,63.0180824460955,1383.2677412511543,1591.4316462684283,4547.738388194374,193.2907570825618,4242.796013081273,4881.281940235096,1568.1856511015083,66.65198520088339,1463.0331079590592,1683.2006690465846,78807.66401545325,19614.163674665208,0,7.9951695984217155,0.33981558585123345
Lactating,22,all,1486.680496492413,136.2348322564857,1189.5446518982183,1785.4346224387607,4559.98639680446,417.86314095476706,3648.60334405756,5476.333085631492,1572.7418219557126,146.09936943041546,1256.9414049958646,1892.372398581847,78807.66401545325,19702.079708881447,190.13030411803248,7.978799494848831,0.6944682022947516
Lactating,22,P_cost,1485.214843986431,1.6471655321676224,1482.6381965139146,1488.767988677875,4555.490908025608,5.0522304137914436,4547.587745609906,4566.389208969953,1570.8589338019337,1.7421484185487728,1568.1337053827262,1574.6169686103285,78807.66401545325,19702.079708881447,0,7.973061509307622,0.008842459498138335
Lactating,22,Es,1484.1338921820034,119.28850935279931,1203.659922397907,1761.5436632570013,4552.175383583455,365.88492364514076,3691.898081304504,5403.054093183239,1569.7156495115364,126.16721505004854,1273.0683038981051,1863.1221010976685,78807.66401545325,19702.079708881447,0,7.9672586483544094,0.6403751122434753
Lactating,22,GERcalf,1485.2155051499326,1.3496059980105832,1484.3032659492626,1487.5486078146625,4555.492935964079,4.139547809023924,4552.694891356982,4562.649091196234,1570.8596330910616,1.4274302789737672,1569.8947901230974,1573.3272728262875,78807.66401545325,19702.079708881447,0,7.973065058623929,0.007245074124485894
Lactating,22,E_FnU,1487.7436962200327,63.23381981835672,1387.9657594089085,1596.8309641682408,4563.24747159926,193.95247255210256,4257.205900707997,4897.8428732891425,1573.5336108962965,66.88016294900088,1468.0020347268955,1688.9113356169457,78807.66401545325,19702.079708881447,0,7.986637117232693,0.3394573767704947
Lactating,23,all,1490.9386132951688,136.77681896158114,1192.417115316831,1790.6692803790659,4573.047007165854,419.52553715106825,3657.4138410978435,5492.388969229906,1577.246477380729,146.67689052142583,1260.1294951518216,1898.1750727015533,78807.66401545325,19775.715279992397,196.6398533343209,7.971759289042962,0.693315371939023
Lactating,23,P_cost,1489.4703288139226,1.6175193573168603,1487.1148475261468,1492.9399214227278,4568.5434455216955,4.961298869081126,4561.318649975156,4579.185473271391,1575.3598088005847,1.7107927134762506,1572.868499991433,1579.0294735418593,78807.66401545325,19775.715279992397,0,7.966133141057187,0.00865097767263621
Lactating,23,Es,1488.3845893569548,119.90309345695174,1206.355322744982,1767.4833289574276,4565.213236262929,367.7699925360285,3700.165485730408,5421.27239554169,1574.2114607803203,126.81723880552707,1275.9191330104854,1869.4042743247205,78807.66401545325,19775.715279992397,0,7.960326281461944,0.6412776327429802
Lactating,23,GERcalf,1489.4708954331772,1.40201912767738,1488.5278619742255,1491.8949080873883,4568.54518347151,4.300310769766955,4565.65268588733,4575.98018026804,1575.3604080936243,1.4828657826782867,1574.3629951335622,1577.9242000924278,78807.66401545325,19775.715279992397,0,7.966136171506561,0.007498417941820231
Lactating,23,E_FnU,1492.006324761794,63.415931165671516,1391.9669035286522,1601.435538904718,4576.321920487856,194.51104937369834,4269.478317545866,4911.966148741361,1578.0420415475367,67.07277564610288,1472.2339026020231,1693.7814306004698,78807.66401545325,19775.715279992397,0,7.97969640645101,0.3391673812879079
Lactating,24,all,1494.5275503922155,137.25229714580456,1194.9828607248442,1795.5869744528989,4584.055091539148,420.98393662368625,3665.2835644081356,5507.472652733681,1581.0432177020323,147.1832535315577,1262.833625535664,1903.1827440917514,78807.66401545325,19837.37016881875,203.2823139490876,7.966011359402672,0.6921921018932852
Lactating,24,P_cost,1493.0570168141994,1.6143673920416977,1490.860915587729,1496.4861556679061,4579.544631404898,4.951631076430416,4572.808690668245,4590.062578309124,1579.1533211741025,1.7074589918725576,1576.83058298905,1582.7801994169395,78807.66401545325,19837.37016881875,0,7.960497322655627,0.008607285024889118
Lactating,24,Es,1491.9672723122137,120.42959521189673,1208.5958805149894,1772.5363569801848,4576.202137764353,369.3848928768261,3707.0377847728664,5436.771178972835,1578.0007371601218,127.374100992009,1278.2888913009886,1874.748682404426,78807.66401545325,19837.37016881875,0,7.954687157274973,0.6420916679380274
Lactating,24,GERcalf,1493.0575153873478,1.4510922041428196,1492.0857096409657,1495.56663945926,4579.546160641865,4.450829029513586,4576.565411923971,4587.242213467478,1579.153848497195,1.5347686308667798,1578.126004111714,1581.8076598163718,78807.66401545325,19837.37016881875,0,7.96049998088647,0.0077367545083123984
Lactating,24,E_FnU,1495.5990448709126,63.569550599215354,1395.3271934619354,1605.2701279294772,4587.341608217505,194.98223503120676,4279.785089189972,4923.727703313103,1581.8419338681053,67.23525345903681,1475.7879617896451,1697.8371390734837,78807.66401545325,19837.37016881875,0,7.974050594440759,0.33893229236968186
Lactating,25,all,1497.5249154625158,137.63138821359317,1197.0459372279188,1799.2696178416704,4593.2486902841865,422.146694940853,3671.6114881360545,5518.768155564788,1584.214127373651,147.58728227720954,1265.2395436562429,1907.4854755065778,78807.66401545325,19888.963688312964,208.99851000444897,7.961197523253834,0.6911390488839847
Lactating,25,P_cost,1496.0525261456894,1.6063453204992675,1494.0391911747583,1499.409649690134,4588.732538177955,4.927025562875903,4582.557183015017,4599.029597789066,1582.32156488895,1.6989743320261739,1580.1921320741437,1585.8722750996783,78807.66401545325,19888.963688312964,0,7.9557768302364815,0.00854229691728239
Lactating,25,Es,1494.959404468431,120.87155187233284,1210.461253409861,1776.7619072016994,4585.379685974599,370.7404742302646,3712.759306677305,5449.731900240507,1581.1654089567585,127.84154283802228,1280.261829888726,1879.217896634657,78807.66401545325,19888.963688312964,0,7.949963777579189,0.6427762896120314
Lactating,25,GERcalf,1496.0529468080008,1.4924667336209634,1495.056886990115,1498.633824087382,4588.733828444708,4.57773409892134,4585.678686986486,4596.649964637768,1582.3220098085199,1.5785289996280052,1581.2685127539607,1585.0517119440578,78807.66401545325,19888.963688312964,0,7.9557790672538395,0.007936708138069678
Lactating,25,E_FnU,1498.5995709045576,63.69788206262915,1398.1113434220654,1608.4775635959254,4596.544902354315,195.37585674671965,4288.324708815579,4933.565636239602,1585.0154835704536,67.37098508507574,1478.7326582122687,1701.229529737794,78807.66401545325,19888.963688312964,0,7.96932162182905,0.3387355225786042
Lactating,26,all,1500.0791243873875,137.97880275812742,1198.7239144807752,1802.4104868389693,4601.0830285831635,423.2122941740883,3676.7582250880923,5528.401913413646,1586.916237134772,147.95720439284275,1267.1198071857546,1910.8189179726128,78807.66401545325,19932.12815085348,214.2098780790039,7.957428271086904,0.6903125503716327
