phase,age_yrs,sex,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Ts,mass,mass_sd,pctbodywt,pctbodywt_sd,pct_unit,age_mth
1,0.4136986301369863,N/A,P_cost,545.4900594267847,15.867603391815003,513.9432479668405,576.6545323466115,545.4900594267847,15.867603391815003,513.9432479668405,576.6545323466115,24.428574089869446,0.710595763180251,23.015819434251704,25.824206553811536,31,3685.867864867222,0,0.006627631533597977,1.9278926679750877e-4,L milk/kg body weight,5
1,0.4958904109589041,N/A,P_cost,598.7001764763063,14.394875119882133,570.0824448079775,626.9724516516013,598.7001764763063,14.394875119882133,570.0824448079775,626.9724516516013,26.81147230077503,0.6446428625115153,25.529890049618345,28.077584041719717,30,4188.997741269183,0,0.006400450407655671,1.5388952258451236e-4,L milk/kg body weight,6
1,0.5808219178082191,N/A,P_cost,743.0011224026767,13.317364491503515,716.5151402168742,769.1563149860441,743.0011224026767,13.317364491503515,716.5151402168742,769.1563149860441,33.27367319313376,0.5963889158756612,32.08755665995854,34.444976040575206,31,4670.772788983104,0,0.007123804709922087,1.276852766810573e-4,L milk/kg body weight,7
1,0.6657534246575343,N/A,P_cost,762.0391508255545,12.157979997933184,737.8607203771804,785.917226834716,762.0391508255545,12.157979997933184,737.8607203771804,785.917226834716,34.12624947718561,0.5444684280310429,33.04347157981103,35.195576660757546,31,5110.561964681329,0,0.00667759234953598,1.0653787818126835e-4,L milk/kg body weight,8
1,0.7479452054794521,N/A,P_cost,776.8214013220935,11.129523023056532,754.6954299837417,798.6639111598527,776.8214013220935,11.129523023056532,754.6954299837417,798.6639111598527,34.7882400950333,0.49841124151619043,33.79737707047657,35.766408918936534,30,5495.465523588366,0,0.006330353624403721,9.069499924562235e-5,L milk/kg body weight,9
1,0.8328767123287671,N/A,P_cost,683.3143405468816,63.27436309177654,557.51765794829,807.5682575074464,683.3143405468816,63.27436309177654,557.51765794829,807.5682575074464,30.600731775498506,2.8336033628202664,24.967203669874163,36.16517051085743,31,5802.736507155783,0,0.0052735001387298015,4.883219080042564e-4,L milk/kg body weight,10
1,0.915068493150685,N/A,P_cost,424.5655650877251,4.515805602473675,415.58377082327826,433.42656121734456,424.5655650877251,4.515805602473675,415.58377082327826,433.42656121734456,146.4019189957673,1.5571743456805776,143.30474855975115,149.4574349025326,30,5935.579938428002,0,2.4665141488186384,0.026234577949142822,% of body weight,11
1,1,N/A,P_cost,432.40194324374255,4.632349366720834,423.1870927778351,441.49183807618334,432.40194324374255,4.632349366720834,423.1870927778351,441.49183807618334,149.1041183599112,1.597361850593391,145.92658371649486,152.23856485385633,31,6072.85586571626,0,2.455255347021565,0.02630330582372534,% of body weight,12
1,0.08493150684931507,N/A,Es,538.7680436927386,37.68879596089839,449.92330977067104,625.9349461727687,538.7680436927386,37.68879596089839,449.92330977067104,625.9349461727687,24.127543380776473,1.687809940031276,20.14882712810887,28.03112163783111,31,1498.2581301831517,0,0.01610372932054575,0.001126514788092592,L milk/kg body weight,1
1,0.16164383561643836,N/A,Es,570.96384387134,39.50729198652967,477.82381194936755,662.2854648555739,570.96384387134,39.50729198652967,477.82381194936755,662.2854648555739,25.569361570592925,1.7692472900371554,21.398289832036166,29.658999769618177,28,2003.817081302699,0,0.012760327182144818,8.829385209586856e-4,L milk/kg body weight,2
1,0.2465753424657534,N/A,Es,558.7214012232458,25.637375884961287,498.2579263635802,617.9543377880034,558.7214012232458,25.637375884961287,498.2579263635802,617.9543377880034,25.021110668304786,1.1481135640376752,22.313386760572335,27.673727621495907,31,2580.5024290324272,0,0.009696216669591194,4.449186139569597e-4,L milk/kg body weight,3
1,0.3287671232876712,N/A,Es,530.0735559012643,29.58485824375056,460.319837918125,598.4415365410675,530.0735559012643,29.58485824375056,460.319837918125,598.4415365410675,23.738179843316807,1.3248928904500923,20.614412804215185,26.799889679402934,30,3134.335451728464,0,0.00757359261920294,4.2270296554233386e-4,L milk/kg body weight,4
1,0.4136986301369863,N/A,Es,545.1953951188776,35.5457095913243,461.39666471169556,627.3885105226012,545.1953951188776,35.5457095913243,461.39666471169556,627.3885105226012,24.41537819609842,1.5918365244659336,20.662636126811268,28.096216324343988,31,3685.867864867222,0,0.006624051401521945,4.318756349458222e-4,L milk/kg body weight,5
1,0.4958904109589041,N/A,Es,598.4345657188923,32.27310247832971,522.3240956085732,673.0037380854534,598.4345657188923,32.27310247832971,522.3240956085732,673.0037380854534,26.7995775064439,1.445280003507824,23.391137286546048,30.138994092496798,30,4188.997741269183,0,0.006397610875369954,3.450180909073331e-4,L milk/kg body weight,6
1,0.5808219178082191,N/A,Es,742.3793789468408,73.20654142726467,569.8240965060351,911.7335367944949,742.3793789468408,73.20654142726467,569.8240965060351,911.7335367944949,33.24582977818365,3.278394152586864,25.518320488402825,40.82998373463927,31,4670.772788983104,0,0.007117843509022787,7.018954465778282e-4,L milk/kg body weight,7
1,0.6657534246575343,N/A,Es,761.3447295865702,81.03591349976962,570.2727305777063,948.9436519238878,761.3447295865702,81.03591349976962,570.2727305777063,948.9436519238878,34.09515134736096,3.629015382882652,25.538411579834587,42.49635700510022,31,5110.561964681329,0,0.0066715072790408825,7.101010432830043e-4,L milk/kg body weight,8
1,0.7479452054794521,N/A,Es,776.0603249867825,88.13116961217627,568.1455205782272,980.208235573794,776.0603249867825,88.13116961217627,568.1455205782272,980.208235573794,34.75415696313401,3.9467608424619915,25.443149152629967,43.89647270818603,30,5495.465523588366,0,0.006324151578052417,7.181849882455239e-4,L milk/kg body weight,9
1,0.8328767123287671,N/A,Es,682.7980890734744,64.09197025094404,531.5747785486811,831.2839835118456,682.7980890734744,64.09197025094404,531.5747785486811,831.2839835118456,30.57761258725815,2.870218103490553,23.805408802000947,37.227227206083555,31,5802.736507155783,0,0.005269515951577439,4.94631817238483e-4,L milk/kg body weight,10
1,0.915068493150685,N/A,Es,424.09453210774416,58.2796695901419,286.90863719204077,558.3926978029587,424.09453210774416,58.2796695901419,286.90863719204077,558.3926978029587,146.2394938302566,20.096437789704105,98.93401282484164,192.5492061389513,30,5935.579938428002,0,2.4637776821684447,0.3385758089044709,% of body weight,11
1,1,N/A,Es,431.9171528807317,59.59550473866701,291.52812541409594,569.2292219746487,431.9171528807317,59.59550473866701,291.52812541409594,569.2292219746487,148.93694926921785,20.55017404781621,100.52693979796412,196.2859386119478,31,6072.85586571626,0,2.45250262088431,0.33839390399219416,% of body weight,12
1,0.08493150684931507,N/A,E_FnU,540.0101972910008,22.948194705847754,503.7839396843383,579.6952442728992,540.0101972910008,22.948194705847754,503.7839396843383,579.6952442728992,24.183170501164394,1.0276844919770605,22.56085712872093,25.960378158213132,31,1498.2581301831517,0,0.016140857182071935,6.859195163195497e-4,L milk/kg body weight,1
1,0.16164383561643836,N/A,E_FnU,572.2748848454188,24.319304893903034,533.883965661911,614.3308058872294,572.2748848454188,24.319304893903034,533.883965661911,614.3308058872294,25.62807366078902,1.0890866499732663,23.9088206745146,27.511455704757253,28,2003.817081302699,0,0.012789627306763942,5.435060216500607e-4,L milk/kg body weight,2
1,0.2465753424657534,N/A,E_FnU,559.8918264669916,23.793047831993544,522.3314187244177,601.037501015308,559.8918264669916,23.793047831993544,522.3314187244177,601.037501015308,25.07352559189394,1.0655193834300736,23.391465236203214,26.9161442460953,31,2580.5024290324272,0,0.009716528575908137,4.1291159870351126e-4,L milk/kg body weight,3
1,0.3287671232876712,N/A,E_FnU,531.2294685365481,22.574996844916136,495.5919114978927,570.2688342914101,531.2294685365481,22.574996844916136,495.5919114978927,570.2688342914101,23.789944851614337,1.0109716455403555,22.193995140971463,25.538237093211386,30,3134.335451728464,0,0.007590108084472933,3.225473664546161e-4,L milk/kg body weight,4
1,0.4136986301369863,N/A,E_FnU,546.4296343347385,23.22097508708532,509.7725975591574,586.5862908366557,546.4296343347385,23.22097508708532,509.7725975591574,586.5862908366557,24.470650888255193,1.0399003621623522,22.82904601697973,26.268978541722152,31,3685.867864867222,0,0.006639047243528008,2.8213175303282693e-4,L milk/kg body weight,5
1,0.4958904109589041,N/A,E_FnU,599.7293163472311,25.486023992400682,559.4973001504976,643.8036049301035,599.7293163472311,25.486023992400682,559.4973001504976,643.8036049301035,26.857560069289352,1.1413356019883871,25.055857597424882,28.831330270044937,30,4188.997741269183,0,0.006411452506811819,2.7246030494219967e-4,L milk/kg body weight,6
1,0.5808219178082191,N/A,E_FnU,744.2751710677023,31.62878053400749,694.3634639733937,798.9782696850351,744.2751710677023,31.62878053400749,694.3634639733937,798.9782696850351,33.33072866402608,1.4164254605466857,31.09554249768892,35.78048677496799,31,4670.772788983104,0,0.007136020134107759,3.032529143544708e-4,L milk/kg body weight,7
1,0.6657534246575343,N/A,E_FnU,763.3448089093597,32.43922170895293,712.1602772554975,819.4445579531019,763.3448089093597,32.43922170895293,712.1602772554975,819.4445579531019,34.184720506464835,1.4527192883543631,31.892533688110056,36.697024538876036,31,5110.561964681329,0,0.006689033562788712,2.8425822803714853e-4,L milk/kg body weight,8
1,0.7479452054794521,N/A,E_FnU,778.151514426825,33.0685048712991,725.9772361040665,835.3402399601766,778.151514426825,33.0685048712991,725.9772361040665,835.3402399601766,34.8478062887069,1.4809003524988402,32.51129583985968,37.40887774116331,30,5495.465523588366,0,0.006341192777778065,2.694767797454689e-4,L milk/kg body weight,9
1,0.8328767123287671,N/A,E_FnU,684.5213071644854,29.089604937635556,638.6277461803169,734.8291699328472,684.5213071644854,29.089604937635556,638.6277461803169,734.8291699328472,30.65478312424924,1.302714059007414,28.599540805209,32.907710252254695,31,5802.736507155783,0,0.005282814941958257,2.244999505665889e-4,L milk/kg body weight,10
1,0.915068493150685,N/A,E_FnU,425.291445794409,18.073313107509648,396.7811866211829,456.54796499076457,425.291445794409,18.073313107509648,396.7811866211829,456.54796499076457,146.65222268772726,6.232176933624017,136.82109883489065,157.43033275543607,30,5935.579938428002,0,2.4707311536363052,0.10499693371621185,% of body weight,11
1,1,N/A,E_FnU,433.1412449088799,18.40690812892008,404.1052975745339,464.9753807982292,433.1412449088799,18.40690812892008,404.1052975745339,464.9753807982292,149.35904996857928,6.347209699627613,139.34665433604619,160.33633820628592,31,6072.85586571626,0,2.459453233721087,0.10451770698955976,% of body weight,12
