age_yrs,Lifestage,no_days,MC_variable,Es,Es_sd,Es_perday,Es_perday_sd
35,Pregnant,396,Vt,469034.776355053,6210.051852355132,1184.4312534218511,15.681949122108918
35,Pregnant,396,pctO2,495777.1822025597,79909.14659894301,1251.9625813195953,201.79077423975508
36,Pregnant,396,all,499309.65989878104,84361.9300592679,1260.8829795423765,213.0351769173432
36,Pregnant,396,Rs,467784.35548660485,4582.930689227605,1181.2736249661739,11.573057296029306
36,Pregnant,396,Vt,469234.8376070869,6230.353043620521,1184.9364586037548,15.733214756617476
36,Pregnant,396,pctO2,495978.79848723626,79941.6430223915,1252.4717133516067,201.87283591513003
37,Pregnant,396,all,499497.8678102997,84415.35664308384,1261.3582520462114,213.17009253304
37,Pregnant,396,Rs,467943.23079683824,4584.487206726511,1181.674825244541,11.57698789577402
37,Pregnant,396,Vt,469402.3163715026,6247.986988300676,1185.3593847765217,15.777744919951202
37,Pregnant,396,pctO2,496147.24957918626,79968.79389476843,1252.897094896935,201.9413987241627
38,Pregnant,396,all,499655.9875148705,84461.15358653002,1261.7575442294708,213.28574138012632
38,Pregnant,396,Rs,468075.97219419095,4585.787687635126,1182.0100307934115,11.58027193847254
38,Pregnant,396,Vt,469542.6251835041,6263.483063094901,1185.7136999583436,15.81687642195682
38,Pregnant,396,pctO2,496287.9916069953,79991.47863246224,1253.252504058069,201.99868341530868
39,Pregnant,396,all,499789.37097277434,84501.09956925418,1262.0943711433695,213.3866150738742
39,Pregnant,396,Rs,468186.8881108418,4586.874342099689,1182.2901214920248,11.583016015403254
39,Pregnant,396,Vt,469660.4138160657,6277.515853261607,1186.0111460001658,15.852312760761635
39,Pregnant,396,pctO2,496405.59268199565,80010.4335216337,1253.549476469686,202.0465492970548
40,Pregnant,396,all,499900.7723893269,84534.44669214824,1262.3756878518357,213.47082498017232
40,Pregnant,396,Rs,468279.5375599033,4587.782038131981,1182.5240847472305,11.585308177100961
40,Pregnant,396,Vt,469758.7974024853,6289.2466720776265,1186.2595894002154,15.881936040600067
40,Pregnant,396,pctO2,496503.8263272363,80026.26677705625,1253.7975412303947,202.08653226529358
41,Pregnant,396,all,499994.122369462,84562.68759629446,1262.611420124904,213.54214039468297
41,Pregnant,396,Rs,468356.9344271698,4588.540303076256,1182.719531381742,11.587222987566303
41,Pregnant,396,Vt,469841.1099256495,6299.304029329524,1186.4674493071957,15.90733340739779
41,Pregnant,396,pctO2,496585.88808236615,80039.49345439488,1254.004767884763,202.11993296564364
42,Pregnant,396,all,500072.55286386464,84586.8712606787,1262.8094769289512,213.60321025423914
42,Pregnant,396,Rs,468421.5934876936,4589.173774438298,1182.88281183761,11.588822662722976
42,Pregnant,396,Vt,469910.06891619833,6308.091310292113,1186.641588172218,15.929523510838669
42,Pregnant,396,pctO2,496654.4442937354,80050.54331417306,1254.1778896306448,202.14783665195216
43,Pregnant,396,all,500138.7909582238,84608.01738729465,1262.9767448439995,213.65660956387538
43,Pregnant,396,Rs,468475.6186811627,4589.703064728229,1183.0192390938453,11.590159254364215
43,Pregnant,396,Vt,469967.9944523553,6316.037845747332,1186.787864778675,15.94959051956397
43,Pregnant,396,pctO2,496711.7257103338,80059.77590752483,1254.32253967256,202.17115128162837
44,Pregnant,396,all,500193.25139232964,84624.55548785595,1263.1142711927516,213.6983724440807
44,Pregnant,396,Rs,468520.7219989422,4590.14494649878,1183.1331363609652,11.591275117421162
44,Pregnant,396,Vt,470015.98868048267,6321.970687631569,1186.9090623244513,15.964572443514061
44,Pregnant,396,pctO2,496759.5475091983,80067.48380388082,1254.4433017909048,202.19061566636572
45,Pregnant,396,all,500240.3494015656,84640.4620940414,1263.233205559509,213.73854064151868
45,Pregnant,396,Rs,468558.4337336338,4590.51441218149,1183.2283680142268,11.59220811156942
45,Pregnant,396,Vt,470056.7980271686,6328.255788980745,1187.0121162302237,15.980443911567537
45,Pregnant,396,pctO2,496799.53221719846,80073.92852140313,1254.5442732757538,202.20689020556344
46,Pregnant,396,all,500278.6654361735,84652.41984168533,1263.3299632226604,213.76873697395285
46,Pregnant,396,Rs,468589.9066187793,4590.8227552235785,1183.3078449969173,11.592986755615097
46,Pregnant,396,Vt,470090.42482462316,6332.667854216977,1187.097032385412,15.99158549044691
46,Pregnant,396,pctO2,496832.9020457879,80079.30705559239,1254.6285405196663,202.22047236260704
47,Pregnant,396,all,500311.47729316837,84663.45925510743,1263.412821447395,213.79661428057432
47,Pregnant,396,Rs,468616.21349221375,4591.080486325926,1183.3742764954893,11.593637591732138
47,Pregnant,396,Vt,470118.87394051073,6337.02235307827,1187.1688735871483,16.0025816996926
47,Pregnant,396,pctO2,496860.79449521453,80083.80274823468,1254.6989759980165,202.23182512180475
48,Pregnant,396,all,500338.98668768996,84672.81519066326,1263.4822896153787,213.82024038046276
48,Pregnant,396,Rs,468638.18806191575,4591.295773410002,1183.4297678331206,11.594181245984853
48,Pregnant,396,Vt,470142.6819883953,6340.747504480202,1187.2289949201902,16.011988647677278
48,Pregnant,396,pctO2,496884.0935229615,80087.5580752055,1254.7578119266705,202.24130827072094
49,Pregnant,396,all,500361.76217210357,84680.36851765309,1263.539803464908,213.8393144385179
49,Pregnant,396,Rs,468656.53656438424,4591.47553554629,1183.4761024353138,11.59463519077346
49,Pregnant,396,Vt,470162.4767114689,6343.694682986553,1187.2789815946185,16.01943101764281
49,Pregnant,396,pctO2,496903.5479320319,80090.69372824121,1254.8069392223028,202.2492265864677
50,Pregnant,396,all,500381.30945187237,84687.3594647938,1263.589165282506,213.8569683454389
50,Pregnant,396,Rs,468671.87437266915,4591.625801606861,1183.5148342744171,11.595014650522378
50,Pregnant,396,Vt,470179.24504220055,6346.590643403477,1187.3213258641429,16.02674404899868
50,Pregnant,396,pctO2,496919.81018542993,80093.31487103975,1254.8480055187624,202.25584563393878
51,Pregnant,396,all,500397.32358588,84692.79302348102,1263.6296050148485,213.8706894532349
51,Pregnant,396,Rs,468684.6768922305,4591.751229187131,1183.547163869269,11.59533138683619
51,Pregnant,396,Vt,470193.1100926299,6348.752711316622,1187.3563386177523,16.032203816456114
51,Pregnant,396,pctO2,496933.3843424003,80095.5027476469,1254.88228369293,202.2613705748659
52,Pregnant,396,all,500410.83163766394,84697.50401904191,1263.6637162567272,213.8825859066715
52,Pregnant,396,Rs,468695.3728779999,4591.856018842577,1183.5741739343432,11.595596007178225
52,Pregnant,396,Vt,470204.7499083082,6350.66889447398,1187.3857320916875,16.037042662813082
52,Pregnant,396,pctO2,496944.7249999241,80097.3306298027,1254.91092171698,202.2659864388957
53,Pregnant,396,all,500422.3483557361,84701.74380107204,1263.6927988781215,213.89329242694959
53,Pregnant,396,Rs,468704.3119751969,4591.9435960828105,1183.5967474121132,11.595817161825279
53,Pregnant,396,Vt,470214.57685457345,6352.463752054979,1187.4105476125592,16.041575131451967
53,Pregnant,396,pctO2,496954.20287714526,80098.85826985452,1254.9348557503668,202.26984411579426
54,Pregnant,396,all,500431.8342920224,84705.11226057558,1263.716753262683,213.90179863781714
54,Pregnant,396,Rs,468711.7746070197,4592.016708242296,1183.6155924419688,11.596001788490646
54,Pregnant,396,Vt,470222.72470089316,6353.853397072306,1187.4311229820535,16.045084336041175
54,Pregnant,396,pctO2,496962.1152990158,80100.13359050642,1254.9548366136762,202.27306462249095
55,Pregnant,396,all,500439.6684024549,84707.81055834149,1263.7365363698354,213.90861252106436
55,Pregnant,396,Rs,468718.0051780386,4592.077749777351,1183.6313262071683,11.596155933781189
55,Pregnant,396,Vt,470229.49002979434,6354.941064098406,1187.4482071459454,16.04783096994547
55,Pregnant,396,pctO2,496968.7214009336,80101.19835908704,1254.9715186892263,202.27575343203796
56,Pregnant,396,all,500446.5370022564,84710.48732355384,1263.7538813188291,213.91537202917635
56,Pregnant,396,Rs,468723.2169778666,4592.1288103079105,1183.644487317845,11.596284874514925
56,Pregnant,396,Vt,470235.28652006737,6356.118851663821,1187.4628447476448,16.050805180969245
56,Pregnant,396,pctO2,496974.2473279687,80102.08902555858,1254.985473050426,202.2780025897944
57,Pregnant,396,all,500452.1724473478,84712.59146171334,1263.7681122407773,213.9206855093771
57,Pregnant,396,Rs,468727.5673356166,4592.171431203218,1183.655473069739,11.59639250303843
57,Pregnant,396,Vt,470240.0823094226,6357.0190220378745,1187.4749553268248,16.05307833847948
57,Pregnant,396,pctO2,496978.8598918233,80102.8324765573,1254.9971209389478,202.27987999130633
58,Pregnant,396,all,500456.88629814767,84714.35814101437,1263.7800159044134,213.92514682074335
58,Pregnant,396,Rs,468731.20089934696,4592.207029594944,1183.6646487357248,11.596482397967032
58,Pregnant,396,Vt,470244.09093431325,6357.776860664145,1187.4850781169528,16.054992072384206
58,Pregnant,396,pctO2,496982.7124588278,80103.45343160041,1255.0068496435047,202.281448059597
59,Pregnant,396,all,500460.8249236693,84715.8358110727,1263.7899619284578,213.92887831078966
59,Pregnant,396,Rs,468734.23566228873,4592.236761474725,1183.672312278507,11.59655747847153
59,Pregnant,396,Vt,470247.4396477779,6358.41123770081,1187.4935344640855,16.056594034598003
59,Pregnant,396,pctO2,496985.93013393803,80103.97205504925,1255.0149750857022,202.28275771477084
60,Pregnant,396,all,500464.1814203297,84717.15701497524,1263.7984379301256,213.9322146842809
60,Pregnant,396,Rs,468736.77192798286,4592.261609526503,1183.6787169898557,11.596620226077027
60,Pregnant,396,Vt,470250.266529015,6358.996533501198,1187.500673053068,16.058072054295955
60,Pregnant,396,pctO2,496988.61926622054,80104.40548819926,1255.0217658237893,202.28385224292742
61,Pregnant,396,all,500466.94762539404,84718.21224453182,1263.8054232964496,213.93487940538338
61,Pregnant,396,Rs,468738.88927319,4592.2823533718565,1183.6840638211868,11.59667260952489
61,Pregnant,396,Vt,470252.6108584583,6359.454704122282,1187.506593076915,16.059229050813844
61,Pregnant,396,pctO2,496990.86422871123,80104.76733025901,1255.0274349209878,202.28476598550256
62,Pregnant,396,all,500469.3273293367,84719.18375423324,1263.8114326498403,213.9373327127102
62,Pregnant,396,Rs,468740.65937745204,4592.299695262519,1183.6885337814444,11.596716402178078
62,Pregnant,396,Vt,470254.59996432957,6359.894809353146,1187.5116160715393,16.06034042765946
62,Pregnant,396,pctO2,496992.7410212435,80105.06983084795,1255.0321742960696,202.28552987587867
63,Pregnant,396,all,500471.3036208343,84719.98057766123,1263.8164232849351,213.93934489308393
63,Pregnant,396,Rs,468742.13747189514,4592.314176303419,1183.6922663431696,11.59675297046318
63,Pregnant,396,Vt,470256.2562124264,6360.253125650878,1187.5157985162284,16.061245266795147
63,Pregnant,396,pctO2,496994.30820385093,80105.32242864635,1255.0361318279065,202.28616774910694
64,Pregnant,396,all,500472.9825789381,84720.68296142218,1263.8206630781267,213.94111858944996
64,Pregnant,396,Rs,468743.37266328686,4592.326277598535,1183.6953855133506,11.59678352928923
64,Pregnant,396,Vt,470257.65223021084,6360.575888432316,1187.5193238136637,16.06206032432403
64,Pregnant,396,pctO2,496995.6178430793,80105.53351571702,1255.039438997675,202.2867007972652
65,Pregnant,396,all,500474.34583700553,84721.2189133465,1263.824105649004,213.94247200340024
65,Pregnant,396,Rs,468744.403314993,4592.336374997643,1183.6979881691743,11.596809027771826
65,Pregnant,396,Vt,470258.8006700607,6360.813203383326,1187.5222239142947,16.06265960450335
65,Pregnant,396,pctO2,496996.7106145431,80105.70964813745,1255.0421985215735,202.28714557610465
66,Pregnant,396,all,500475.5068325109,84721.69566987237,1263.8270374558356,213.94367593402112
66,Pregnant,396,Rs,468745.2646588018,4592.34481367014,1183.7001632798024,11.596830337550859
66,Pregnant,396,Vt,470259.76989508804,6361.029965414757,1187.5246714522425,16.0632069833706
66,Pregnant,396,pctO2,496997.62387353164,80105.85684681665,1255.0445047311405,202.28751728994104
67,Pregnant,396,all,500476.4399154966,84722.0463279599,1263.8293937260016,213.9445614342422
67,Pregnant,396,Rs,468745.98313673394,4592.351852671181,1183.701977618015,11.596848112806013
67,Pregnant,396,Vt,470260.5629689326,6361.180745497002,1187.5266741639712,16.063587741154045
67,Pregnant,396,pctO2,496998.3856557874,80105.97963054315,1255.0464284237057,202.28782734985646
68,Pregnant,396,all,500477.30176268984,84722.44647518355,1263.8315701078027,213.94557190702915
68,Pregnant,396,Rs,468746.58524653147,4592.357751601823,1183.7034980973017,11.596863009095513
68,Pregnant,396,Vt,470261.2623825858,6361.374995547608,1187.5284403600651,16.06407827158487
68,Pregnant,396,pctO2,496999.0240561324,80106.08252762795,1255.048040545789,202.28808719097967
69,Pregnant,396,all,500477.99804459506,84722.75010278891,1263.833328395442,213.94633864340634
69,Pregnant,396,Rs,468747.0875383729,4592.3626726058465,1183.7047665110426,11.596875435873349
69,Pregnant,396,Vt,470261.8359673377,6361.517767239959,1187.5298888064083,16.06443880616151
69,Pregnant,396,pctO2,496999.55662226275,80106.16836640092,1255.0493854097544,202.28830395555786
70,Pregnant,396,all,500478.5606085548,84722.97904504904,1263.834749011502,213.94691678042687
70,Pregnant,396,Rs,468747.50657637254,4592.3667779635525,1183.7058246878094,11.596885802938264
70,Pregnant,396,Vt,470262.3065079006,6361.621316750446,1187.531077040153,16.06470029482436
70,Pregnant,396,pctO2,497000.00091664994,80106.23997757342,1255.0505073652776,202.28848479185208
71,Pregnant,396,all,500479.04634913773,84723.19091140956,1263.8359756291356,213.9474517964888
71,Pregnant,396,Rs,468747.8569456078,4592.370210566422,1183.7067094586055,11.59689447112733
71,Pregnant,396,Vt,470262.7066309538,6361.720956325236,1187.5320874519036,16.064951909912214
71,Pregnant,396,pctO2,497000.37240344787,80106.29985365094,1255.051445463252,202.28863599406804
72,Pregnant,396,all,500479.4483414348,84723.36306111632,1263.836990761199,213.94788651797052
72,Pregnant,396,Rs,468748.14947808936,4592.373076536761,1183.7074481769932,11.596901708426165
72,Pregnant,396,Vt,470263.03915164166,6361.801119323909,1187.5329271506102,16.065154341727045
72,Pregnant,396,pctO2,497000.6825675374,80106.34984576149,1255.0522287059025,202.28876223677145
73,Pregnant,396,all,500479.7919259789,84723.51703486481,1263.8378583989365,213.9482753405677
73,Pregnant,396,Rs,468748.3939919777,4592.375472064078,1183.7080656363073,11.59690775773757
73,Pregnant,396,Vt,470263.3203899206,6361.874564944169,1187.5336373482844,16.065339810465073
73,Pregnant,396,pctO2,497000.94181884226,80106.39163177196,1255.0528833809149,202.28886775699988
74,Pregnant,396,all,500480.070521848,84723.63476480327,1263.8385619238586,213.94857263839208
74,Pregnant,396,Rs,468748.5979996301,4592.377470747703,1183.7085808071467,11.596912804918443
74,Pregnant,396,Vt,470263.5515238079,6361.92898560865,1187.534221019717,16.06547723638548
74,Pregnant,396,pctO2,497001.1581225068,80106.4264955008,1255.05342960229,202.2889557967192
75,Pregnant,396,all,500480.3226340772,84723.75834648826,1263.839198570902,213.9488847133542
75,Pregnant,396,Rs,468748.76886586595,4592.379144741515,1183.7090122875402,11.596917032175543
75,Pregnant,396,Vt,470263.75328537513,6361.990521696946,1187.534730518624,16.065632630547846
75,Pregnant,396,pctO2,497001.3392872452,80106.45569555306,1255.053887089003,202.28902953422488
