age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,MR_perday,MR_perday_sd,MR_quant025,MR_quant975,Es,Es_sd,Es_quant025,Es_quant975
27,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,951.6934617480308,244.77466629448054,473.1550582559202,1438.3063359988819,86604.1050190708,22274.494632797727,43057.11030128874,130885.87657589826
28,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,821.0532308375695,211.3699217748498,407.91009864098936,1241.8185039901123,24631.596925127084,6341.097653245493,12237.30295922968,37254.555119703364
28,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1377.2504934401677,354.53602511434127,684.556537389315,2082.772854785047,212096.57598978584,54598.54786760856,105421.70675795453,320747.0196368973
28,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,662.1416561863657,170.44413682368443,329.2537925637004,1002.6834801626414,59592.74905677291,15339.972314131599,29632.84133073304,90241.51321463773
28,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,953.4808435277045,245.45646721002294,473.77345786222094,1441.60565065534,86766.7567610211,22336.538516112087,43113.38466546211,131186.11420963594
29,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,822.3496334267057,211.8746877358654,408.3460716466487,1244.230174408198,24670.489002801172,6356.240632075961,12250.382149399462,37326.90523224594
29,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1379.4251040424106,355.38270469540475,685.2882032399082,2086.8382723436243,212431.46602253124,54728.936523092336,105534.38329894588,321373.0939409182
29,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,663.1871448753999,170.8511837634127,329.6057146479098,1004.6417683499141,59686.84303878599,15376.606538707143,29664.51431831188,90417.75915149225
29,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,954.9863428234793,246.04264093976164,474.2798803068354,1444.4166206329644,86903.75719693661,22389.88032551831,43159.46910792203,131441.91247759978
30,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,823.4302377135698,212.2892515318789,408.717006376828,1246.2240763632196,24702.907131407093,6368.677545956367,12261.510191304842,37386.722290896585
30,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1381.2377304296892,356.07808125446144,685.9107187270918,2090.198840830864,212710.61048617214,54836.02451318706,105630.25068397212,321890.62148795306
30,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,664.0586022339158,171.18549066764422,329.9051362464695,1006.2605018697625,59765.27420105242,15406.69416008798,29691.462262182256,90563.44516827862
30,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,956.2412377187833,246.5240646929322,474.7107519216495,1446.7403196480282,87017.95263240927,22433.68988705683,43198.67842487011,131653.36908797058
31,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,824.3593309393478,212.68369334407052,408.9897104652413,1248.0385671649028,24730.779928180433,6380.510800322116,12269.691313957237,37441.15701494708
31,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1382.7962092407236,356.7397092448889,686.3683846619522,2093.2607714568962,212950.6162230714,54937.91522371289,105700.73123794065,322362.158804362
31,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,664.8078728531175,171.50357324149977,330.1252706184125,1007.7355899497395,59832.70855678057,15435.321591734979,29711.27435565713,90696.20309547655
31,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,957.3201843491391,246.98212223351035,475.02753810260674,1448.8569903880252,87116.13677577167,22475.373123249443,43227.505967337216,131845.9861253103
32,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,825.127162099797,212.9947507403546,409.23324502311493,1249.498761696576,24753.814862993913,6389.842522210638,12276.99735069345,37484.96285089728
32,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1384.0841839726831,357.2614688284356,686.7770947292322,2095.7234408105073,213148.9643317932,55018.266199579084,105763.67258830176,322741.40988481813
32,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,665.4270931227987,171.75441285487898,330.3218560637586,1008.9219077633732,59888.43838105189,15457.897156939107,29728.967045738274,90802.97169870358
32,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,958.2118589600805,247.34334672831687,475.3104314447325,1450.559597327361,87197.27916536732,22508.244552276836,43253.24926147066,132000.92335678983
33,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,825.7781314407946,213.2713235297063,409.42408199660366,1250.7705902991188,24773.343943223837,6398.13970589119,12282.722459898108,37523.117708973565
33,Juvenile/Adult,foraging,154,1.0399956820580856,0.0020042961433952506,1385.1761324406866,357.72538592408097,687.0973671154545,2097.86965359025,213317.12439586574,55089.70943230847,105812.99453578,323071.9266528985
33,Juvenile/Adult,northbound,90,0.49999895363010943,3.005712532522517e-4,665.9520697207417,171.97744444868297,330.47590504108797,1009.9558488435466,59935.68627486676,15477.970000381467,29742.83145369792,90896.02639591918
33,Juvenile/Adult,southbound,91,0.7199973303439192,0.0020044912103815583,958.967823116831,247.66452528491277,475.532116952867,1452.0432423183056,87266.07190363163,22537.471800927062,43273.422642710895,132135.9350509658
34,Juvenile/Adult,calving grounds,30,0.6199981687779041,0.002004567699580897,826.3258387589257,213.5077353203877,409.580139351563,1251.8504379497103,24789.77516276777,6405.232059611631,12287.40418054689,37555.51313849131
