age_yrs,Lifestage,no_days,MC_variable,Es,Es_sd,Es_perday,Es_sd_perday
27,Lactating,365,pctO2,357741.7456539665,48638.109204818626,980.1143716547027,133.25509371183185
28,Lactating,365,all,359515.3294555192,51259.09218350226,984.9735053575869,140.4358689958966
28,Lactating,365,Rs,358453.05592952215,437.4458203849115,982.0631669301977,1.198481699684689
28,Lactating,365,Vt,358449.8856058933,2580.2456505944456,982.0544811120363,7.06916616601218
28,Lactating,365,pctO2,358391.79126496374,48726.488572896,981.8953185341472,133.49722896683835
29,Lactating,365,all,360082.9864376045,51381.50521613492,986.5287299660397,140.77124716749293
29,Lactating,365,Rs,358999.51077074907,438.11269818765174,983.5603034815043,1.20030876215795
29,Lactating,365,Vt,358996.2803568208,2627.8714391018,983.5514530323858,7.199647778361096
29,Lactating,365,pctO2,358938.15270937904,48800.77117458174,983.3921992037782,133.70074294405958
30,Lactating,365,all,360556.1516207998,51482.04285370603,987.825072933698,141.04669274987953
30,Lactating,365,Rs,359455.70994367445,438.66943056350425,984.8101642292451,1.2018340563383678
30,Lactating,365,Vt,359452.4314361998,2666.007718164894,984.8011820169858,7.304130734698339
30,Lactating,365,pctO2,359394.2739114549,48862.78482858414,984.6418463327532,133.87064336598394
31,Lactating,365,all,360962.9745164,51577.70103624254,988.9396562093151,141.30876996230833
31,Lactating,365,Rs,359843.60880544374,439.14281120012066,985.8729008368322,1.2031309895893716
31,Lactating,365,Vt,359840.2767123445,2708.490037187355,985.8637718146424,7.42052064982837
31,Lactating,365,pctO2,359782.10647585755,48915.51404693723,985.7044013037194,134.01510697791022
32,Lactating,365,all,361299.1854453277,51653.137072393554,989.8607820419937,141.51544403395494
32,Lactating,365,Rs,360165.88453967386,439.5361072555411,986.755848053901,1.2042085130288798
32,Lactating,365,Vt,360162.5129697652,2739.8041486322095,986.746610876069,7.506312735978656
32,Lactating,365,pctO2,360104.32712863584,48959.32275388371,986.587197612701,134.1351308325581
33,Lactating,365,all,361584.2259825932,51720.21021139349,990.6417150208033,141.6992060586123
33,Lactating,365,Rs,360437.6440692613,439.8677547848377,987.500394710305,1.2051171363968156
33,Lactating,365,Vt,360434.23489284626,2769.6353382923794,987.4910545009486,7.588042022718848
33,Lactating,365,pctO2,360376.04021070065,48996.264516253905,987.3316170156182,134.23634114042164
34,Lactating,365,all,361824.05108388414,51777.543728768134,991.2987700928333,141.85628418840585
34,Lactating,365,Rs,360665.87198260357,440.14627757920397,988.1256766646673,1.2058802125457644
34,Lactating,365,Vt,360662.4299719642,2795.6850916206467,988.1162464985321,7.65941120991958
34,Lactating,365,pctO2,360604.2291166852,49027.28878743119,987.9567921005074,134.3213391436471
35,Lactating,365,all,362026.35681437125,51826.940618463486,991.8530323681404,141.99161813277667
35,Lactating,365,Rs,360857.90930104564,440.38063441037303,988.6518063042346,1.2065222860558165
35,Lactating,365,Vt,360854.43822308525,2818.74886310245,988.6422965016034,7.722599624938218
35,Lactating,365,pctO2,360796.2336132509,49053.39347268313,988.4828318171258,134.39285882926885
36,Lactating,365,all,362195.0768774033,51867.88936507534,992.3152791161734,142.10380647965846
36,Lactating,365,Rs,361018.1824841943,440.5762272025904,989.0909109156008,1.2070581567194258
36,Lactating,365,Vt,361014.68749410735,2837.725724865145,989.0813356002941,7.774591027027794
36,Lactating,365,pctO2,360956.4794034603,49075.18028492549,988.9218613793432,134.45254872582325
37,Lactating,365,all,362336.92799657304,51902.818541215136,992.7039123193782,142.1995028526442
37,Lactating,365,Rs,361152.6961562031,440.7403838268163,989.4594415238441,1.207507900895387
37,Lactating,365,Vt,361149.18039693456,2854.209655782589,989.4498093066701,7.819752481596134
37,Lactating,365,pctO2,361090.97008519224,49093.46546563078,989.2903290005266,134.5026451113172
38,Lactating,365,all,362456.52453726996,51932.840102075694,993.0315740747122,142.28175370431697
38,Lactating,365,Rs,361265.83732445986,440.87845806094185,989.7694173272873,1.207886186468334
38,Lactating,365,Vt,361262.3032952955,2868.7106847957252,989.7597350556041,7.859481328207466
38,Lactating,365,pctO2,361204.09191603336,49108.84536475841,989.600251824749,134.54478182125592
39,Lactating,365,all,362557.6689175705,51959.09008583705,993.3086819659466,142.3536714680467
39,Lactating,365,Rs,361361.11769274843,440.99473548746437,990.0304594321875,1.2082047547601764
39,Lactating,365,Vt,361357.56707096274,2881.8804007103795,990.0207317012678,7.895562741672273
39,Lactating,365,pctO2,361299.35599956807,49121.797347451364,989.8612493138851,134.5802667053462
40,Lactating,365,all,362642.38370519096,51981.037357871086,993.5407772744958,142.41380098046872
40,Lactating,365,Rs,361440.9393452067,441.0921475409158,990.2491488909773,1.2084716370983994
40,Lactating,365,Vt,361437.37487780926,2892.8708300877024,990.2393832268747,7.925673507089596
40,Lactating,365,pctO2,361379.16400938417,49132.64794217231,990.0799013955731,134.6099943621159
41,Lactating,365,all,362713.461013917,51999.64221607884,993.7355096271699,142.46477319473655
41,Lactating,365,Rs,361507.8215986553,441.1737687232297,990.4323879415214,1.208695256775972
41,Lactating,365,Vt,361504.2452616806,2902.2931298864987,990.4225897580291,7.951488027086298
41,Lactating,365,pctO2,361446.03483171575,49141.73961346506,990.2631091279884,134.6349030505892
42,Lactating,365,all,362773.3758067161,52015.61016589338,993.8996597444277,142.5085210024476
42,Lactating,365,Rs,361564.0661758095,441.2424079907391,990.5864826734506,1.2088833095636686
42,Lactating,365,Vt,361560.4794553447,2910.53585471982,990.5766560420403,7.974070834848821
42,Lactating,365,pctO2,361502.2697958813,49149.38524711403,990.4171775229624,134.65584999209324
43,Lactating,365,all,362824.22007047146,52029.618567800186,994.0389590971821,142.54690018575394
43,Lactating,365,Rs,361611.58052394015,441.30039313734125,990.7166589696991,1.209042172979017
43,Lactating,365,Vt,361607.98438443115,2918.0127518994623,990.7068065326881,7.994555484656061
43,Lactating,365,pctO2,361549.77602314216,49155.844132881466,990.5473315702525,134.67354556953828
44,Lactating,365,all,362865.85806833947,52040.53921008736,994.1530358036698,142.57681975366398
44,Lactating,365,Rs,361650.75092012127,441.3481955644897,990.8239751236199,1.2091731385328484
44,Lactating,365,Vt,361647.14779881085,2923.555937626077,990.8141035583859,8.009742294865966
44,Lactating,365,pctO2,361588.93972455215,49161.16877952722,990.6546293823346,134.68813364254035
45,Lactating,365,all,362902.40759107185,52051.14493005737,994.2531714823887,142.60587652070512
45,Lactating,365,Rs,361684.65475990134,441.38957083737813,990.9168623558941,1.2092864954448717
45,Lactating,365,Vt,361681.0441568319,2929.494823542346,990.9069702926902,8.02601321518451
45,Lactating,365,pctO2,361622.83776968956,49165.7775142954,990.7475007388755,134.7007603131381
46,Lactating,365,all,362931.98638974107,52059.08633650983,994.3342092869618,142.62763379865706
46,Lactating,365,Rs,361712.39429339697,441.42342336781786,990.9928610778,1.2093792421036105
46,Lactating,365,Vt,361708.7784870361,2933.626015699921,990.9829547590031,8.037331549862797
46,Lactating,365,pctO2,361650.5725621091,49169.54830112378,990.8234864715317,134.71109123595556
47,Lactating,365,all,362957.41417405085,52066.44155091628,994.4038744494544,142.6477850710035
47,Lactating,365,Rs,361735.9924344103,441.4522218617474,991.0575135189324,1.2094581420869792
47,Lactating,365,Vt,361732.3714539057,2937.733455469672,991.0475930243992,8.048584809505952
47,Lactating,365,pctO2,361674.1666698685,49172.75612577308,990.8881278626535,134.71987979663857
48,Lactating,365,all,362978.85310246795,52072.69313089366,994.4626112396382,142.66491268737988
48,Lactating,365,Rs,361755.8651436684,441.4764739456976,991.1119592977216,1.209524586152596
48,Lactating,365,Vt,361752.239734129,2941.2494342533137,991.1020266688465,8.05821762809127
48,Lactating,365,pctO2,361694.0359826012,49175.4575320648,990.9425643358937,134.72728090976656
49,Lactating,365,all,362996.6255425578,52077.74186281132,994.5113028563227,142.67874482962006
49,Lactating,365,Rs,361772.40212129685,441.49665519851635,991.1572660857448,1.2095798772562092
49,Lactating,365,Vt,361768.77321763826,2944.0234518255998,991.1473238839404,8.06581767623452
49,Lactating,365,pctO2,361710.5701338279,49177.70549407298,990.9878633803504,134.733439709789
50,Lactating,365,all,363012.01268416917,52082.43765332639,994.5534594086827,142.69161000911342
50,Lactating,365,Rs,361786.56690002704,441.51394148789143,991.1960736987043,1.2096272369531271
50,Lactating,365,Vt,361782.9345403567,2946.7668687969217,991.1861220283745,8.073333887114854
50,Lactating,365,pctO2,361724.7324915983,49179.63099008289,991.0266643605432,134.738715041323
51,Lactating,365,all,363024.5642979911,52086.078307169155,994.5878473917564,142.70158440320316
51,Lactating,365,Rs,361798.2106930515,441.52815123867407,991.227974501511,1.2096661677771892
51,Lactating,365,Vt,361794.57576613873,2948.805011275209,991.2180157976404,8.078917839110161
51,Lactating,365,pctO2,361736.37429453497,49181.213794688316,991.0585597110547,134.74305149229676
52,Lactating,365,all,363035.2108275334,52089.243988306356,994.6170159658449,142.7102575022092
52,Lactating,365,Rs,361808.0506886096,441.540159686805,991.254933393451,1.2096990676350823
52,Lactating,365,Vt,361804.4134811285,2950.6154949738525,991.244968441448,8.083878068421514
52,Lactating,365,pctO2,361746.21260829957,49182.551399217526,991.0855139953413,134.7467161622398
53,Lactating,365,all,363044.33839014225,52092.1011545286,994.6420229866911,142.71808535487287
53,Lactating,365,Rs,361816.4194577723,441.5503726924729,991.2778615281433,1.2097270484725284
53,Lactating,365,Vt,361812.7801051434,2952.3183314150056,991.2678906990229,8.088543373739741
53,Lactating,365,pctO2,361754.5799471219,49183.689011879,991.1084382112929,134.74983290925755
54,Lactating,365,all,363051.88990966394,52094.375547378,994.662712081271,142.72431656815888
54,Lactating,365,Rs,361823.38527279,441.55887357317346,991.2969459528492,1.2097503385566397
54,Lactating,365,Vt,361819.74426410056,2953.6330324689984,991.2869705865769,8.092145294435612
54,Lactating,365,pctO2,361761.544571584,49184.635913293976,991.1275193742026,134.75242715970953
55,Lactating,365,all,363058.0960201319,52096.19305170501,994.679715123649,142.72929603206853
55,Lactating,365,Rs,361829.1343380155,441.56588956735277,991.3126968164809,1.2097695604585008
55,Lactating,365,Vt,361825.4920368944,2954.6591240900266,991.3027179092996,8.094956504356237
55,Lactating,365,pctO2,361767.2926542135,49185.41741524071,991.1432675457904,134.75456826093344
56,Lactating,365,all,363063.6244092502,52098.00924065361,994.6948613952061,142.7342718922017
56,Lactating,365,Rs,361834.1628514462,441.57202622080473,991.326473565606,1.2097863732076841
56,Lactating,365,Vt,361830.51913738466,2955.780669963046,991.3164907873553,8.098029232775469
56,Lactating,365,pctO2,361772.32030820055,49186.1009686326,991.1570419402755,134.75644100995234
57,Lactating,365,all,363068.14258617465,52099.43459934696,994.7072399621223,142.73817698451222
57,Lactating,365,Rs,361838.3002282506,441.5770753566969,991.3378088445222,1.209800206456704
57,Lactating,365,Vt,361834.6554376779,2956.635231175,991.3278231169259,8.100370496369864
57,Lactating,365,pctO2,361776.45697786915,49186.66338493859,991.1683752818333,134.75798187654408
58,Lactating,365,all,363071.94303139666,52100.634338900476,994.7176521408128,142.7414639421931
58,Lactating,365,Rs,361841.77998685,441.5813219542083,991.347342429726,1.2098118409704337
58,Lactating,365,Vt,361838.1342897073,2957.354891977055,991.3373542183762,8.102342169800151
58,Lactating,365,pctO2,361779.93614172883,49187.13640759754,991.1779072376132,134.75927782903437
59,Lactating,365,all,363075.1276701058,52101.63910920053,994.726377178372,142.7442167375357
59,Lactating,365,Rs,361844.6961695317,441.5848807798465,991.3553319713196,1.2098215911776617
59,Lactating,365,Vt,361841.0497134717,2957.9573454310166,991.3453416807444,8.103992727208265
59,Lactating,365,pctO2,361782.8518259939,49187.53282029306,991.1858954136819,134.76036389121387
60,Lactating,365,all,363077.8496157687,52102.53839822862,994.7338345637498,142.7466805430921
60,Lactating,365,Rs,361847.16961219354,441.5878992982734,991.3621085265577,1.20982986109116
60,Lactating,365,Vt,361843.5224537318,2958.5148962108055,991.3521163115939,8.105520263591249
60,Lactating,365,pctO2,361785.32484590966,49187.86904891101,991.1926708107114,134.7612850655096
61,Lactating,365,all,363080.1171458197,52103.26021602422,994.7400469748485,142.74865812609374
61,Lactating,365,Rs,361849.2429857919,441.5904295838987,991.3677890021695,1.2098367933805443
61,Lactating,365,Vt,361845.59527847276,2958.9505940537,991.357795283487,8.106713956311507
61,Lactating,365,pctO2,361787.39786513936,49188.15089394839,991.1983503154503,134.76205724369422
62,Lactating,365,all,363082.0632718536,52103.9236375633,994.7453788269962,142.7504757193515
62,Lactating,365,Rs,361851.001818461,441.59257601280234,991.3726077218109,1.2098426740076778
62,Lactating,365,Vt,361847.35358180193,2959.370755878586,991.362612552882,8.107865084598865
62,Lactating,365,pctO2,361789.15639719926,49188.38998171327,991.2031682115048,134.7627122786665
63,Lactating,365,all,363083.6837644899,52104.46843776213,994.749818532849,142.75196832263597
63,Lactating,365,Rs,361852.46993850835,441.59436766436676,991.376629968516,1.2098475826421007
63,Lactating,365,Vt,361848.82127118664,2959.7126006324092,991.3666336196894,8.108801645568244
63,Lactating,365,pctO2,361790.6242663242,49188.58955131806,991.2071897707513,134.763259044707
64,Lactating,365,all,363085.0779688867,52104.950954185966,994.7536382709225,142.753290285441
64,Lactating,365,Rs,361853.7265599633,441.5959012091203,991.3800727670227,1.2098517841345762
64,Lactating,365,Vt,361850.07750381343,2960.02122690071,991.3700753529135,8.109647196988247
64,Lactating,365,pctO2,361791.88067300495,49188.76037075998,991.2106319808355,134.76372704317802
65,Lactating,365,all,363086.20747517294,52105.31913991747,994.756732808693,142.75429901347252
65,Lactating,365,Rs,361854.7552923728,441.59715664462396,991.3828912119802,1.2098552236839013
65,Lactating,365,Vt,361851.1059513699,2960.247344569181,991.3728930174518,8.110266697449811
65,Lactating,365,pctO2,361792.90922958957,49188.90021199488,991.213449944081,134.76411016984898
66,Lactating,365,all,363087.17495230265,52105.64722938744,994.7593834309662,142.7551978887327
66,Lactating,365,Rs,361855.6304683266,441.598224684237,991.3852889543195,1.2098581498198273
66,Lactating,365,Vt,361851.98086645245,2960.454413563608,991.3752900450752,8.110834009763309
66,Lactating,365,pctO2,361793.7842559636,49189.01917945912,991.2158472766125,134.7644361081072
67,Lactating,365,all,363087.9446610883,52105.88781599311,994.7614922221597,142.7558570301181
67,Lactating,365,Rs,361856.33635655616,441.59908612997043,991.3872228946744,1.2098605099451245
67,Lactating,365,Vt,361852.68657425704,2960.5976460045918,991.3772234911152,8.111226427409841
67,Lactating,365,pctO2,361794.49002354685,49189.11513471514,991.2177808864298,134.76469899921955
68,Lactating,365,all,363088.67865443905,52106.164872692476,994.7635031628467,142.75661608956844
68,Lactating,365,Rs,361856.9870847297,441.5998802599549,991.3890057115883,1.209862685643712
68,Lactating,365,Vt,361853.3370671648,2960.7843657382946,991.3790056634651,8.111737988324094
68,Lactating,365,pctO2,361795.1406405018,49189.2035917624,991.219563398635,134.76494134729424
69,Lactating,365,all,363089.26622992434,52106.37464988694,994.7651129586968,142.75719082160805
69,Lactating,365,Rs,361857.5136550794,441.60052287129486,991.3904483700805,1.2098644462227257
69,Lactating,365,Vt,361853.86346512043,2960.9211962416384,991.3804478496451,8.112112866415448
69,Lactating,365,pctO2,361795.66712085326,49189.275171356174,991.2210058105569,134.76513745577034
70,Lactating,365,all,363089.7381588849,52106.53266765739,994.7664059147532,142.75762374700653
70,Lactating,365,Rs,361857.9415113559,441.60104501481334,991.3916205790573,1.2098658767529133
70,Lactating,365,Vt,361854.2911968293,2961.0200752225014,991.3816197173405,8.112383767732881
70,Lactating,365,pctO2,361796.09490400314,49189.333332204915,991.2221778191866,134.7652968005614
71,Lactating,365,all,363090.1526423589,52106.6796919155,994.7675414859149,142.75802655319316
71,Lactating,365,Rs,361858.3134103955,441.60149886972624,991.3926394805356,1.2098671201910307
71,Lactating,365,Vt,361854.6629755277,2961.1155918955205,991.3826382891169,8.112645457248002
71,Lactating,365,pctO2,361796.46673948003,49189.38388647975,991.2231965465206,134.76543530542398
72,Lactating,365,all,363090.49635660066,52106.79930845372,994.768483168769,142.75835426973623
72,Lactating,365,Rs,361858.6228951894,441.6018765560853,991.3934873840805,1.209868154948179
72,Lactating,365,Vt,361854.9723635859,2961.1923743770963,991.3834859276326,8.112855820211223
72,Lactating,365,pctO2,361796.7761713785,49189.42595644406,991.2240443051465,134.76555056560017
73,Lactating,365,all,363090.79037047084,52106.90620377528,994.7692886862214,142.75864713363092
73,Lactating,365,Rs,361858.88547708676,441.60219700349586,991.394206786539,1.20986903288629
73,Lactating,365,Vt,361855.2348566641,2961.2628694898613,991.384205086751,8.11304895750647
73,Lactating,365,pctO2,361797.03870839695,49189.46165064058,991.2247635846492,134.7656483579194
74,Lactating,365,all,363091.0282443531,52106.9879892834,994.7699403954879,142.75887120351615
74,Lactating,365,Rs,361859.1001309838,441.6024589609503,991.3947948794076,1.209869750577946
74,Lactating,365,Vt,361855.449444937,2961.314958580056,991.3847929998274,8.113191667342619
74,Lactating,365,pctO2,361797.25332560664,49189.49082972133,991.2253515770045,134.76572830060638
75,Lactating,365,all,363091.2482113231,52107.074192989014,994.7705430447209,142.75910737805208
75,Lactating,365,Rs,361859.2936516985,441.6026951280756,991.3953250731466,1.209870397611166
75,Lactating,365,Vt,361855.64289093413,2961.3742563918922,991.3853229888606,8.113354127101074
75,Lactating,365,pctO2,361797.4468132459,49189.51713605276,991.2258816801257,134.7658003727473
