V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
946.1665053157164,515.6189287719315,497.8229279675379,569.2444873226184,552.8412094391961,556.0083609326248,515.2936314578592,496.936419806133,453.6754815905806,391.7075209836239,153.2652908894588,142.8152083721261,148.1217911814456
971.9187709633695,525.6010701534522,513.2883526653668,585.9191336894871,564.5555446824469,563.8569323481729,516.8079921954886,495.9315673491119,452.72590827357726,394.6136986201809,266.974162904231,138.49217220488117,143.27629328450348
972.4729857096307,525.8158959100903,513.6211842127732,586.2779889075734,564.8076489991422,564.0258415259168,516.8405827668748,495.9099419101267,452.70547249747415,394.6762424958715,269.4212925864713,138.39913610369786,143.17201327962084
981.4395371792318,529.2915273632166,519.0060124236052,592.0838499114789,568.8864042950031,566.7585960152974,517.3678603929793,495.5600674020534,452.3748453543103,395.68812982705094,309.0130111335202,136.89391994800553,141.48488380980052
1012.4723677549977,541.3205311997899,537.642660204292,612.1776732159542,583.0027925726554,576.2165361566804,519.1927444961666,494.34916749604054,451.2305597109016,399.1902262814883,446.0381648996481,131.68443466284407,135.64580474202467
1003.4556786053977,537.825465285357,532.2277220013859,606.3393479584142,578.9012303673039,573.4685011025731,518.662518526211,494.7009983745402,451.56303560026026,398.1726808460335,406.22506392683044,133.19806743736808,137.34236802346732
978.6233022827513,528.1998931247041,517.3147333214545,590.2603318712659,567.6053395470508,565.9002862645975,517.2022518359099,495.66995678398234,452.4786894800545,395.37031395067515,296.5779540481017,137.3666816645673,142.01478127416067
976.2453112414291,527.2781317890901,515.8866398913513,588.7205776523499,566.5236256254625,565.175541002619,517.0624141875774,495.7627459068244,452.56637406951177,395.10195447975457,286.07795833239925,137.76587532844405,142.462219598513
1001.683325769065,537.138462563644,531.1633422802647,605.1917457556601,578.0950125541526,572.9283374525153,518.558295403272,494.7701555169315,451.6283882563994,397.97266845692957,398.3992576622877,133.4955925373888,137.67585060160582
997.9278129441585,535.6827436575388,528.9079834085446,602.760043274086,576.3866837863775,571.7837620193636,518.3374526529865,494.91669548902973,451.7668667428752,397.5488538095169,381.8168282558854,134.1260309613608,138.38248083538838
964.5908155514508,522.7605943692984,508.8875770535167,581.1742670918152,561.2221631649791,561.623576177989,516.3770721314163,496.21750389936915,452.99611482637374,393.7867290466611,234.61764890019913,139.72231702829686,144.6551076002279
964.0892032722498,522.5661584793382,508.5863357166329,580.8494720821875,560.993986953958,561.4706987632371,516.3475748455644,496.23707679202744,453.01461097123047,393.73012142976313,232.40278488640342,139.80652274652766,144.74949002378617
992.7862403243278,533.6897576610161,525.8202316251338,599.4308641494886,574.0478563538595,570.2167542676148,518.0351027234046,495.1173194632729,451.95645395178417,396.96862045960734,359.11426565490274,134.9891474224969,139.3499094747649
1003.5990778787228,537.8810499799204,532.3138398868441,606.4321992905911,578.9664606341998,573.5122051965363,518.6709511135532,494.6954029401768,451.5577479830272,398.18886364590617,406.8582419873801,133.1739949827952,137.31538628575072
980.0199707669673,528.7412723751094,518.1534972409479,591.1646776629996,568.240663951965,566.3259518154346,517.2843828586688,495.61545883117196,452.4271895792899,395.5279298579535,302.74492980439845,137.13222274535838,141.75198675753018
1006.6124462314428,539.0490974574902,534.1235067326061,608.3833616598449,580.3371985559861,574.4305957195788,518.84815209399585,494.5778214180473,451.4466348786027,398.5289262965953,420.1637398818548,132.66814044742114,136.7483965608235
993.6835984587804,534.0375932996556,526.3591366226685,600.0119054357642,574.4560516623446,570.4902439675093,518.0878718251606,495.08230458191974,451.9233653159363,397.06988852580434,363.07654154386637,134.83850779632667,139.18106425497717
966.6446823518176,523.5567180603392,510.12101890966414,582.5041501805244,562.156437631299,562.2495374227688,516.4978496694139,496.13736209247054,452.9203817962398,394.0185106632907,243.68647726402833,139.377534142699,144.2686558837877
992.1582093366636,533.4463191148078,525.443070016112,599.024212759276,573.7621740906638,570.0253479608728,517.9981713915076,495.141825209279,451.9796115828949,396.89774632230274,356.3412010952752,135.09457506567924,139.46807860487388
952.796769487125,518.1889641723649,501.80470777179266,573.5375973693156,555.8572212463855,558.0290802963204,515.6835238222311,496.6777071423812,453.43100127851903,392.45575516709414,182.54115618248125,141.70218506755373,146.87425313806307
1021.3859666332246,544.7756370703964,542.9956879387835,617.9492473051678,587.0574604963276,578.9331521749564,519.7169082476926,494.0013591961324,450.901885109256,400.1961378418746,485.3960718078388,130.18810766551906,133.96863873226175
1036.0379676145865,550.4550730982501,551.7948911215303,627.4364488692559,593.7224450001572,583.3986729045228,520.5785184577398,493.429638657527,450.36161617280686,401.84963575795973,550.0918359454627,127.72847436445045,131.21174576942212
973.19754654632,526.0967515369429,514.0563164536461,586.7471435787925,565.1372413022527,564.2466674349635,516.8831905318821,495.88166957296653,452.6787554836592,394.75801015580237,272.6205837313073,138.27750398226726,143.03568127456856
955.0781394661547,519.0732730710774,503.17477579226534,575.014789246442,556.8949836364559,558.7243781567377,515.817679673662,496.5886881698307,453.34687943510744,392.71321082185113,192.61452256170196,141.3192111939088,146.4449948511692
998.2773034924315,535.8182138376039,529.1178686213982,602.9863391418262,576.5456620099958,571.8902769786578,518.3580044277978,494.9030583807098,451.75397984182564,397.58829428553054,383.36000028461785,134.06736193779034,138.31672135077315
979.4121193845651,528.5056558852395,517.7884544167312,590.7710926097907,567.9641611009552,566.1406956888441,517.2486381874842,495.63917716972446,452.44960311995965,395.4593330161042,300.0609680904563,137.23426283559274,141.86635893104722
1047.3130003313927,554.8255223705721,558.5660689213064,634.7370563536597,598.851295212035,586.8349880117553,521.2415462120907,492.989687296219,449.945867501885,403.1220382867841,599.876630405849,125.8357331630159,129.09025680745071
981.9768557363449,529.4998037874117,519.3286970292036,592.4317648114261,569.1308227782761,566.9223557064288,517.3994573847795,495.5391012517457,452.3550325979677,395.7487669451875,311.3855358611645,136.8037202122805,141.38378296010978
1001.4899555686277,537.0635080448399,531.0472145455408,605.0665381426948,578.0070512312554,572.8694036154484,518.5469242779741,494.7777008150306,451.63551847108283,397.9508463710681,397.5454334716769,133.52805361796254,137.71223477503645
983.776773639682,530.1974913319589,520.4096308459482,593.5972154532528,569.9495795439329,567.4709204191322,517.5053014701525,495.468868521456,452.28866352437944,395.95189008898797,319.3330554040258,136.50156776089352,141.04511379077758
963.1315071668889,522.1949345235496,508.01119498130834,580.229361832382,560.5583447703598,561.1788197347987,516.2912575723435,496.2744460587828,453.04992447257064,393.62204414281314,228.1740872889377,139.96729131568372,144.92968832276074
988.0807556425078,531.865808886754,522.9943707859688,596.3840528852834,571.9073990520051,568.7826539412463,517.7583969239554,495.30092730223714,452.12996112037945,396.43760021701655,338.33724499298296,135.7790577450387,140.23528462745253
934.7126319825687,511.1791569653707,490.94434811922815,561.8280801616215,547.6310072032443,552.5175401998076,514.620086989702,497.38334952170317,454.0978247211742,390.4149360519441,102.69082747206267,144.73797157097306,150.27693045761498
1022.2567509110265,545.1131721010129,543.518634108284,618.5130819631681,587.4535677396393,579.1985429054412,519.7681146750915,493.96738122568695,450.8697763415694,400.29440701279145,489.2410110979117,130.0419289961037,133.80479359939
987.1294594427103,531.4970656743313,522.423073489467,595.7680865878401,571.4746680933958,568.4927254253012,517.7024559968722,495.33804684491315,452.1650386355095,396.33024516797286,334.136806114675,135.93875196122008,140.4142787322262
1041.1830343644874,552.4494134960066,554.8847412913983,630.7678904504496,596.0628618621872,584.9667455695408,520.881073859472,493.2288783424574,450.17190012347874,402.4302634251235,572.8098268429057,126.86477134324741,130.24365968109942
995.7555159825614,534.8407138458712,527.6034187717644,601.3534764059877,575.3985371431181,571.1217065687038,518.2097108350772,495.00145843645805,451.8469666944511,397.3037071907238,372.2250726968241,134.49069473345207,138.79121614835003
964.0235883100489,522.5407246849533,508.5469309018931,580.806986255657,560.9641396514057,561.4507011551113,516.3437163608814,496.2396370854358,453.01703041727706,393.72271669348174,232.11306267550117,139.81753753872454,144.7618360117358
999.3749591701629,536.2436891846376,529.7770615429208,603.6970735101795,577.0449697900003,572.2248117762642,518.422552016913,494.86022789659455,451.71350555668596,397.71216619749794,388.20668797738836,133.88309833710628,138.11018852174766
958.0235765592097,520.2149889067064,504.9436467797,576.9219659816674,558.2348206052898,559.6220651288718,515.9908859596617,496.4737573229504,453.2382711864684,393.0456073389905,205.62007065693433,140.8247602878855,145.8907869443692
949.4703394576311,516.899567142043,499.8070329327081,571.3837269035146,554.3440760706617,557.0152773167101,515.4879132650067,496.8075043196068,453.55365802803044,392.08036308728424,167.85333757789704,142.26059330712542,147.50014795962124
990.8285652473794,532.9309199857391,524.6445573407966,598.1632654047421,573.1573381189787,569.6201095738979,517.9199817350564,495.1937078726669,452.02864006705113,396.74769420767643,350.47017088604025,135.3177825910352,139.7182619373416
971.1613171041779,525.307464471689,512.8334666455621,585.4286807167641,564.2109898165077,563.6260815644328,516.7634501578827,495.9611231707968,452.75383816461726,394.528218938648,263.6296329467359,138.61932608225743,143.41881437883967
983.0568080163252,529.9184169102939,519.9772582428773,593.1310361923661,569.6220775372744,567.2514950027835,517.4629639264435,495.49696155356105,452.3152110971041,395.87064100503085,316.15405437780737,136.62242848326787,141.18058116912744
985.0171664453148,530.6782947115084,521.1545440040254,594.400372413224,570.5138163904035,567.8489575072681,517.5782427091794,495.4204684398683,452.24292603755293,396.09187007682976,324.8099974608349,136.29334286007452,140.81172381207398
967.247101372545,523.7902288480151,510.4827993498425,582.8942177680815,562.4304693791173,562.433137917224,516.5332748908327,496.11385572447034,452.8981685651579,394.08649445585615,246.3464524391984,139.27640598372182,144.15530585323268
967.8052671322874,524.0065861038894,510.81800366329253,583.2556312757372,562.6843709550167,562.6032512535421,516.5660978013752,496.0920761170855,452.87758710179514,394.14948420870587,248.8110277820424,139.18270662539362,144.0502824330806
979.4087998890064,528.5043691761617,517.7864609063618,590.7689432294096,567.9626511101706,566.1396839992976,517.2484429847082,495.6393066963183,452.4497255210126,395.45895840658795,300.046310890938,137.23482007974235,141.86698352109124
1014.5618977834605,542.1304787380154,538.8975194757518,613.5306483201362,583.9532897284853,576.8533665574578,519.3156192085703,494.2676341112947,451.1535116566747,399.4260325411278,455.2644638912925,131.33366498652958,135.2526426996228
942.2448435964982,514.0988069206217,495.46778901243556,566.7052030812565,551.0573019291501,554.8131479563363,515.0630183298695,497.0894429019663,453.82008654992114,391.2649562111692,135.94923269803348,143.47353823248977,148.85968367886653
998.9257927502628,536.0695824567629,529.5073163663681,603.4062373051565,576.8406504460359,572.0879183948318,518.3961388072844,494.87775435375534,451.73006784495465,397.6614771659979,386.2233981320378,133.95849996214747,138.19470283100418
991.9395354366184,533.3615563286294,525.3117462413109,598.8826209474018,573.6627024787626,569.9587022627929,517.985312283377,495.15035785680357,451.98767483074516,396.8730686800827,355.37564867152287,135.1312838815811,139.50922387485844
1011.4839561763977,540.937401254809,537.0490734089224,611.5376746323896,582.5531783620672,575.9152959097546,519.1346210010247,494.3877352794307,451.26700579584485,399.0786827122829,441.6738434365707,131.8503594424683,135.83178240670622
974.8849167523166,526.7508131325197,515.0696601809611,587.8397193490161,565.9048017391851,564.7609307525072,516.9824162553491,495.81582844968125,452.61653642513284,394.9484321413611,280.0711500395455,137.99424492739945,142.71818886840902
992.9317722262722,533.746169009074,525.9076302525575,599.5250963631984,574.1140567228404,570.2611083272259,518.0436607198694,495.1116408138196,451.9510876973054,396.98504392947325,359.75686031584155,134.96471696328263,139.32252646565485
990.1768401881181,532.6782970991771,524.2531663476468,597.7412720531552,572.8608777634095,569.4214819758099,517.8816570744239,495.21913816047345,452.0526713788886,396.674146162688,347.59248538969223,135.42718776108268,139.84088929942482
968.5052076979621,524.2778983752376,511.2383502945172,583.7088442695037,563.0027638509605,562.8165735915254,516.6072577725349,496.06476446199395,452.8517779208187,394.22847343810827,251.90160836587165,139.06520751204425,143.9185829319431
1015.3590615097015,542.439476832724,539.3762531044233,614.046813515597,584.3159080417904,577.096319799743,519.3624963829898,494.23652881206,451.12411752824755,399.51599353429174,458.78433237052377,131.19984500863393,135.10264987134542
1014.0885276086237,541.9469901053776,538.6132388266894,613.224140132701,583.7379604445273,576.7090965474308,519.2877826983017,494.2861049980811,451.17096641942226,399.3726120834972,453.174302607521,131.4131296990463,135.34171114191122
1001.7703281263674,537.1721865801246,531.2155912133801,605.248079965665,578.1345886751178,572.9548533414063,518.5634115726912,494.76676068815414,451.6251801846074,397.9824867893658,398.7834157028592,133.48098744040817,137.65948040159674
1025.5030997177594,546.3715278979714,545.4682164751459,620.615099668189,588.9302851189532,580.18793936469,519.9590160598796,493.8407088148233,450.7500724581623,400.66076181945846,503.5752318624345,129.4969640017598,133.19396671017603
997.9766165318221,535.7016609954792,528.9372922165667,602.7916437001163,576.4088838364542,571.7986359900019,518.3403225456018,494.91479117483686,451.7650671891879,397.5543613596865,382.03232001025845,134.1178382967837,138.3732980440709
948.8557850021792,516.6613523944592,499.4379646035932,570.9858015963573,554.0645240881331,556.8279782806426,515.4517744199356,496.8314842118225,453.57631873372156,392.01100979467356,165.13977851178515,142.36375864310048,147.6157813707623
967.6822245501542,523.9588921080442,510.744110910917,583.1759609440774,562.62840065415,562.5657513105762,516.5588622882756,496.09687723410843,452.88212409882817,394.13559868867287,248.267734488335,139.20336179958122,144.0734338940474
950.2471590887634,517.2006794205507,500.2735489928268,571.886719254448,554.697440147715,557.2520302469325,515.5335941058961,496.77719284621344,453.5250140553426,392.1680282220941,171.28337690816534,142.1301884951081,147.35398303803868
970.3553748092169,524.995063611752,512.3494610810014,584.9068313795271,563.8443782585555,563.3804528595501,516.7160567601532,495.99257100946033,452.7835559886262,394.4372672722575,260.0710027849136,138.7546197196216,143.57045896610452
966.4214321453312,523.4701813976978,509.9869468515226,582.3595952005696,562.0548843234192,562.1814969942834,516.4847214518036,496.1460733073045,452.928613788019,393.9933165787652,242.70071820484645,139.41501118375618,144.31066222298978
984.1545652899453,530.3439316381163,520.636512177422,593.841836344272,570.121431531787,567.5860607639802,517.5275174898998,495.4541271051776,452.2747330657794,395.99452438223034,321.0011906662112,136.43814782766822,140.97402922401125
958.6439442861722,520.4554570054672,505.31620624679954,577.3236553943991,558.5170169614148,559.8111358877554,516.0273666538828,496.44955059709537,453.2153961257527,393.11561666707075,208.35929816539556,140.72061907727038,145.7740597189877
987.2572868251917,531.5466143634377,522.4998397354018,595.8508550878255,571.5328149311208,568.5316836417933,517.7099728799249,495.3330590251571,452.16032520666977,396.3446706591276,334.701226646579,135.91729356197902,140.39022697221844
965.505495930864,523.1151444889318,509.4368848590491,581.7665245682681,561.6382381135477,561.9023452144088,516.43085986695,496.1818131046557,452.9623874606441,393.88995195137977,238.65641098894775,139.56876951462345,144.48300305939028
1030.3334330194991,548.2438707278238,548.3690546757753,623.7427506773333,591.1275342622871,581.6600900639064,520.2430635763935,493.65222938730767,450.57196169780036,401.20587139586314,524.9035203598878,128.68609532523442,132.28510027584525
1002.2118299006635,537.3433223237332,531.4807334163131,605.5339532964799,578.3354214820392,573.0894107528998,518.5893740632046,494.74953330518383,451.60890051780007,398.032310855353,400.7328623820222,133.4068724804165,137.57640825764975
1007.3904896201902,539.3506840912139,534.5907577156827,608.8871463964169,580.6911193027777,574.6677216169473,518.8939048978932,494.54746219367644,451.41794578182544,398.61672953408834,423.59918270166236,132.5375302030543,136.6020013793077
993.3109781089764,533.8931575026555,526.1353608959182,599.7706329727084,574.2865520246901,570.3766796906284,518.0659599034875,495.096844214243,451.93710509116227,397.02783782073857,361.43124010726024,134.90105962267353,139.25117579957077
1028.0552023805315,547.3607787059782,547.0008719739767,622.267591529524,590.0911999128571,580.9657489866718,520.1090923337019,493.7411258629254,450.6559677831028,400.9487700198333,514.8440157053874,129.06854219745674,132.7137678704139
966.0100185965317,523.3107085083383,509.73987401740055,582.0932040592761,561.8677382175119,562.056109633681,516.4605282979373,496.1621266488246,452.9437839999737,393.94688800928543,240.88412578514817,139.48407522943944,144.38807302298483
970.6700533582806,525.1170398995656,512.538440080797,585.1105864042954,563.9875210044415,563.4763580936396,516.7345614170317,495.98029226406743,452.77195272397694,394.4727791675805,261.46046277848654,138.70179459086285,143.51124964182327
1021.3661193709538,544.7679438374696,542.9837687412917,617.9363961609524,587.0484322621878,578.9271032836677,519.7157411303933,494.00213363557486,450.90261694508445,400.1938980517707,485.3084364193155,130.19143942800474,133.97237315582242
965.6095765214037,523.155488402126,509.49939005985425,581.8339169703443,561.6855828771731,561.9340660718667,516.4369803210498,496.1777518838462,452.9585496565087,393.9016975852892,239.11597779797467,139.5512974924186,144.46341945111817
977.4761150855874,527.755218277456,516.6257944352687,589.5175257395244,567.0835005912782,565.5506556430773,517.1347915481883,495.71471998616016,452.52099016019383,395.2408523404638,291.5125604254945,137.55926012782948,142.23063386077592
972.5126560883597,525.831273016499,513.6450081070807,586.3036755615399,564.8256944838395,564.0379319495241,516.8429155815802,495.90839397341006,452.70400971615436,394.68071935119315,269.5964567479232,138.39247663208698,143.1645489757284
974.4617476818503,526.5867835458623,514.815527613237,587.5657164826289,565.7123082155535,564.6319606371844,516.9575318185989,495.8323404912235,452.63214010301454,394.9006769455309,278.20265123122226,138.06528237402745,142.79781156526496
975.5559995663389,527.0109395081922,515.4726763997385,588.2742468876727,566.2100676589685,564.9654580536649,517.0218792478158,495.78964282299603,452.59179132726786,395.02416473487665,283.03430950889197,137.8815901685548,142.59191918757824
996.2555045319842,535.0345203426573,527.9036849839367,601.677220047156,575.625974742818,571.2740891159633,518.2391126375783,494.9819489016754,451.8285304220144,397.36013156754416,374.43276714798503,134.40676159095074,138.6971392427331
978.280491419637,528.0670121366952,517.1088595679898,590.0383611137663,567.4493998161352,565.7958070868044,517.1820928596621,495.6833332512333,452.49133007847195,395.3316272860702,295.0642761025374,137.42422936852654,142.079283921772
969.4839035166691,524.6572622791947,511.8261023274215,584.3425518780286,563.4479585021172,563.1148527461569,516.6648099328845,496.02657578719663,452.81569008887345,394.338920570809,256.2230299880857,138.9009137182902,143.73443336637956
1018.9772785921102,543.8419769063023,541.5491595427932,616.3896167140883,585.9617829510553,578.1990513246806,519.5752654637695,494.09534611477557,450.9907016011375,399.92431417345324,474.7605337958439,130.59245443872442,134.4218529463933
977.283423393013,527.6805267631389,516.5100741758481,589.3927574618338,566.9958479118482,565.4919285962596,517.1234603225121,495.7222388089076,452.52809535599226,395.21910682512316,290.66173217958203,137.59160730720032,142.266890367443
978.2209052440663,528.043915231861,517.0730753180164,589.9997789393046,567.4222949219079,565.777646884485,517.1785888974855,495.6856583016097,452.49352722272124,395.32490290642636,294.8011739388485,137.434232107531,142.09049554456124
980.345344747664,528.8673944461385,518.3488993413282,591.3753580023267,568.3886718958661,566.425116718407,517.3035164598887,495.60276275043,452.4151919378264,395.5646487470467,304.18161536962816,137.07760217310806,141.69076500093797
1002.1036571083529,537.3013921836341,531.4157706593767,605.4639111851188,578.2862152346875,573.0564427066206,518.5830129673777,494.7537542035543,451.61288921528467,398.0201034109987,400.2552264969072,133.42503146106174,137.5967618469149
981.0580705099633,529.143662539318,518.7769240735149,591.8368494378965,568.7128805938623,566.6423356272844,517.3454282639173,495.5749522174374,452.3889113233172,395.64508080299584,307.32864886158586,136.95795680714582,141.55665986123677
982.0198401434573,529.5164654837015,519.3545111505891,592.4595973057662,569.1503757668183,566.935456153341,517.4019850807631,495.5374240017645,452.353447617189,395.75361779304603,311.57533308187794,136.79650441429476,141.3756950948664
964.7807381483439,522.834212521568,509.00163434311025,581.2972423742076,561.308556222612,561.6814592817727,516.3882405205536,496.2100931266332,452.9891117365196,393.8081620658486,235.45625023176035,139.69043469737608,144.61937212140037
974.347251429467,526.5424022943412,514.7467673265251,587.4915799175224,565.660225517166,564.5970653768632,516.9507988720065,495.83680813077444,452.6363619679041,394.8877558902468,277.6970941712507,138.08450287473352,142.8193549648904
984.6375768260492,530.5311574732431,520.9265829091398,594.1545873334799,570.3411465323111,567.7332691916781,517.5559209599519,495.43528001283084,452.25692279336363,396.04903288038076,323.1339232844575,136.3570646185899,140.88314668130897
967.2638702630072,523.7967288367031,510.49286984291143,582.9050756600525,562.4380973061984,562.438248606752,516.5342609846257,496.11320140298267,452.8975502393314,394.0883868475821,246.42049530771692,139.2735909879102,144.15215065032407
997.2541501152589,535.4216172116735,528.5034177716948,602.3238451703496,576.0802442549352,571.5784484017208,518.2978379428696,494.9429817877999,451.7917069746336,397.47283005786994,378.84227675659076,134.23911882763696,138.50923596696884
