age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
31,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,699.4367747407764,215.8712414165184,340.79750459508523,1112.9843147027746,69943.67747407763,21587.12414165184,34079.75045950852,111298.43147027744
31,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1001.4869425816726,350.6418249663736,458.87507251791413,1741.9185489498827,72107.05986588042,25246.211397578896,33039.005221289815,125418.13552439155
32,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,859.8935817571363,325.3202796273648,379.6369092556587,1571.070046497507,63632.12505002808,24073.700692424998,28093.13128491874,116259.18344081551
32,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1456.8599152855747,444.73689880356807,713.9015287914137,2297.860484793492,173366.3299189834,52923.690957624596,84954.28192617823,273445.3976904256
32,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,700.0684462926339,216.14260108113777,341.01026326632837,1114.0958515938523,70006.84462926339,21614.260108113776,34101.02632663284,111409.58515938523
32,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1002.3904679164464,351.05621897783095,459.1611167143802,1743.6464691788897,72172.11368998414,25276.047766403826,33059.600403435375,125542.54578088006
33,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,860.5482056620465,325.6442902720856,379.82555623891903,1572.4009598626103,63680.56721899144,24097.677480134334,28107.091161680008,116357.67102983317
33,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1457.9711177176357,445.23058100839495,714.2549307048115,2299.824063099639,173498.56300839866,52982.439139999,84996.33675387257,273679.06350885704
33,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,700.6023493326219,216.3808605622696,341.17904243390404,1115.0477183371872,70060.2349332622,21638.08605622696,34117.904243390396,111504.7718337187
33,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1003.1540395135241,351.41786548778197,459.38796018866833,1745.1249432095908,72227.09084497373,25302.0863151203,33075.93313358412,125648.99591109055
