age_yrs,Vt_mean_f,Vt_sd_f,quant025_f,quant975_f
0,18.670971900531416,0.5129310328668124,17.67831759034687,19.678782929851533
0.04246575342465753,23.632081272915396,0.5792684785066955,22.496651727374644,24.7555424538016
0.08493150684931507,28.936233230779862,0.7268913136656175,27.511071095016852,30.348200044549934
0.1232876712328767,33.96232022983742,0.8970268893762807,32.18412514300776,35.73031906362098
0.16164383561643836,39.148876829869316,1.0490501782672053,37.08178876400739,41.16448084690193
0.20410958904109588,45.00286251874188,1.223470031322683,42.60859755000312,47.42094265284901
0.2465753424657534,50.924548675839645,1.4120062688896766,48.106658420339485,53.71683471094266
0.2876712328767123,56.648324127936725,1.5370240913380855,53.6064710913132,59.66478031511559
0.3287671232876712,62.37416055290724,1.656606267240324,59.073925087349544,65.61544366480844
0.37123287671232874,68.13930612884928,1.7634508370573594,64.6335333980358,71.57689899079588
0.4136986301369863,73.79947084581946,1.8287006170035642,70.24076792069248,77.36708627599864
0.4547945205479452,79.15386808630807,1.8486423235669975,75.51607027961697,82.74035411178508
0.4958904109589041,84.33792910875206,1.8863738372951555,80.62217919442881,88.01309081326275
0.5383561643835616,89.46565754959981,1.8613651272978886,85.85507066515592,93.21184260444689
0.5808219178082191,94.37346605364694,1.8781523753153442,90.73517562096157,98.06632587311904
0.6232876712328768,99.12506444556345,1.8830317859282022,95.40671494977259,102.7968105569645
0.6657534246575343,103.66541017892409,1.8695685753725604,99.88514616189119,107.33812871198502
0.7068493150684931,107.83519022497686,1.8677352715886355,104.14061231184749,111.45151742667518
0.7479452054794521,111.76848042103165,1.9209925965321974,108.03494025830256,115.6046419851671
0.7904109589041096,115.70265337791093,1.9865656852761298,111.83632234274262,119.58664274574303
0.8328767123287671,118.25779859836351,4.341793265435495,109.7075237802887,126.82503935613792
0.873972602739726,119.66491753636633,4.308876526076467,111.23761949119466,128.12854268530106
0.915068493150685,121.16112143183933,4.254442024019271,112.88943643845884,129.593784315155
0.9575342465753424,122.53607999489151,4.209668546894075,114.31763637410388,130.7828142671084
1,124.06374909712389,4.1651108008642765,115.79405116444863,132.27431223559128
