age_yrs,mean_masschange,sd_masschange,sex,mean_P,sd_P,p_lipid,p_protein,mean_P_perday,sd_P_perday
45,1.461789890273924,0.4588317731599884,Female,39.13623187426479,12.281862263732831,0.6100136232181438,0.10739202587328929,0.1072225530801775,0.033648937708857074
46,1.2209856524136318,0.3912610218997406,Female,32.68920758140243,10.473046830931509,0.6100136232181438,0.10739202587328929,0.08955947282576007,0.02869327898885345
47,1.0197072165950105,0.31569544591683146,Female,27.30044288834601,8.45049258368117,0.6100136232181438,0.10739202587328929,0.074795733940674,0.02315203447583882
48,0.8515831828427712,0.25171414568597633,Female,22.799312446512257,6.73801705214395,0.6100136232181438,0.10739202587328929,0.062463869716471936,0.018460320690805342
49,0.7115596678952747,0.25099673233759623,Female,19.05039841871769,6.718268800765207,0.6100136232181438,0.10739202587328929,0.052192872380048466,0.018406215892507415
50,0.5945376592272047,0.24102657486219173,Female,15.917333861295294,6.451131885482331,0.6100136232181438,0.10739202587328929,0.04360913386656245,0.017674333932828305
51,0.49610272858722093,0.1411474399026784,Female,13.282097512748589,3.7783948775403995,0.6100136232181438,0.10739202587328929,0.036389308254105725,0.010351766787781916
52,0.41461769232179785,0.15374017865704315,Female,11.100433975379708,4.114995099107026,0.6100136232181438,0.10739202587328929,0.030412147877752625,0.011273959175635688
53,0.34641406250736856,0.14496228667447078,Female,9.274404383368676,3.8799196499289965,0.6100136232181438,0.10739202587328929,0.0254093270777224,0.01062991684912054
54,0.2892546123568868,0.11196908908992048,Female,7.744116346072176,2.996915356314649,0.6100136232181438,0.10739202587328929,0.02121675711252651,0.008210727003601778
55,0.24157484436078094,0.092312229535635,Female,6.467604475606855,2.4707977057769877,0.6100136232181438,0.10739202587328929,0.01771946431673111,0.006769308782950651
56,0.20174251364559084,0.07456993986115372,Female,5.401191744921162,1.9959339808098857,0.6100136232181438,0.10739202587328929,0.014797785602523731,0.005468312276191468
57,0.16855822600808407,0.0707277070133753,Female,4.512741197888247,1.893027882071452,0.6100136232181438,0.10739202587328929,0.012363674514762321,0.005186377759099868
58,0.14076143232125207,0.05684011097763449,Female,3.7685535258962406,1.5213401915049152,0.6100136232181438,0.10739202587328929,0.010324804180537646,0.0041680553191915486
59,0.117629624190701,0.05625221745214621,Female,3.1492359571628734,1.5055540592312162,0.6100136232181438,0.10739202587328929,0.008628043718254447,0.004124805641729359
60,0.09823361483915723,0.04573248134980275,Female,2.629959413712198,1.2240054499365793,0.6100136232181438,0.10739202587328929,0.007205368256745748,0.0033534395888673405
61,0.08202746778465167,0.03606505622347607,Female,2.19608477762978,0.9652720652789553,0.6100136232181438,0.10739202587328929,0.006016670623643233,0.002644581000764261
62,0.0685375498559831,0.03393320039627342,Female,1.8349172989458158,0.9081954422233764,0.6100136232181438,0.10739202587328929,0.005027170682043331,0.002488206691022949
63,0.05721120694121269,0.02433006345146249,Female,1.5316918236148034,0.6511924823779337,0.6100136232181438,0.10739202587328929,0.00419641595510905,0.0017840889928162568
64,0.04783682640319829,0.02748544795574045,Female,1.2807005332505947,0.7356143618524025,0.6100136232181438,0.10739202587328929,0.0035087685842482047,0.0020153818132942532
65,0.03991364016887481,0.01782876187422668,Female,1.0685894865489103,0.47718081644396865,0.6100136232181438,0.10739202587328929,0.002927642428901124,0.0013073447025862155
66,0.033339641923115934,0.0154464439459782,Female,0.8925857059714082,0.41341616367649464,0.6100136232181438,0.10739202587328929,0.0024454402903326252,0.0011326470237712181
67,0.027848981384864763,0.01343976770563078,Female,0.7455858522991352,0.3597061521219249,0.6100136232181438,0.10739202587328929,0.0020427009652031103,9.85496307183356e-4
68,0.02328624452476918,0.01477705100743639,Female,0.6234227585203851,0.3954869068040763,0.6100136232181438,0.10739202587328929,0.0017080075575900962,0.0010835257720659625
69,0.01943055528193266,0.01000577894781984,Female,0.5202025303935385,0.26779543539771267,0.6100136232181438,0.10739202587328929,0.0014252124120370916,7.33686124377295e-4
70,0.01624850293647793,0.01102181751168877,Female,0.4350058238491741,0.29498239773691665,0.6100136232181438,0.10739202587328929,0.00119179677766897,8.081709527038813e-4
71,0.013545379821417014,0.00590862212055762,Female,0.3626445050783459,0.15814302047559275,0.6100136232181438,0.10739202587328929,9.935465892557422e-4,4.3326854924819933e-4
72,0.01133332930441851,0.00760690191494912,Female,0.30341669077975464,0.20358740387202462,0.6100136232181438,0.10739202587328929,8.312786048760401e-4,5.577737092384236e-4
73,0.00945830154587367,0.00541642251257894,Female,0.25322026023209115,0.144963957651431,0.6100136232181438,0.10739202587328929,6.937541376221676e-4,3.9716152781213974e-4
74,0.007897910492527097,0.00432170220929736,Female,0.21144545988195126,0.11566558867382623,0.6100136232181438,0.10739202587328929,5.793026298135651e-4,3.168920237639075e-4
75,0.006602901805905746,0.0044828068661529,Female,0.17677324611401019,0.1199755909072424,0.6100136232181438,0.10739202587328929,4.843102633260553e-4,3.2870024906093807e-4
