phase,age_yrs,sex,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Ts,mass,mass_sd,pctbodywt,pctbodywt_sd
2,23,N/A,Es,1293.6149868833495,142.73525860438906,958.016661824029,1625.0979340459303,1293.6149868833495,142.73525860438906,958.016661824029,1625.0979340459303,446.0741334080515,49.219054691168644,330.3505730427687,560.3785979468726,365,19775.715279992397,0,2.2556662406004415,0.2488863436508152
2,24,N/A,Es,1297.5253444763923,143.33265647079145,960.4003749616202,1630.35276619199,1297.5253444763923,143.33265647079145,960.4003749616202,1630.35276619199,447.42253257806635,49.42505395544533,331.1725430902139,562.1906090317207,365,19837.37016881875,0,2.2554528587733103,0.24915124099026895
2,25,N/A,Es,1300.7888095641297,143.83342775369093,962.3837446135542,1634.942964611409,1300.7888095641297,143.83342775369093,962.3837446135542,1634.942964611409,448.5478653669413,49.59773370816928,331.85646365984627,563.7734360728997,365,19888.963688312964,0,2.2552601150884213,0.2493731422382435
2,26,N/A,Es,1303.5286047133438,144.2765205420688,963.9642519689553,1638.9586047677171,1303.5286047133438,144.2765205420688,963.9642519689553,1638.9586047677171,449.4926223149461,49.750524324851305,332.4014661961915,565.1581395750748,365,19932.12815085348,0,2.2551160564141726,0.24959966115169202
2,27,N/A,Es,1305.8187811357177,144.64468530307136,965.2941888788088,1642.1507174721532,1305.8187811357177,144.64468530307136,965.2941888788088,1642.1507174721532,450.2823383226613,49.877477690714265,332.86006513062375,566.258868093846,365,19968.23192387259,0,2.254993531922753,0.24978414654271078
2,28,N/A,Es,1307.7375112028406,144.96118838368756,966.3785764911681,1644.994065101822,1307.7375112028406,144.96118838368756,966.3785764911681,1644.994065101822,450.94396938028984,49.98661668403019,333.2339918935063,567.2393327937316,365,19998.42627751147,0,2.25489727602908,0.24995275123343527
2,29,N/A,Es,1309.3387510658256,145.2299480438239,967.2705197520389,1647.3890793322175,1309.3387510658256,145.2299480438239,967.2705197520389,1647.3890793322175,451.49612105718126,50.079292428904786,333.54155853518586,568.0651997697302,365,20023.66864674983,0,2.2548121876280973,0.25010048514278366
2,30,N/A,Es,1310.6785499722898,145.4523180086557,968.0274331594053,1649.3804688315413,1310.6785499722898,145.4523180086557,968.0274331594053,1649.3804688315413,451.9581206800999,50.155971727122655,333.80256315841564,568.7518858039798,365,20044.771722016147,0,2.2547431666866644,0.2502197202477188
2,31,N/A,Es,1311.802418055415,145.65293161145567,968.6115770390796,1651.1237502206418,1311.802418055415,145.65293161145567,968.6115770390796,1651.1237502206418,452.345661398419,50.225148831536444,334.00399208244124,569.3530173174627,365,20062.41189294401,0,2.254692326187909,0.25034452038740534
2,1,N/A,E_FnU,,,,,,,,,,,,,0,6072.85586571626,0,,
