phase,age_yrs,sex,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Ts,mass,mass_sd,pctbodywt,pctbodywt_sd
2,2,N/A,E_FnU,524.760847427146,22.330389844873032,489.55289386199956,563.2574776949606,524.760847427146,22.330389844873032,489.55289386199956,563.2574776949606,180.9520163541883,7.700134429266563,168.81134271103437,194.22671644653815,365,7675.179520625737,0,2.3576258492444455,0.10032513778438361
2,3,N/A,E_FnU,624.2356633851308,26.5448424706687,582.4122779856206,670.0514254116063,624.2356633851308,26.5448424706687,582.4122779856206,670.0514254116063,215.25367702935546,9.153393955403,200.8318199950416,231.0522156591746,365,9210.791417666447,0,2.3369726581420074,0.09937684548850648
2,4,N/A,E_FnU,716.2998024017136,30.4542852244852,668.2905132655387,768.8601026555398,716.2998024017136,30.4542852244852,668.2905132655387,768.8601026555398,246.99993186265988,10.501477663615587,230.44500457432372,265.1241733294965,365,10639.339994278627,0,2.3215719395703647,0.09870422102557888
2,5,N/A,E_FnU,799.689298480683,33.99943644511181,746.0945374240878,858.3537728915048,799.689298480683,33.99943644511181,746.0945374240878,858.3537728915048,275.7549305105803,11.723943601762695,257.2739784220992,295.98405961776024,365,11939.114939596924,0,2.309676486956495,0.09819776140088408
2,6,N/A,E_FnU,873.9760609354445,37.15855364547616,815.3902693399012,938.1039635690895,873.9760609354445,37.15855364547616,815.3902693399012,938.1039635690895,301.37105549498085,12.81329436050902,281.1690583930694,323.4841253686516,365,13101.81252962314,0,2.3002241469535782,0.0977978759163148
2,7,N/A,E_FnU,939.3105611115649,39.93641785552682,876.3451957793205,1008.2321290276857,939.3105611115649,39.93641785552682,876.3451957793205,1008.2321290276857,323.90019348674656,13.771178570871317,302.1879985445933,347.6662513888572,365,14128.199527463556,0,2.2925794108238824,0.09747299041255589
2,8,N/A,E_FnU,996.3380034135869,42.35990327086078,929.5623016549116,1069.4149436842183,996.3380034135869,42.35990327086078,929.5623016549116,1069.4149436842183,343.56482876330585,14.606863196848543,320.5387247085902,368.76377368421316,365,15025.054546560485,0,2.286612855205602,0.09721670661217219
2,9,N/A,E_FnU,1045.6076658945838,44.4520861919603,975.5457893226936,1122.3282640566485,1045.6076658945838,44.4520861919603,975.5457893226936,1122.3282640566485,360.5543675498565,15.328305583434586,336.39509976644604,387.0097462264306,365,15802.21989854219,0,2.2816690937399176,0.09700096367377267
2,10,N/A,E_FnU,1087.9922921086556,46.25168154287041,1015.0625681347444,1167.8011487738977,1087.9922921086556,46.25168154287041,1015.0625681347444,1167.8011487738977,375.1697558995365,15.948855704438072,350.0215752188774,402.69005130134406,365,16471.25524485279,0,2.2777241340897545,0.09682841694425223
2,11,N/A,E_FnU,1124.2361671819992,47.78961789932064,1048.8565099736136,1206.6332015044159,1124.2361671819992,47.78961789932064,1048.8565099736136,1206.6332015044159,387.66764385586185,16.479178585972637,361.67465861159087,416.08041431186757,365,17044.13686263004,0,2.2744926714701457,0.09668532187220288
2,12,N/A,E_FnU,1155.1251956151177,49.10036848747565,1077.6907126112167,1239.8436944724044,1155.1251956151177,49.10036848747565,1077.6907126112167,1239.8436944724044,398.31903297073023,16.931161547405395,371.6174871073161,427.53230843876014,365,17532.564883176387,0,2.2718811287727942,0.09656979261289901
2,13,N/A,E_FnU,1181.3546494762247,50.21331069672193,1102.136170745267,1267.9885474541345,1181.3546494762247,50.21331069672193,1102.136170745267,1267.9885474541345,407.3636722331809,17.314934723007564,380.04695542940243,437.23743015659807,365,17947.517365664335,0,2.269749425135058,0.09647537523007514
2,14,N/A,E_FnU,1203.5774396503339,51.15652624960633,1122.8921675457457,1291.835886812763,1203.5774396503339,51.15652624960633,1122.8921675457457,1291.835886812763,415.0267033277013,17.640181465381495,387.20419570542964,445.46065062509075,365,18299.027763530143,0,2.268025977614216,0.09639955572141529
2,15,N/A,E_FnU,1222.370608690034,51.954340810667,1140.4126257926087,1312.0164233584726,1222.370608690034,51.954340810667,1140.4126257926087,1312.0164233584726,421.50710644483934,17.915289934712757,393.24573303193404,452.41945633050784,365,18596.10321716741,0,2.2666421105670977,0.0963389465281837
2,16,N/A,E_FnU,1238.2194925211686,52.62757387169911,1155.2066981087798,1329.041260106218,1238.2194925211686,52.62757387169911,1155.2066981087798,1329.041260106218,426.972238800403,18.14743926610314,398.3471372788896,458.2900896917994,365,18846.663912909844,0,2.2655056660077104,0.09628992881690994
2,17,N/A,E_FnU,1251.5818628223649,53.1953969946689,1167.6767612733197,1343.3878506446622,1251.5818628223649,53.1953969946689,1167.6767612733197,1343.3878506446622,431.5799526973672,18.343240342989276,402.6471590597654,463.2371898774697,365,19057.66679204026,0,2.264600160170832,0.09625123863877515
2,18,N/A,E_FnU,1262.817512846869,53.673140363072655,1178.1533590981658,1355.4408827273637,1262.817512846869,53.673140363072655,1178.1533590981658,1355.4408827273637,435.45431477478246,18.507979435542296,406.2597789993676,467.39340783702204,365,19235.108619679897,0,2.2638516027367728,0.09621978124213108
2,19,N/A,E_FnU,1272.2730786236732,54.07562781148842,1186.96148746703,1365.569733471287,1272.2730786236732,54.07562781148842,1186.96148746703,1365.569733471287,438.71485469781834,18.646768210858074,409.2970646438035,470.8861149900989,365,19384.1694975783,0,2.263263611848977,0.09619585823982632
2,20,N/A,E_FnU,1280.2026017082353,54.4133081089966,1194.3791401077679,1374.072570839841,1280.2026017082353,54.4133081089966,1194.3791401077679,1374.072570839841,441.4491730028398,18.76320969275745,411.8548758992303,473.81812787580725,365,19509.264751435097,0,2.262766837332334,0.09617589351427111
2,21,N/A,E_FnU,1286.855836607215,54.69691827036983,1200.5742986857024,1381.2408185298805,1286.855836607215,54.69691827036983,1200.5742986857024,1381.2408185298805,443.74339193352245,18.861006300127528,413.99113747782843,476.2899374240967,365,19614.163674665208,0,2.262362032324056,0.09616013516033568
2,22,N/A,E_FnU,1292.4397954595704,54.935112647065914,1205.766569035879,1387.2176979039446,1292.4397954595704,54.935112647065914,1205.766569035879,1387.2176979039446,445.6688949860588,18.943142292091697,415.78157552961346,478.35093031170504,365,19702.079708881447,0,2.262039853514332,0.09614793246193379
2,23,N/A,E_FnU,1297.115945714205,55.13484103223627,1210.1499636395888,1392.2087397331547,1297.115945714205,55.13484103223627,1210.1499636395888,1392.2087397331547,447.2813605911052,19.01201414904699,417.29309091020303,480.0719792183292,365,19775.715279992397,0,2.261770834876609,0.09613818706361503
2,24,N/A,E_FnU,1301.037498131042,55.302477530860536,1213.8261125203962,1396.457298775569,1301.037498131042,55.302477530860536,1213.8261125203962,1396.457298775569,448.63362004518683,19.06981983822777,418.56072845530906,481.5369995777824,365,19837.37016881875,0,2.261557939521484,0.09613078586496586
2,25,N/A,E_FnU,1304.3103158904673,55.442416753101334,1216.8754073462383,1399.9499960857638,1304.3103158904673,55.442416753101334,1216.8754073462383,1399.9499960857638,449.7621778932646,19.118074742448737,419.61220942973733,482.74137796060813,365,19888.963688312964,0,2.261365574102542,0.09612403663687508
2,26,N/A,E_FnU,1307.0579333672792,55.56017772661333,1219.4255488149015,1402.8740585629241,1307.0579333672792,55.56017772661333,1219.4255488149015,1402.8740585629241,450.70963219561355,19.158681974694254,420.4915685568626,483.7496753665256,365,19932.12815085348,0,2.2612218263121817,0.09611960062515398
2,27,N/A,E_FnU,1309.3546515663104,55.65860828514968,1221.5677410568776,1405.3185824785348,1309.3546515663104,55.65860828514968,1221.5677410568776,1405.3185824785348,451.50160398838295,19.192623546603336,421.2302555368544,484.5926146477707,365,19968.23192387259,0,2.261099559088153,0.09611578841719086
2,28,N/A,E_FnU,1311.2788512596012,55.74118574206622,1223.3459587305076,1407.3642230657797,1311.2788512596012,55.74118574206622,1223.3459587305076,1407.3642230657797,452.16512112400045,19.221098531746975,421.84343404500265,485.29800795371716,365,19998.42627751147,0,2.26100351522393,0.09611305542257287
2,29,N/A,E_FnU,1312.884655598643,55.810161854606186,1224.83545642855,1409.0701880871609,1312.884655598643,55.810161854606186,1224.83545642855,1409.0701880871609,452.7188467581527,19.244883398140065,422.3570539408793,485.8862717541934,365,20023.66864674983,0,2.260918589619372,0.09611067650814241
2,30,N/A,E_FnU,1314.2282738535312,55.86785834641934,1226.1068113115334,1410.5477087268337,1314.2282738535312,55.86785834641934,1226.1068113115334,1410.5477087268337,453.1821633977694,19.2647787401446,422.7954521763908,486.3957616299427,365,20044.771722016147,0,2.2608497102514638,0.09610874599776638
2,31,N/A,E_FnU,1315.3553293521575,55.916437993138196,1227.1580988857436,1411.8031994801995,1315.3553293521575,55.916437993138196,1227.1580988857436,1411.8031994801995,453.5708032248819,19.281530342461448,423.15796513301507,486.82868947593084,365,20062.41189294401,0,2.260798978932357,0.09610773841824471
