age_yrs,Lifestage,no_days,MC_variable,Es,Es_sd,Es_perday,Es_sd_perday,Lifestage_f
16,Lactating,365,Rs,334545.2334677457,408.2694001050273,916.5622834732759,1.118546301657609,Lactating
16,Lactating,365,Vt,334542.97262574505,1858.7745048587174,916.5560893856028,5.092532890023883,Lactating
16,Lactating,365,pctO2,334488.05498601997,45476.56722694541,916.4056300986848,124.59333486834359,Lactating
17,Lactating,365,all,339591.3884899214,47875.439981850344,930.3873657258121,131.1655889913708,Lactating
17,Lactating,365,Rs,338843.7533338365,413.51519036447075,928.3390502296891,1.1329183297656733,Lactating
17,Lactating,365,Vt,338841.48029240407,1869.4744059892516,928.3328227189153,5.121847687641785,Lactating
17,Lactating,365,pctO2,338785.84017465904,46060.88859252089,928.1803840401617,126.19421532197504,Lactating
18,Lactating,365,all,343238.9481056564,48403.372176681914,940.3806797415244,132.61197856625182,Lactating
18,Lactating,365,Rs,342476.82376660936,417.94888523661865,938.2926678537243,1.1450654390044346,Lactating
18,Lactating,365,Vt,342474.50808845204,1903.8096990709225,938.2863235300056,5.215916983755952,Lactating
18,Lactating,365,pctO2,342418.28966463974,46554.75176929859,938.1323004510677,127.54726512136601,Lactating
19,Lactating,365,all,346342.51723559626,48887.14051364933,948.8836088646473,133.93737127027214,Lactating
19,Lactating,365,Rs,345551.7689865862,421.70146011955114,946.7171753057156,1.155346466080962,Lactating
19,Lactating,365,Vt,345549.37105646206,1969.0292281107577,946.7106056341427,5.39460062496098,Lactating
19,Lactating,365,pctO2,345492.70933326666,46972.745926817915,946.555368036347,128.69245459402168,Lactating
20,Lactating,365,all,348960.01460728573,49305.36716400806,956.0548345405089,135.0831977096111,Lactating
20,Lactating,365,Rs,348140.30855904607,424.8604395120886,953.8090645453317,1.1640012041427084,Lactating
20,Lactating,365,Vt,348137.8276693897,2034.7355412518275,953.8022675873691,5.574617921237883,Lactating
20,Lactating,365,pctO2,348080.8064879371,47324.62029868196,953.6460451724305,129.65649396899167,Lactating
21,Lactating,365,all,351177.10379841854,49678.88517598426,962.1290515025165,136.106534728724,Lactating
21,Lactating,365,Rs,350323.7917830592,427.52509976375893,959.7912103645457,1.1713016431883807,Lactating
21,Lactating,365,Vt,350321.2150133347,2110.5466976798266,959.7841507214649,5.782319719670758,Lactating
21,Lactating,365,pctO2,350263.916523983,47621.43314098873,959.6271685588575,130.46967983832528,Lactating
22,Lactating,365,all,353048.3125032445,50003.88232915285,967.2556506938205,136.99693788809,Lactating
22,Lactating,365,Rs,352162.0466709978,429.7684532635516,964.8275251260214,1.1774478171604152,Lactating
22,Lactating,365,Vt,352159.3760278929,2184.776706154406,964.820208295597,5.985689605902482,Lactating
22,Lactating,365,pctO2,352101.8572283286,47871.317203377155,964.662622543366,131.15429370788263,Lactating
23,Lactating,365,all,354633.05685630144,50294.67026773607,971.5974160446615,137.79361717187965,Lactating
23,Lactating,365,Rs,353711.56263981265,431.65943807443574,969.0727743556511,1.1826285974642075,Lactating
23,Lactating,365,Vt,353708.7918443591,2263.9562399444535,969.0651831352303,6.202619835464256,Lactating
23,Lactating,365,pctO2,353651.10836308915,48081.9514019117,968.9071462002443,131.73137370386766,Lactating
24,Lactating,365,all,355968.6503338288,50546.75582118166,975.2565762570653,138.48426252378536,Lactating
24,Lactating,365,Rs,355014.16627626086,433.24909816229547,972.6415514418106,1.1869838305816314,Lactating
24,Lactating,365,Vt,355011.30176410667,2338.0872530361066,972.6337034633059,6.405718501468785,Lactating
24,Lactating,365,pctO2,354953.48936627054,48259.021453781716,972.4753133322481,132.21649713364855,Lactating
25,Lactating,365,all,357088.4375776185,50758.44179381212,978.3244865140233,139.06422409263595,Lactating
25,Lactating,365,Rs,356106.1410710852,434.5817128577479,975.6332632084525,1.1906348297472544,Lactating
25,Lactating,365,Vt,356103.197553024,2400.6316140075915,975.6251987754082,6.577072915089292,Lactating
25,Lactating,365,pctO2,356045.27752725704,48407.45957275359,975.4665137733069,132.62317691165367,Lactating
26,Lactating,365,all,358044.169084398,50954.65745988691,980.9429289983507,139.60180125996413,Lactating
26,Lactating,365,Rs,357030.818537082,435.7101626952182,978.1666261289918,1.193726473137584,Lactating
26,Lactating,365,Vt,357027.7869468936,2470.3408310783025,978.1583204024482,6.768057071447404,Lactating
26,Lactating,365,pctO2,356969.7969528805,48533.15604886166,977.9994437065219,132.96755081879905,Lactating
27,Lactating,365,all,358841.3870952273,51116.709002151394,983.1270879321296,140.04577808808602,Lactating
27,Lactating,365,Rs,357802.8991976028,436.6523877714393,980.2819156098708,1.1963079117025734,Lactating
27,Lactating,365,Vt,357799.7963041954,2526.8207999957563,980.2734145320422,6.92279671231714,Lactating
27,Lactating,365,pctO2,357741.7456539665,48638.109204818626,980.1143716547027,133.25509371183185,Lactating
28,Lactating,365,all,359515.3294555192,51259.09218350226,984.9735053575869,140.4358689958966,Lactating
28,Lactating,365,Rs,358453.05592952215,437.4458203849115,982.0631669301977,1.198481699684689,Lactating
28,Lactating,365,Vt,358449.8856058933,2580.2456505944456,982.0544811120363,7.06916616601218,Lactating
28,Lactating,365,pctO2,358391.79126496374,48726.488572896,981.8953185341472,133.49722896683835,Lactating
29,Lactating,365,all,360082.9864376045,51381.50521613492,986.5287299660397,140.77124716749293,Lactating
29,Lactating,365,Rs,358999.51077074907,438.11269818765174,983.5603034815043,1.20030876215795,Lactating
29,Lactating,365,Vt,358996.2803568208,2627.8714391018,983.5514530323858,7.199647778361096,Lactating
29,Lactating,365,pctO2,358938.15270937904,48800.77117458174,983.3921992037782,133.70074294405958,Lactating
30,Lactating,365,all,360556.1516207998,51482.04285370603,987.825072933698,141.04669274987953,Lactating
30,Lactating,365,Rs,359455.70994367445,438.66943056350425,984.8101642292451,1.2018340563383678,Lactating
30,Lactating,365,Vt,359452.4314361998,2666.007718164894,984.8011820169858,7.304130734698339,Lactating
30,Lactating,365,pctO2,359394.2739114549,48862.78482858414,984.6418463327532,133.87064336598394,Lactating
