age_yrs,mean_masschange,sd_masschange,sex,mean_P,sd_P,p_lipid,p_protein,mean_P_perday,sd_P_perday,mean_mass,sd_mass,mean_lwr,mean_upr,quant025,quant975,female_mass,male_mass
28,31.021653095194488,4.584890821305284,Female,522.6501004780125,80.20478366497106,0.35998907659614787,0.10738798806596893,1.4319180835014043,0.21973913332868783,19998.42627751147,223.50239557473185,16815.942560171403,23783.24027240107,19565.051344454347,20439.82937457483,20568.069250986355,19679.911342189545
29,25.933505721436482,3.9005098672858742,Female,436.92567251433064,68.14907999390012,0.35998907659614787,0.10738798806596893,1.1970566370255633,0.18670980820246608,20023.66864674983,227.35529724475617,16834.93749474494,23816.41597206385,19582.860530111495,20472.719167296476,20594.030633714625,19704.751676213047
30,21.678497056805227,3.594008356021281,Female,365.2387754791005,62.40907144501745,0.35998907659614787,0.10738798806596893,1.000654179394796,0.17098375738360946,20044.771722016147,230.90543844889348,16850.814731491388,23844.15626964101,19597.115832618703,20500.87005915142,20615.734817207027,19725.5186427996
31,18.119278572491936,3.268757675235889,Female,305.2740692744193,56.506273952170815,0.35998907659614787,0.10738798806596893,0.8363673130806007,0.15481170945800224,20062.41189294401,234.1342988631307,16864.084545528887,23867.34797145603,19608.529019193884,20524.921323048664,20633.877457643262,19742.87785872509
32,15.141767369656081,2.800489869833663,Female,255.10912299444954,48.3535638778469,0.35998907659614787,0.10738798806596893,0.6989291040943822,0.13247551747355316,20077.15376230369,236.9006069775815,16875.172808879455,23886.731437815015,19617.936677042217,20545.15659025816,20649.039240159116,19757.38493433148
33,12.652231543832997,2.372005773635777,Female,213.16543116595307,40.92958735918615,0.35998907659614787,0.10738798806596893,0.5840148799067207,0.1121358557785922,20089.4720672099,239.24366091604213,16884.437268316524,23902.92975978189,19625.73743183369,20562.128299816213,20661.70842446641,19769.50704559545
34,10.570977176748846,1.9750012324834392,Female,178.10032965754095,34.08455609838037,0.35998907659614787,0.10738798806596893,0.48794610865079713,0.0933823454750147,20099.764000315816,241.19455600561935,16892.177127346222,23916.464432938064,19632.268257258467,20576.295133013256,20672.293517008773,19779.635059082782
35,8.833244462777078,1.881412224131483,Female,148.82372642579065,32.296421693360664,0.35998907659614787,0.10738798806596893,0.4077362367829881,0.08848334710509771,20108.36567772799,243.0530044000608,16898.645168874802,23927.77745331109,19637.287504800886,20588.58854718824,20681.140207955013,19788.09973757882
36,7.379886927213619,1.638385395202185,Female,124.33758786013587,28.08439259761929,0.35998907659614787,0.10738798806596893,0.34065092564420785,0.07694354136334051,20115.55256025717,244.6713922621867,16904.048980547817,23937.23034693536,19641.354983022327,20598.99057206276,20688.53180444903,19795.172154629956
37,6.165512944083354,1.4413646455366886,Female,103.87786032906493,24.666866306590617,0.35998907659614787,0.10738798806596893,0.28459687761387653,0.06758045563449484,20121.557332386394,246.09516413787912,16908.563671345448,23945.128905086967,19644.61569213117,20607.82408187424,20694.707618849447,19801.08128875348
38,5.150212020793519,1.18772220882325,Female,86.7718001470503,20.33457554830739,0.35998907659614787,0.10738798806596893,0.23773095930698712,0.05571116588577368,20126.57316027907,247.26838944369905,16912.33469965631,23951.72683462708,19647.37045756129,20615.17098204178,20699.866319539993,19806.017229555306
39,4.302894123474361,1.1030633028546006,Female,72.49640284949135,18.829442610681728,0.35998907659614787,0.10738798806596893,0.19862028177942834,0.05158751400186775,20130.76454886657,248.35798915920196,16915.485658317717,23957.24067345666,19649.4621169633,20621.527458104498,20704.177097274656,19810.14186189677
40,3.594127933842626,0.9115471023106536,Female,60.55487136441561,15.564479144280657,0.35998907659614787,0.10738798806596893,0.1659037571627825,0.04264240861446755,20134.26547003822,249.25841025087897,16918.11748570083,23961.84629033859,19651.22793829854,20626.817630159017,20707.77774005032,19813.58702389692
41,3.002414160979359,0.8029419678395163,Female,50.58565612949457,13.692308465526448,0.35998907659614787,0.10738798806596893,0.13859083871094405,0.03751317387815465,20137.19031054081,250.05155180264595,16920.316142734362,23965.694215750595,19652.624484313113,20631.31862336396,20710.785892850472,19816.465280464825
42,2.507723588030353,0.6588702698959683,Female,42.2509066954072,11.240203196514017,0.35998907659614787,0.10738798806596893,0.11575590875454028,0.030795077250723335,20139.63316000832,250.70238014293625,16922.15245792922,23968.90806693164,19653.81329423342,20635.054850483422,20713.29832539493,19818.86922266887
43,2.0948230139458843,0.5824293140563755,Female,35.294340485303906,9.92334273995419,0.35998907659614787,0.10738798806596893,0.09669682324740796,0.02718724038343614,20141.67401319583,251.27770053774412,16923.686524865,23971.593152176814,19654.74564609719,20638.239073229764,20715.397311040564,19820.87757118766
44,1.7497365978911597,0.49347341589325167,Female,29.480223184337767,8.405176623324534,0.35998907659614787,0.10738798806596893,0.08076773475161032,0.023027881159793245,20143.378719147026,251.7651507975561,16924.967891347893,23973.836022230455,19655.511180352456,20640.912544690415,20717.150574500905,19822.55512628717
45,1.461789890273924,0.4588317731599884,Female,24.62894964774164,7.799308087515593,0.35998907659614787,0.10738798806596893,0.06747657437737435,0.02136796736305642,20144.80321249139,252.21838223785969,16926.038562757843,23975.7103348255,19656.062472898266,20643.237838457157,20718.61564366925,19823.956931726043
46,1.2209856524136318,0.3912610218997406,Female,20.571790068942214,6.648426965862681,0.35998907659614787,0.10738798806596893,0.056361068682033465,0.018214868399623784,20145.993101237527,252.6048676707864,16926.93288338179,23977.27599135653,19656.50777192616,20645.195887145295,20719.83942567049,19825.12786911412
47,1.0197072165950105,0.31569544591683146,Female,17.18050980117588,5.367526523302856,0.35998907659614787,0.10738798806596893,0.04706988986623529,0.01470555211863796,20146.986760943953,252.91670985352096,16927.679726007034,23978.583436511915,19656.90065145323,20646.809353847773,20720.86138916752,19826.1057028024
48,0.8515831828427712,0.25171414568597633,Female,14.347835164737782,4.2833345442654895,0.35998907659614787,0.10738798806596893,0.03930913743763776,0.011735163134973943,20147.81650828499,253.1653516683812,16928.303381460177,23979.675189885977,19657.25137784842,20648.133293686136,20721.714771355415,19826.922234757538
49,0.7115596678952747,0.25099673233759623,Female,11.988800449002175,4.258891678548662,0.35998907659614787,0.10738798806596893,0.03284602862740322,0.011668196379585376,20148.510105147052,253.4132848263781,16928.824650164195,23980.58789042877,19657.467343916112,20649.319699734693,20722.428124901,19827.604784702376
50,0.5945376592272047,0.24102657486219173,Female,10.017249257277545,4.082931772033147,0.35998907659614787,0.10738798806596893,0.027444518513089163,0.01118611444392643,20149.08985170017,253.65136951899623,16929.260314489085,23981.350844520428,19657.588449936087,20650.372697877003,20723.024385181037,19828.17529763214
51,0.49610272858722093,0.1411474399026784,Female,8.358530452246269,2.403681245557033,0.35998907659614787,0.10738798806596893,0.022900083430811697,0.006585428070019269,20149.57319545963,253.79079416485644,16929.623607511778,23981.98680891398,19657.803190546583,20651.1331630626,20723.52149669265,19828.650943175548
52,0.41461769232179785,0.15374017865704315,Female,6.9857630524627155,2.6069608645152362,0.35998907659614787,0.10738798806596893,0.019139076856062233,0.007142358532918456,20149.977398459596,253.9426578471062,16929.927371041926,23982.518719227613,19657.914846368178,20651.83923157389,20723.937213168505,19829.048708434333
53,0.34641406250736856,0.14496228667447078,Female,5.836678770477857,2.4548402458450433,0.35998907659614787,0.10738798806596893,0.015990900741035225,0.006725589714643954,20150.315225765175,254.0858507771134,16930.1812312268,23982.96331814094,19657.97683788098,20652.461697510793,20724.28466327881,19829.381155164418
54,0.2892546123568868,0.11196908908992048,Female,4.873576293090406,1.8976832222079898,0.35998907659614787,0.10738798806596893,0.013352263816686045,0.005199132115638328,20150.597247407954,254.19645321244215,16930.393167027527,23983.33445573732,19658.045801644515,20652.963572535515,20724.57471813605,19829.65868504849
55,0.24157484436078094,0.092312229535635,Female,4.070228031364081,1.5647661283375163,0.35998907659614787,0.10738798806596893,0.011151309674970085,0.004287030488595935,20150.832773200764,254.28763871265704,16930.570162913824,23983.644403348422,19658.105673524416,20653.38035545374,20724.8169527374,19829.890459622
56,0.20174251364559084,0.07456993986115372,Female,3.3990953225982072,1.2645265434075494,0.35998907659614787,0.10738798806596893,0.009312589924926595,0.0034644562833083545,20151.029446546687,254.3612984790979,16930.717964366966,23983.90321699796,19658.16045298483,20653.723448110373,20725.019228203608,19830.08400055154
57,0.16855822600808407,0.0707277070133753,Female,2.8400130254650886,1.197695080077734,0.35998907659614787,0.10738798806596893,0.007780857604013942,0.0032813563837746137,20151.19382796046,254.43116290958028,16930.841487563684,23984.119553713903,19658.19025534252,20654.026708308975,20725.188291921677,19830.245763862535
58,0.14076143232125207,0.05684011097763449,Female,2.3716611863384114,0.9628973987494147,0.35998907659614787,0.10738798806596893,0.0064977018803792095,0.0026380750650668895,20151.331085920698,254.48730925094628,16930.944631685594,23984.30018974835,19658.219358789407,20654.275575327632,20725.329459591187,19830.38083571524
59,0.117629624190701,0.05625221745214621,Female,1.981948314254091,0.9514981429828093,0.35998907659614787,0.10738798806596893,0.0054299953815180576,0.0026068442273501627,20151.445848634492,254.5428748744002,16931.03086052601,23984.4512396993,19658.2270890191,20654.50079617211,20725.44749125088,19830.49377060329
60,0.09823361483915723,0.04573248134980275,Female,1.6551395235676976,0.7737194759756308,0.35998907659614787,0.10738798806596893,0.004534628831692322,0.002119779386234605,20151.54167941868,254.58804916180424,16931.10286603679,23984.577369071976,19658.23590330525,20654.686428115587,20725.5460517165,19830.58807509058
61,0.08202746778465167,0.03606505622347607,Female,1.382074573901519,0.6104561691833682,0.35998907659614787,0.10738798806596893,0.0037865056819219698,0.001672482655296899,20151.6216857135,254.62367402113824,16931.162983909588,23984.68266640553,19658.247287056103,20654.837251892888,20725.628336941823,19830.666807125144
62,0.0685375498559831,0.03393320039627342,Female,1.1547971369408403,0.5738295330501118,0.35998907659614787,0.10738798806596893,0.0031638277724406584,0.0015721357069866076,20151.688560885992,254.6571930452978,16931.213230117617,23984.77068967659,19658.249597406902,20654.97075979271,20725.69711701281,19830.732617176764
63,0.05721120694121269,0.02433006345146249,Female,0.9639444245445377,0.41194950404198705,0.35998907659614787,0.10738798806596893,0.002640943628889144,0.0011286287781972248,20151.744356671377,254.6812261448908,16931.25515684769,23984.84412159598,19658.259099189778,20655.074330044088,20725.754502107106,19830.787524302676
64,0.04783682640319829,0.02748544795574045,Female,0.8060214158902186,0.4643694118537126,0.35998907659614787,0.10738798806596893,0.0022082778517540235,0.0012722449639827743,20151.791059631392,254.70837611551852,16931.290242044135,23984.90560153399,19658.25350672731,20655.17500589393,20725.802535372448,19830.833483424645
65,0.03991364016887481,0.01782876187422668,Female,0.6725028613437829,0.30173720676640325,0.35998907659614787,0.10738798806596893,0.0018424735927226928,8.266772788120637e-4,20151.829991736737,254.7259872660442,16931.319495783104,23984.956841262116,19658.2585155389,20655.248946890435,20725.842576435065,19830.871795458348
66,0.033339641923115934,0.0154464439459782,Female,0.561739824886019,0.2613388959194013,0.35998907659614787,0.10738798806596893,0.0015390132188658056,7.159969751216474e-4,20151.862515359106,254.74124517634323,16931.34393346648,23984.99964775961,19658.261648972817,20655.311801643376,20725.87602647297,19830.90380107698
67,0.027848981384864763,0.01343976770563078,Female,0.4692295143218735,0.2273162000026546,0.35998907659614787,0.10738798806596893,0.0012855603132106122,6.227841095963139e-4,20151.889686442973,254.75452090315832,16931.36434867288,23985.03541055581,19658.26324818623,20655.365363670593,20725.903971508593,19830.930539407
68,0.02328624452476918,0.01477705100743639,Female,0.3923638933275047,0.2495399923880494,0.35998907659614787,0.10738798806596893,0.001074969570760287,6.836712120220531e-4,20151.91243045015,254.76911759088424,16931.38143315681,23985.06535379363,19658.25787694849,20655.41712566281,20725.92736336494,19830.95292117037
69,0.01943055528193266,0.01000577894781984,Female,0.32738901880214955,0.1691580838037803,0.35998907659614787,0.10738798806596893,8.969562158963002e-4,4.634468049418639e-4,20151.931392397393,254.77900124295272,16931.39567957708,23985.09031298086,19658.257801092815,20655.455735629344,20725.946865431684,19830.971581110683
70,0.01624850293647793,0.01102181751168877,Female,0.2737832295261416,0.18607433910781154,0.35998907659614787,0.10738798806596893,7.500910397976482e-4,5.097927098844152e-4,20151.947267481355,254.78988853218985,16931.40760348488,23985.11121454346,19658.25270593139,20655.493254658533,20725.963192707728,19830.987203352182
71,0.013545379821417014,0.00590862212055762,Female,0.22822491324685484,0.10001953864451432,0.35998907659614787,0.10738798806596893,6.2527373492289e-4,2.7402613327264197e-4,20151.960478774567,254.79572503582924,16931.41753066818,23985.12860205135,19658.254674713564,20655.518068225545,20725.976780316567,19831.000204229127
72,0.01133332930441851,0.00760690191494912,Female,0.19096349737853952,0.12842777747845657,0.35998907659614787,0.10738798806596893,5.231876640507932e-4,3.5185692459851114e-4,20151.97155108258,254.8032390906808,16931.425847269307,23985.1431799848,19658.251274029353,20655.54407847711,20725.98816801252,19831.01110018849
73,0.00945830154587367,0.00541642251257894,Female,0.15936656322876175,0.091512620395935,0.35998907659614787,0.10738798806596893,4.366207211746897e-4,2.507195079340685e-4,20151.98078507086,254.80858940232065,16931.43278423351,23985.155335622097,19658.25020246302,20655.56394868657,20725.997665025327,19831.02018710704
74,0.007897910492527097,0.00432170220929736,Female,0.13307423676668398,0.07303542532226841,0.35998907659614787,0.10738798806596893,3.6458695004570955e-4,2.000970556774477e-4,20151.98849427661,254.81285835541297,16931.438575965854,23985.16548361413,19658.249688934455,20655.580144363244,20726.005593823094,19831.02777352827
75,0.006602901805905746,0.0044828068661529,Female,0.11125726510152979,0.07568012681485436,0.35998907659614787,0.10738798806596893,3.0481442493569805e-4,2.0734281319138183e-4,20151.994945459108,254.8172864467776,16931.443421495642,23985.17397742652,19658.24761108643,20655.59539861014,20726.012228763593,19831.03412196278
