age_yrs,Lifestage,Activity_stages,no_days,MC_variable,mean_bpm,se_bpm,mean_bpd,Vt_mean,Vt_sd,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
0.08493150684931507,Calf,calving grounds,31,all,2.1399909982218017,0.005010972627583923,3081.5870374393944,22.938334981117162,0.5753448696342878,148.3599548328586,42.0993544306059,68.14553130780143,231.35790073172828,4599.158599818616,1305.0799873487829,2112.5114705418446,7172.094922683577
0.08493150684931507,Calf,calving grounds,31,Rs,2.1399909982218017,0.005010972627583923,3081.5870374393944,22.93873189363697,0,148.44416760333152,0.3475947614746355,147.75370899076867,149.13482398527654,4601.769195703278,10.775437605713702,4580.364978713829,4623.179543543572
0.08493150684931507,Calf,calving grounds,31,Vt,2.1399909982218017,0.005010972627583923,3081.5870374393944,22.938334981117162,0.5753448696342878,148.4415966859148,3.7393673417321986,141.0329267960849,155.75568887435244,4601.689497263359,115.92038759369817,4372.020730678632,4828.426355104925
0.08493150684931507,Calf,calving grounds,31,pctO2,2.1399909982218017,0.005010972627583923,3081.5870374393944,22.93873189363697,0,148.4148859181655,42.407831447312596,64.02973479800677,231.5711863883068,4600.861463463131,1314.6427748666904,1984.92177873821,7178.706778037511
0.16164383561643836,Calf,calving grounds,28,all,1.5599936681359166,0.0040088761267434055,2246.3908821157197,32.97085911929516,0.8899073474225523,155.45312731204507,44.1469353619503,71.13241635002902,242.6480680266305,4352.687564737262,1236.1141901346084,1991.7076578008125,6794.145904745654
0.16164383561643836,Calf,calving grounds,28,Rs,1.5599936681359166,0.0040088761267434055,2246.3908821157197,32.97147303867865,0,155.54031444842522,0.3997079386120478,154.7468888147912,156.33407679216324,4355.128804555906,11.191822281137338,4332.912886814153,4377.35415018057
0.16164383561643836,Calf,calving grounds,28,Vt,1.5599936681359166,0.0040088761267434055,2246.3908821157197,32.97085911929516,0.8899073474225523,155.5374149546864,4.216962299879593,147.17975988382207,163.79369390991192,4355.047618731219,118.0749443966286,4121.033276747019,4586.2234294775335
0.16164383561643836,Calf,calving grounds,28,pctO2,1.5599936681359166,0.0040088761267434055,2246.3908821157197,32.97147303867865,0,155.50962546428264,44.43543643652335,67.08251554620554,242.6277260096012,4354.269512999914,1244.1922202226538,1878.3104352937553,6793.576328268833
0.2465753424657534,Calf,calving grounds,15,all,1.3899940840489022,0.003006520550744139,2001.5914810304193,43.71906805128565,1.2209296095764577,183.6674853856096,52.18054564490243,84.0621255921965,286.71364539955147,2755.0122807841444,782.7081846735365,1260.9318838829472,4300.704680993272
0.2465753424657534,Calf,northbound,16,all,0.699997312496152,0.001002067726614515,1007.9961299944589,43.71906805128565,1.2209296095764577,92.49453375565882,26.27803684852492,42.34979774894426,144.4080734441863,1479.9125400905411,420.4485895763987,677.5967639831082,2310.529175106981
0.2465753424657534,Calf,calving grounds,15,Rs,1.3899940840489022,0.003006520550744139,2001.5914810304193,43.71991033262581,0,183.769740153715,0.39748910208859306,182.9797644945869,184.56035740893972,2756.546102305725,5.962336531328896,2744.696467418803,2768.405361134096
0.2465753424657534,Calf,northbound,16,Rs,0.699997312496152,0.001002067726614515,1007.9961299944589,43.71991033262581,0,92.5459508798823,0.13248238093212966,92.28285724900128,92.80999476052075,1480.7352140781168,2.1197180949140746,1476.5257159840205,1484.959916168332
0.2465753424657534,Calf,calving grounds,15,Vt,1.3899940840489022,0.003006520550744139,2001.5914810304193,43.71906805128565,1.2209296095764577,183.76619716350285,5.147287153493895,173.5473439274173,193.84741306745016,2756.4929574525427,77.20930730240843,2603.2101589112594,2907.7111960117522
0.2465753424657534,Calf,northbound,16,Vt,0.699997312496152,0.001002067726614515,1007.9961299944589,43.71906805128565,1.2209296095764577,92.5441678071981,2.587844163125141,87.40301597523543,97.62772855184005,1480.7066849151695,41.405506610002256,1398.448255603767,1562.0436568294408
0.2465753424657534,Calf,calving grounds,15,pctO2,1.3899940840489022,0.003006520550744139,2001.5914810304193,43.71991033262581,0,183.7334970510961,52.4994080447849,79.27438095886448,286.6881594058554,2756.0024557664415,787.4911206717735,1189.1157143829673,4300.322391087831
0.2465753424657534,Calf,northbound,16,pctO2,0.699997312496152,0.001002067726614515,1007.9961299944589,43.71991033262581,0,92.52771089546208,26.43807364072149,39.93708498641954,144.38174982743251,1480.4433743273933,423.00917825154386,638.9933597827127,2310.1079972389202
0.3287671232876712,Calf,northbound,30,all,0.699997312496152,0.001002067726614515,1007.9961299944589,54.99848343372371,1.5475156549444917,116.35801143587143,33.06079514044436,53.25896107787651,181.66400895730058,3490.740343076143,991.8238542133308,1597.7688323362952,5449.920268719017
0.3287671232876712,Calf,northbound,30,Rs,0.699997312496152,0.001002067726614515,1007.9961299944589,54.99955101661263,0,116.42260260997449,0.1666625437573571,116.09163140112032,116.75476923093305,3492.678078299235,4.999876312720714,3482.7489420336096,3502.643076927992
